age	geography	time	diabetes_a1c_6_5	diabetes_dx_ccw	obesity_bmi	obesity_dx_ccw	n_patients_chronic
65+ Years	02	2023-01-01	10.55	17.82	31.54	14.25	2968
65+ Years	48	2023-01-01	12.72	28.07	40.91	23.93	1727967
65+ Years	53	2023-01-01	12.1	20.54	30.38	12.94	311391
65+ Years	09	2023-01-01	11.93	24.54	41.28	25.63	535835
65+ Years	38	2023-01-01	13.02	24.05	44.36	34.66	104741
65+ Years	30	2023-01-01	11.66	17.64	33.69	15.24	62424
65+ Years	12	2023-01-01	9.46	24.08	33.59	23.8	1690561
65+ Years	11	2023-01-01	9.25	20.05	29.63	10.34	18986
65+ Years	06	2023-01-01	9.92	22.91	27.34	14.8	1361619
65+ Years	08	2023-01-01	10.8	19.39	30.14	17.03	442623
65+ Years	49	2023-01-01	9.95	21.71	29.65	13.31	96437
65+ Years	32	2023-01-01	9.26	19.84	31.75	21.93	147038
65+ Years	50	2023-01-01	6.58	17.01	32.04	13.59	104579
65+ Years	00	2023-01-01	14.21	25.86	39.62	23.86	25498299
Total	21	2023-01-01	9.37	14.21	40.82	24.3	2337713
Total	54	2023-01-01	9.18	15.19	40.27	18.78	801962
Total	39	2023-01-01	8.95	13.99	38.84	23.94	7483640
Total	28	2023-01-01	8.94	14.89	40.72	18.07	1478633
Total	37	2023-01-01	8.84	13.76	37.49	21.72	5191134
Total	45	2023-01-01	8.61	14.09	37.35	20.28	2799247
Total	18	2023-01-01	8.56	13.7	39.78	21.55	2396085
Total	01	2023-01-01	8.46	17.16	40.99	22.87	455973
Total	10	2023-01-01	8.33	12.35	35.72	21.59	417807
Total	23	2023-01-01	8.23	11.65	34.96	19.95	661370
Total	29	2023-01-01	8.06	13.49	39.56	24.47	827022
Total	17	2023-01-01	7.82	12.63	35.36	20.48	4769613
Total	26	2023-01-01	7.77	12.01	36.31	21.57	3805656
Total	20	2023-01-01	7.77	13.15	37.12	20.53	740261
Total	24	2023-01-01	7.73	13.83	37.96	23.85	1474602
Total	42	2023-01-01	7.69	12.79	36.79	20.32	6080634
Total	51	2023-01-01	7.65	13.32	35.98	18.8	3947958
Total	44	2023-01-01	7.63	12.56	27.28	18.6	569760
Total	27	2023-01-01	7.41	10.78	33.43	22.06	2287144
Total	16	2023-01-01	7.39	10.99	33.41	20.29	800316
Total	40	2023-01-01	7.3	13.33	35.76	18.9	946488
Total	55	2023-01-01	7.24	10.4	34.83	20.32	2845833
Total	36	2023-01-01	7.2	12.51	33.69	18.35	5265018
Total	34	2023-01-01	7.18	13.21	34.39	17.41	2381959
Total	31	2023-01-01	7.12	12.35	39.19	16.98	589301
Total	15	2023-01-01	7.07	13.63	24.08	12.22	543332
Total	22	2023-01-01	7.04	12.95	36.87	21.53	1878116
Total	56	2023-01-01	6.94	11.02	31.99	13.48	138590
Total	05	2023-01-01	6.78	12.75	35.99	19.37	850482
Total	25	2023-01-01	6.65	11.18	30.94	22.58	2637056
Total	47	2023-01-01	6.61	13.64	36.82	16.32	999661
Total	19	2023-01-01	6.58	10.4	36.41	19.9	1467129
Total	33	2023-01-01	6.55	9.79	32.8	15.19	493255
Total	04	2023-01-01	6.54	10.36	29.29	16.06	1216466
Total	35	2023-01-01	6.42	14.43	33.23	15.33	209853
Total	13	2023-01-01	6.42	12.11	32.4	17.51	2738336
Total	41	2023-01-01	6.22	10.16	28.61	14.92	1704687
Total	46	2023-01-01	6.09	8.88	30.07	17.46	368717
Total	02	2023-01-01	5.98	9.61	28.85	12.3	10587
Total	48	2023-01-01	5.8	12.06	33.43	19.15	9122103
Total	53	2023-01-01	5.8	9.28	25.48	10.74	1370028
Total	09	2023-01-01	5.71	11.68	34.37	21.73	2205632
Total	38	2023-01-01	5.67	9.8	33.33	23.81	518662
Total	30	2023-01-01	5.43	8	26.44	11.27	263790
Total	12	2023-01-01	4.93	11.94	30.87	19.83	6543374
Total	11	2023-01-01	4.81	9.41	29.74	12.15	92630
Total	06	2023-01-01	4.73	10.41	24.7	13.66	6556349
Total	08	2023-01-01	4.43	7.71	23.86	12.14	2349542
Total	49	2023-01-01	4.4	8.62	23.45	11.14	537568
Total	32	2023-01-01	4.39	9.16	28.29	15.75	713983
Total	50	2023-01-01	3.75	9.19	28.56	12.5	350565
Total	00	2023-01-01	7	12.23	34.03	19.39	108548537
<18 Years	21	2024-01-01	0.55	0.72	8.07	5.33	482418
<18 Years	28	2024-01-01	0.56	0.75	8.31	3.94	284398
<18 Years	37	2024-01-01	0.45	0.66	6.41	5.54	969390
<18 Years	01	2024-01-01	0.35	0.64	7.66	4.18	52859
<18 Years	45	2024-01-01	0.54	0.73	7.44	7.69	539096
<18 Years	39	2024-01-01	0.31	0.48	6.27	5.71	1416764
<18 Years	54	2024-01-01	0.34	0.55	8.21	4.24	181159
<18 Years	23	2024-01-01	0.5	0.56	6.66	4.92	107290
<18 Years	18	2024-01-01	0.25	0.45	6.84	4.86	494877
<18 Years	10	2024-01-01	0.52	0.64	7.72	10.57	121865
<18 Years	29	2024-01-01	0.12	0.32	6.91	2.97	141453
<18 Years	17	2024-01-01	0.48	0.63	6.61	6.92	1044279
<18 Years	20	2024-01-01	0.28	0.48	6.38	6.24	114362
<18 Years	24	2024-01-01	0.49	0.79	5.91	3.85	184988
<18 Years	42	2024-01-01	0.23	0.43	6.06	6.56	915097
<18 Years	44	2024-01-01	0.45	0.58	5.46	10.05	120313
<18 Years	51	2024-01-01	0.48	0.71	6.15	3.44	577842
<18 Years	34	2024-01-01	0.44	0.71	6.32	4.99	343682
<18 Years	27	2024-01-01	0.35	0.49	5.24	5.57	443981
<18 Years	26	2024-01-01	0.43	0.61	6.1	3.55	806892
<18 Years	16	2024-01-01	0.5	0.62	5.28	4.22	173370
<18 Years	55	2024-01-01	0.4	0.52	5.99	4	675515
<18 Years	15	2024-01-01	0.45	0.53	5.12	3.89	97623
<18 Years	40	2024-01-01	0.73	0.96	7.53	5.81	238283
<18 Years	36	2024-01-01	0.4	0.59	6.58	7.59	789755
<18 Years	22	2024-01-01	0.36	0.49	7.23	4.58	383800
<18 Years	31	2024-01-01	0.21	0.43	6.17	2.02	82308
<18 Years	25	2024-01-01	0.48	0.67	5.75	10.23	534591
<18 Years	19	2024-01-01	0.5	0.58	6.6	4.27	372001
<18 Years	56	2024-01-01	0.5	0.8	4.58	2.43	28796
<18 Years	33	2024-01-01	0.66	0.76	5.69	4.62	89061
<18 Years	05	2024-01-01	0.76	0.95	7.19	5.82	219525
<18 Years	04	2024-01-01	0.23	0.36	4.73	5.93	215437
<18 Years	13	2024-01-01	0.4	0.84	5.58	3.96	662596
<18 Years	35	2024-01-01	0.12	0.36	6.06	4.57	18665
<18 Years	47	2024-01-01	0.4	0.84	6.6	4.49	188841
<18 Years	41	2024-01-01	0.52	0.67	5.96	5.15	383334
<18 Years	09	2024-01-01	0.54	0.75	6.99	8.76	373520
<18 Years	53	2024-01-01	0.24	0.4	4.9	3.38	236294
<18 Years	48	2024-01-01	0.44	0.59	6.12	5.52	2571515
<18 Years	46	2024-01-01	0.43	0.57	4.69	3.1	91540
<18 Years	02	2024-01-01	NA	NA	3.96	1.84	1741
<18 Years	38	2024-01-01	0.36	0.49	5.02	4.46	131606
<18 Years	30	2024-01-01	0.31	0.53	4.15	2.12	56246
<18 Years	12	2024-01-01	0.48	0.71	5.97	5.07	1300838
<18 Years	06	2024-01-01	0.24	0.51	5.87	7.78	1518671
<18 Years	32	2024-01-01	0.38	0.56	5.74	3.95	130244
<18 Years	08	2024-01-01	0.38	0.54	4.1	3.13	557593
<18 Years	11	2024-01-01	NA	NA	4.32	1.6	2617
<18 Years	49	2024-01-01	0.08	0.55	2.73	2.69	129492
<18 Years	50	2024-01-01	0.73	0.83	5.71	2.7	48272
<18 Years	00	2024-01-01	0.41	0.61	6.19	5.58	21893541
18-25 Years	21	2024-01-01	1.59	2.4	33.88	16.7	186521
18-25 Years	28	2024-01-01	1.61	2.45	34.84	11.87	111924
18-25 Years	37	2024-01-01	1.34	2.07	28.78	13.09	410710
18-25 Years	01	2024-01-01	1.58	2.94	33.3	13.64	26585
18-25 Years	45	2024-01-01	1.59	2.4	30.42	12.87	217292
18-25 Years	39	2024-01-01	1.2	1.93	29.25	14.08	619171
18-25 Years	54	2024-01-01	1.21	2.07	35.46	14.29	64977
18-25 Years	23	2024-01-01	1.56	2	25.82	11.31	41642
18-25 Years	18	2024-01-01	1.17	1.94	31.71	12.93	189281
18-25 Years	10	2024-01-01	1.62	2.37	32.64	16.54	30596
18-25 Years	29	2024-01-01	1.15	1.82	29.45	13.77	68515
18-25 Years	17	2024-01-01	1.43	2.01	27.74	12.19	382712
18-25 Years	20	2024-01-01	1.09	1.99	27.38	11.15	59612
18-25 Years	24	2024-01-01	1.2	2.14	26.76	12.69	107791
18-25 Years	42	2024-01-01	0.93	1.62	26	11.42	472450
18-25 Years	44	2024-01-01	1.26	1.84	18.39	11.34	46749
18-25 Years	51	2024-01-01	1.27	2.02	26.4	10.45	272910
18-25 Years	34	2024-01-01	1.1	1.93	24.13	9.86	179065
18-25 Years	27	2024-01-01	1.21	1.7	24.14	12.25	173036
18-25 Years	26	2024-01-01	1.21	1.86	25.99	11.52	349058
18-25 Years	16	2024-01-01	1.46	2.01	25.67	10.98	63981
18-25 Years	55	2024-01-01	1.27	1.68	25.3	9.76	234157
18-25 Years	15	2024-01-01	1.16	1.72	22.21	8.84	34236
18-25 Years	40	2024-01-01	1.63	2.73	32.61	11.82	76308
18-25 Years	36	2024-01-01	1.04	1.77	24.02	11.34	406141
18-25 Years	22	2024-01-01	1.07	1.81	30.2	12.42	162121
18-25 Years	31	2024-01-01	1.28	1.9	26.08	8.37	58062
18-25 Years	25	2024-01-01	1.18	1.81	20.78	13.23	238905
18-25 Years	19	2024-01-01	1.32	1.77	29.03	12.17	132133
18-25 Years	56	2024-01-01	1.38	2.13	24.22	7.86	9831
18-25 Years	33	2024-01-01	1.56	1.97	22.2	8.45	34983
18-25 Years	05	2024-01-01	1.81	2.73	34.31	14.74	60123
18-25 Years	04	2024-01-01	0.86	1.33	21.65	9.44	102159
18-25 Years	13	2024-01-01	1.11	2.32	26.59	11.35	203896
18-25 Years	35	2024-01-01	0.96	1.82	26.88	11.22	12523
18-25 Years	47	2024-01-01	1.34	2.43	30.55	12.06	78523
18-25 Years	41	2024-01-01	1.26	1.88	23.35	9.45	136861
18-25 Years	09	2024-01-01	1.22	1.98	23.77	15.18	167618
18-25 Years	53	2024-01-01	0.92	1.39	19.65	6.25	101660
18-25 Years	48	2024-01-01	1.26	2.16	29.82	14.31	683786
18-25 Years	46	2024-01-01	1.13	1.58	22.86	9.58	32573
18-25 Years	02	2024-01-01	NA	1.03	15.98	3.64	1070
18-25 Years	38	2024-01-01	1.12	1.59	24.55	13.06	47330
18-25 Years	30	2024-01-01	1.01	1.56	19.42	5.53	27074
18-25 Years	12	2024-01-01	1.13	2.07	25.33	12.62	490486
18-25 Years	06	2024-01-01	0.78	1.65	22.06	10.58	580139
18-25 Years	32	2024-01-01	0.82	1.5	23.53	8.51	55243
18-25 Years	08	2024-01-01	1.05	1.71	20.57	7.64	195153
18-25 Years	11	2024-01-01	0.88	1.58	18.24	7.45	8428
18-25 Years	49	2024-01-01	1.05	1.86	17.47	6.69	51898
18-25 Years	50	2024-01-01	1.2	1.81	19.78	6.67	22939
18-25 Years	00	2024-01-01	1.19	1.94	26.51	11.97	8646531
25-35 Years	21	2024-01-01	2.71	4.41	49.28	27.97	283195
25-35 Years	28	2024-01-01	2.81	4.6	50.31	21.23	159332
25-35 Years	37	2024-01-01	2.46	3.93	43.83	23.05	628391
25-35 Years	01	2024-01-01	2.81	5.77	47.44	23.56	44174
25-35 Years	45	2024-01-01	2.56	4.26	45.16	21.8	333712
25-35 Years	39	2024-01-01	2.4	3.92	45.43	25.23	937408
25-35 Years	54	2024-01-01	2.45	4.44	50.73	24.31	93554
25-35 Years	23	2024-01-01	2.21	3.29	38.87	19.82	65522
25-35 Years	18	2024-01-01	2.47	4.31	47.8	23.59	287689
25-35 Years	10	2024-01-01	2.26	3.99	49.14	24.95	37063
25-35 Years	29	2024-01-01	2.15	3.57	43.45	23.9	109735
25-35 Years	17	2024-01-01	2.49	3.8	42.98	21.78	570369
25-35 Years	20	2024-01-01	2.08	3.73	41.19	19.42	92212
25-35 Years	24	2024-01-01	1.98	3.75	42.01	24.06	189138
25-35 Years	42	2024-01-01	1.81	3.17	40.41	20.76	767022
25-35 Years	44	2024-01-01	2.04	3.58	29.71	17.76	69314
25-35 Years	51	2024-01-01	2.08	3.55	40.99	19.6	449939
25-35 Years	34	2024-01-01	1.87	3.32	38.42	17.43	301039
25-35 Years	27	2024-01-01	2.23	3.38	38.85	22.14	257536
25-35 Years	26	2024-01-01	1.95	3.21	40.86	21.79	546630
25-35 Years	16	2024-01-01	2.31	3.67	40.54	20.21	91886
25-35 Years	55	2024-01-01	2.24	3.11	41.38	20.41	334498
25-35 Years	15	2024-01-01	2.22	3.9	34.01	16.17	58324
25-35 Years	40	2024-01-01	2.42	4.51	46.87	19.71	113004
25-35 Years	36	2024-01-01	1.76	3.16	36.23	18.53	675893
25-35 Years	22	2024-01-01	1.94	3.82	45.52	22.56	229905
25-35 Years	31	2024-01-01	2.44	3.98	43.03	17.78	82885
25-35 Years	25	2024-01-01	1.76	2.9	32.74	21.41	380244
25-35 Years	19	2024-01-01	2.32	3.6	46.08	23.54	182163
25-35 Years	56	2024-01-01	2.2	3.52	39.98	15.2	13767
25-35 Years	33	2024-01-01	2.02	2.9	37.52	17.28	49644
25-35 Years	05	2024-01-01	2.57	4.84	49.46	24.34	86979
25-35 Years	04	2024-01-01	2.06	3.06	34.15	15.91	166130
25-35 Years	13	2024-01-01	1.98	3.89	41.02	19.59	300880
25-35 Years	35	2024-01-01	2.14	4	38.63	18.21	23887
25-35 Years	47	2024-01-01	1.91	3.87	42.34	18.52	125211
25-35 Years	41	2024-01-01	1.86	3.18	33.42	15.64	221030
25-35 Years	09	2024-01-01	1.72	3.52	38.58	22.33	255757
25-35 Years	53	2024-01-01	1.66	2.55	28.3	10.98	198560
25-35 Years	48	2024-01-01	2.01	4.09	43.99	23.36	1088074
25-35 Years	46	2024-01-01	1.96	2.85	36.99	20.5	44642
25-35 Years	02	2024-01-01	1.79	2.57	32.06	11.86	1282
25-35 Years	38	2024-01-01	1.96	3.09	40.67	25.82	73482
25-35 Years	30	2024-01-01	1.71	2.76	33.1	11.86	40383
25-35 Years	12	2024-01-01	1.58	3.49	39.9	21.95	761615
25-35 Years	06	2024-01-01	1.48	3.17	30.88	15.1	963106
25-35 Years	32	2024-01-01	1.35	2.76	34.15	15.61	99897
25-35 Years	08	2024-01-01	1.48	2.68	29.85	12.37	349984
25-35 Years	11	2024-01-01	1.17	1.91	24	10.56	28628
25-35 Years	49	2024-01-01	1.92	3.4	28.48	12.63	80780
25-35 Years	50	2024-01-01	1.41	2.86	31.4	13.61	36571
25-35 Years	00	2024-01-01	2.02	3.56	40.12	20.57	13607770
35-45 Years	21	2024-01-01	5.95	9.32	53.25	32.44	299971
35-45 Years	28	2024-01-01	6.25	10.07	54.84	25.95	178242
35-45 Years	37	2024-01-01	5.57	8.46	48.7	28.17	665144
35-45 Years	01	2024-01-01	5.69	11.12	51.3	28.31	54036
35-45 Years	45	2024-01-01	5.46	8.93	50.5	26.01	357981
35-45 Years	39	2024-01-01	5.36	8.36	50.12	30.42	996498
35-45 Years	54	2024-01-01	5.46	9.6	54.49	28.25	100742
35-45 Years	23	2024-01-01	4.42	6.27	42.91	23.65	76262
35-45 Years	18	2024-01-01	5.71	9.31	52.32	28.76	303562
35-45 Years	10	2024-01-01	5.4	8.54	54.33	29.9	39825
35-45 Years	29	2024-01-01	5.01	7.97	48.07	29.37	114406
35-45 Years	17	2024-01-01	5.62	8.4	48.49	26.86	594941
35-45 Years	20	2024-01-01	4.46	7.54	45.28	24.73	104428
35-45 Years	24	2024-01-01	4.37	7.88	47.24	29.43	208586
35-45 Years	42	2024-01-01	3.98	6.7	44.96	24.42	830938
35-45 Years	44	2024-01-01	4.59	7.5	34.5	22.91	71968
35-45 Years	51	2024-01-01	4.42	7.29	45.4	23.57	524515
35-45 Years	34	2024-01-01	4.06	6.98	43.31	21.34	336666
35-45 Years	27	2024-01-01	4.76	7.04	44.51	28.57	286280
35-45 Years	26	2024-01-01	4.26	6.81	45.51	27.16	557587
35-45 Years	16	2024-01-01	4.6	7.17	43.6	24.39	100346
35-45 Years	55	2024-01-01	5.06	6.9	47.2	25.49	352396
35-45 Years	15	2024-01-01	4.8	8.37	35.54	17.74	68151
35-45 Years	40	2024-01-01	5.22	9.16	49.77	24.09	125982
35-45 Years	36	2024-01-01	3.86	6.64	41.69	22.63	696175
35-45 Years	22	2024-01-01	4.5	8.52	50.46	28.94	257700
35-45 Years	31	2024-01-01	4.56	7.58	47.45	22.47	86858
35-45 Years	25	2024-01-01	3.79	6.27	39.51	27.89	384261
35-45 Years	19	2024-01-01	5.14	7.67	50.85	28.04	192115
35-45 Years	56	2024-01-01	3.94	6.66	42.94	18.24	16126
35-45 Years	33	2024-01-01	3.73	5.53	42.55	20.18	55030
35-45 Years	05	2024-01-01	5.42	9.74	52.35	28.76	94384
35-45 Years	04	2024-01-01	4.93	6.98	39.15	20.57	165623
35-45 Years	13	2024-01-01	4.33	8.29	46.14	24.99	334868
35-45 Years	35	2024-01-01	4.21	8.27	41.25	19.68	26226
35-45 Years	47	2024-01-01	4.19	8.43	46.33	22.49	131561
35-45 Years	41	2024-01-01	4.09	6.7	37.19	18.44	232726
35-45 Years	09	2024-01-01	3.29	6.87	43.69	26.69	283190
35-45 Years	53	2024-01-01	3.74	5.51	32.92	13.75	211243
35-45 Years	48	2024-01-01	4.56	9.14	47.83	27.19	1225268
35-45 Years	46	2024-01-01	4.1	6.04	40.81	24.81	47485
35-45 Years	02	2024-01-01	3.49	5.03	38.67	15.84	1174
35-45 Years	38	2024-01-01	4.05	6.56	45.45	31.94	77624
35-45 Years	30	2024-01-01	3.25	5.1	36.32	14.7	42323
35-45 Years	12	2024-01-01	3.41	7.46	44.13	27.66	831930
35-45 Years	06	2024-01-01	3.51	7.12	34.1	18.05	985950
35-45 Years	32	2024-01-01	3.05	6.12	37.42	19.78	101714
35-45 Years	08	2024-01-01	3	5.37	34.07	15.95	343594
35-45 Years	11	2024-01-01	2.47	4.09	30.21	13.73	23787
35-45 Years	49	2024-01-01	3.6	6.46	33.71	16.84	77822
35-45 Years	50	2024-01-01	2.12	4.75	33.61	14.9	45090
35-45 Years	00	2024-01-01	4.46	7.64	44.83	25.15	14513537
45-55 Years	21	2024-01-01	12.21	18.25	57.59	37.42	319025
45-55 Years	28	2024-01-01	11.92	18.77	58.43	29.46	204295
45-55 Years	37	2024-01-01	11.34	16.4	52.59	32.51	713627
45-55 Years	01	2024-01-01	9.86	19.31	54.08	30.61	68323
45-55 Years	45	2024-01-01	11.12	17.31	54.56	30.07	374429
45-55 Years	39	2024-01-01	11.09	16.48	54.62	35.42	1013638
45-55 Years	54	2024-01-01	11.09	19.28	58.41	31.78	117616
45-55 Years	23	2024-01-01	9.14	12.42	48.19	28.29	78971
45-55 Years	18	2024-01-01	11.66	18.05	56.39	33.28	309650
45-55 Years	10	2024-01-01	11.39	16.54	56.95	33.09	40121
45-55 Years	29	2024-01-01	10.14	15.78	53.4	34.44	112960
45-55 Years	17	2024-01-01	11.28	16.44	51.92	30.81	617987
45-55 Years	20	2024-01-01	8.78	14.37	49.54	28.54	103157
45-55 Years	24	2024-01-01	9.08	15.32	51.28	33.73	200508
45-55 Years	42	2024-01-01	8.56	13.67	49.25	28.17	823588
45-55 Years	44	2024-01-01	9.46	14.42	37.47	26.17	71561
45-55 Years	51	2024-01-01	8.89	14.11	48.5	26.87	541674
45-55 Years	34	2024-01-01	8.19	13.55	45.32	24.21	368730
45-55 Years	27	2024-01-01	9.87	13.81	49.82	34.8	261175
45-55 Years	26	2024-01-01	9.07	14.03	49.59	31.72	567205
45-55 Years	16	2024-01-01	8.94	13.05	47.05	28.15	103220
45-55 Years	55	2024-01-01	10.44	13.91	52.21	30.78	333544
45-55 Years	15	2024-01-01	8.71	15.36	35.04	18.56	73586
45-55 Years	40	2024-01-01	9.97	16.91	52.87	27.79	131749
45-55 Years	36	2024-01-01	7.98	13.14	45.01	25.58	706996
45-55 Years	22	2024-01-01	9.06	16.77	54.04	34.28	253638
45-55 Years	31	2024-01-01	8.96	14.43	51.7	25.85	82702
45-55 Years	25	2024-01-01	8.14	12.65	42.88	32.3	376857
45-55 Years	19	2024-01-01	10.41	14.98	55.27	32.51	179523
45-55 Years	56	2024-01-01	8.37	12.97	47.94	22.14	16478
45-55 Years	33	2024-01-01	7.57	10.83	46.76	22.72	59648
45-55 Years	05	2024-01-01	9.92	17.78	54.18	30.93	106435
45-55 Years	04	2024-01-01	9.5	13.3	42.55	24.35	165476
45-55 Years	13	2024-01-01	8.61	15.87	49.73	29.21	378840
45-55 Years	35	2024-01-01	8.06	15.72	45.25	22.59	26592
45-55 Years	47	2024-01-01	8.17	16.04	49.43	25.32	153207
45-55 Years	41	2024-01-01	8.74	13.63	41.77	21.88	212741
45-55 Years	09	2024-01-01	6.88	13.23	47.25	31	286993
45-55 Years	53	2024-01-01	7.83	11.23	37.18	16.26	185239
45-55 Years	48	2024-01-01	9.07	17.62	50.91	30.31	1241266
45-55 Years	46	2024-01-01	8.54	12.07	46.15	30.11	42401
45-55 Years	02	2024-01-01	8.88	13.68	42.75	19.75	1104
45-55 Years	38	2024-01-01	8.23	13.57	51.92	38.72	63965
45-55 Years	30	2024-01-01	6.91	10.7	41.59	18.77	39375
45-55 Years	12	2024-01-01	6.77	14.38	46.26	31.58	874829
45-55 Years	06	2024-01-01	7.45	14.4	36.86	20.57	937203
45-55 Years	32	2024-01-01	6.37	12.22	40.29	23.52	95360
45-55 Years	08	2024-01-01	6.35	10.72	37.37	19.75	304239
45-55 Years	11	2024-01-01	5.81	9.89	37.19	17.28	15758
45-55 Years	49	2024-01-01	6.65	11.89	36.71	18.73	69898
45-55 Years	50	2024-01-01	4.16	9.07	37.37	17.39	46301
45-55 Years	00	2024-01-01	9.14	15.06	48.65	29.13	14643222
55-65 Years	21	2024-01-01	17.26	25.53	55.39	36.34	357142
55-65 Years	28	2024-01-01	16.03	25.51	55.04	27.69	235894
55-65 Years	37	2024-01-01	16.19	23.68	51.62	32.37	794004
55-65 Years	01	2024-01-01	13.36	25.6	50.94	28.8	83178
55-65 Years	45	2024-01-01	15.62	24.28	52.12	29.31	441841
55-65 Years	39	2024-01-01	15.79	23.46	52.92	34.97	1166145
55-65 Years	54	2024-01-01	15.36	26.55	55.91	30.04	137318
55-65 Years	23	2024-01-01	13.09	17.68	47.62	28.2	105364
55-65 Years	18	2024-01-01	15.96	24.83	54.34	32.69	341289
55-65 Years	10	2024-01-01	16.25	23.57	54.08	32.54	54329
55-65 Years	29	2024-01-01	14.25	22.63	52.31	34.75	131699
55-65 Years	17	2024-01-01	15.15	23.03	50.39	30.48	691506
55-65 Years	20	2024-01-01	12.92	20.8	50.01	29.26	119895
55-65 Years	24	2024-01-01	13.12	22.2	49.51	33.42	247440
55-65 Years	42	2024-01-01	12.87	20.43	48.58	28.04	992025
55-65 Years	44	2024-01-01	13.72	20.57	37.38	26.13	92647
55-65 Years	51	2024-01-01	13.11	21.06	48.25	27.14	630219
55-65 Years	34	2024-01-01	12.3	20.7	44.82	24.02	457537
55-65 Years	27	2024-01-01	13.92	19.39	49.16	35.57	307460
55-65 Years	26	2024-01-01	13.12	20.35	47.44	30.8	671118
55-65 Years	16	2024-01-01	13.1	18.84	46.6	29.83	110425
55-65 Years	55	2024-01-01	14.29	19.46	51.11	31.48	394378
55-65 Years	15	2024-01-01	12.58	22.35	32.93	17.77	84873
55-65 Years	40	2024-01-01	13.74	23.25	50.38	27.63	150181
55-65 Years	36	2024-01-01	11.89	19.78	44.74	25.46	906544
55-65 Years	22	2024-01-01	13.28	24.04	51.83	33.22	288906
55-65 Years	31	2024-01-01	12.22	20.28	50.57	25.38	95468
55-65 Years	25	2024-01-01	12.42	19.25	43.34	32.56	448281
55-65 Years	19	2024-01-01	14.17	20.95	53.66	32.59	196727
55-65 Years	56	2024-01-01	11.24	17.46	44.97	20.24	20585
55-65 Years	33	2024-01-01	10.6	15.04	44.75	21.52	84848
55-65 Years	05	2024-01-01	12.83	23.59	50.78	28.64	122839
55-65 Years	04	2024-01-01	12.15	17.56	40.88	23.81	187752
55-65 Years	13	2024-01-01	12.43	22.94	48.12	28.86	419301
55-65 Years	35	2024-01-01	10.05	20.11	41.85	20.46	35051
55-65 Years	47	2024-01-01	10.95	21.92	46.69	23.57	184542
55-65 Years	41	2024-01-01	12.84	19.78	42.31	23.15	213892
55-65 Years	09	2024-01-01	10.5	19.51	47.34	31.38	360649
55-65 Years	53	2024-01-01	11.38	16.51	37.61	16.48	193240
55-65 Years	48	2024-01-01	12.72	24.93	49.42	29.84	1272961
55-65 Years	46	2024-01-01	11.87	16.66	45.34	29.11	47215
55-65 Years	02	2024-01-01	11.24	17.29	36.97	16.56	1504
55-65 Years	38	2024-01-01	11.48	19.15	50.69	38.13	69807
55-65 Years	30	2024-01-01	10.22	15.71	41	18.53	44905
55-65 Years	12	2024-01-01	9.38	20.66	44.18	31.12	1060058
55-65 Years	06	2024-01-01	10.77	21.24	36.18	20.42	993554
55-65 Years	32	2024-01-01	9.33	17.97	39.28	24.88	104370
55-65 Years	08	2024-01-01	9.48	15.99	36.81	20.33	308118
55-65 Years	11	2024-01-01	10.1	17.96	38.9	16.94	14896
55-65 Years	49	2024-01-01	9.67	18.05	36.06	18.11	61852
55-65 Years	50	2024-01-01	6.05	13.21	37.22	17.44	59819
55-65 Years	00	2024-01-01	13.02	21.62	47.47	28.91	16777830
65+ Years	21	2024-01-01	19.44	30.46	46.4	30.34	543938
65+ Years	28	2024-01-01	17.55	30.94	44.36	22.34	394791
65+ Years	37	2024-01-01	17.98	28.98	43.53	27.1	1309804
65+ Years	01	2024-01-01	14.75	29.45	40.7	27.09	143789
65+ Years	45	2024-01-01	17.65	29.6	43.16	26.54	753955
65+ Years	39	2024-01-01	18.31	29.65	46.04	32.04	1918628
65+ Years	54	2024-01-01	17.09	31.95	46.06	23.66	239071
65+ Years	23	2024-01-01	15.63	22.04	40.97	24.41	202447
65+ Years	18	2024-01-01	18	30.09	47.32	29.13	549398
65+ Years	10	2024-01-01	19.13	29.32	47.46	29.3	97918
65+ Years	29	2024-01-01	15.88	27.12	44.4	31.68	231551
65+ Years	17	2024-01-01	16.32	28.49	43.32	28.6	1155547
65+ Years	20	2024-01-01	15.16	25.86	43.86	26.1	219629
65+ Years	24	2024-01-01	14.61	27.58	40.57	27.92	401893
65+ Years	42	2024-01-01	15.8	26.48	42.43	24.8	1653176
65+ Years	44	2024-01-01	15.89	27.2	34.12	24.77	151321
65+ Years	51	2024-01-01	14.72	26.75	40.52	23.15	1034009
65+ Years	34	2024-01-01	14.22	26.84	37.68	19.54	738464
65+ Years	27	2024-01-01	16.15	24.25	43.87	33.42	529888
65+ Years	26	2024-01-01	15.74	26.62	41.91	27.7	1113152
65+ Years	16	2024-01-01	16.2	24.32	43.68	31.95	200721
65+ Years	55	2024-01-01	16.67	24.95	45.99	37.07	613662
65+ Years	15	2024-01-01	13.45	27.4	23.59	12.92	156627
65+ Years	40	2024-01-01	14.32	27.03	42.15	25.32	251550
65+ Years	36	2024-01-01	14.17	25.5	38.15	21.54	1523194
65+ Years	22	2024-01-01	15.52	30.07	43.53	29.39	462163
65+ Years	31	2024-01-01	12.9	23.64	44.28	21.03	184409
65+ Years	25	2024-01-01	15.38	25.6	38.62	26.61	692768
