age	geography	time	obesity_dx_ccw	obesity_bmi	diabetes_dx_ccw	diabetes_a1c_6_5	n_patients_chronic
25-35 Years	29217	2025-01-01	20.55	49.32	NA	NA	76
25-35 Years	21235	2025-01-01	29.19	58.55	6.46	3.14	3094
25-35 Years	28107	2025-01-01	24.8	60.98	4.92	2.42	1158
25-35 Years	29013	2025-01-01	22.13	46.64	NA	NA	262
25-35 Years	27095	2025-01-01	36.87	54.61	4.08	3.39	1445
25-35 Years	37051	2025-01-01	26.65	52.4	5.35	2.91	17873
25-35 Years	21143	2025-01-01	40.45	53.18	5.59	NA	322
25-35 Years	21027	2025-01-01	32.99	59.1	5.39	3.35	686
25-35 Years	26127	2025-01-01	40.55	55.57	4.11	2.55	2117
25-35 Years	28033	2025-01-01	23.23	54.27	5.49	3.21	8618
25-35 Years	31017	2025-01-01	NA	NA	NA	NA	28
25-35 Years	29127	2025-01-01	NA	NA	NA	NA	17
25-35 Years	28155	2025-01-01	30.69	57.94	7.28	3.91	563
25-35 Years	35057	2025-01-01	23.68	51.32	NA	NA	155
25-35 Years	29159	2025-01-01	16.52	49.57	NA	NA	116
25-35 Years	31153	2025-01-01	20.79	46.94	3.75	2.38	9552
25-35 Years	21029	2025-01-01	34.29	56.26	4.14	2.85	7583
25-35 Years	29017	2025-01-01	67.43	60.75	5.71	3.06	490
25-35 Years	29179	2025-01-01	69.31	62.38	NA	NA	102
25-35 Years	37101	2025-01-01	26.47	53.39	4.66	2.77	15477
25-35 Years	37093	2025-01-01	24.09	50.6	5.08	2.98	1949
25-35 Years	28133	2025-01-01	30.2	57.55	9.56	7.17	251
25-35 Years	31035	2025-01-01	26.4	53.47	5.81	3.87	310
25-35 Years	21007	2025-01-01	42	60.86	4.51	NA	421
25-35 Years	36063	2025-01-01	26.76	50.52	4.66	2.27	6656
25-35 Years	37171	2025-01-01	37.2	58.77	4.53	3.3	2451
25-35 Years	37157	2025-01-01	28.61	56.87	5.59	3.09	6190
25-35 Years	37143	2025-01-01	31.21	55.46	2.63	1.8	723
25-35 Years	21147	2025-01-01	22.81	55.95	6.82	3.03	528
25-35 Years	37151	2025-01-01	27.26	53.12	4.97	2.69	4869
25-35 Years	36073	2025-01-01	23.4	50.43	4.61	2.64	2692
25-35 Years	28127	2025-01-01	27.54	54.95	6.58	4.23	851
25-35 Years	29157	2025-01-01	63.13	53.92	6.31	NA	222
25-35 Years	31143	2025-01-01	21.31	39.34	NA	NA	62
25-35 Years	37041	2025-01-01	29.84	57.56	5.95	3.73	992
25-35 Years	21157	2025-01-01	32.97	56.29	4.54	3.03	2245
25-35 Years	37197	2025-01-01	36.55	55.47	3.23	2.56	1951
25-35 Years	21225	2025-01-01	43.13	59.7	6.61	3.02	893
25-35 Years	29033	2025-01-01	30.83	54.14	NA	NA	136
25-35 Years	31011	2025-01-01	12.15	36.45	NA	NA	108
25-35 Years	21199	2025-01-01	28.5	55.29	6.71	2.85	1193
25-35 Years	21221	2025-01-01	30.77	55.56	NA	NA	122
25-35 Years	27001	2025-01-01	28.91	50.88	3.78	2.77	687
25-35 Years	29101	2025-01-01	16.89	46.12	4.52	3.02	663
25-35 Years	22065	2025-01-01	35.83	50	NA	NA	130
25-35 Years	22007	2025-01-01	30.69	55.92	5.85	3.31	906
25-35 Years	36009	2025-01-01	27.71	50.42	5.41	2.62	610
25-35 Years	28097	2025-01-01	38.81	60.65	5	4.21	380
25-35 Years	21155	2025-01-01	32.52	58.13	9.59	6.1	459
25-35 Years	22093	2025-01-01	32.25	57.05	5.76	3.4	764
25-35 Years	26027	2025-01-01	28.46	53.99	4.4	3	2298
25-35 Years	37069	2025-01-01	29	53.06	3.98	2.65	4420
25-35 Years	36095	2025-01-01	30.03	54.71	4.23	3.15	1844
25-35 Years	31159	2025-01-01	21.89	51.08	3.17	NA	379
25-35 Years	31063	2025-01-01	19.57	50	NA	NA	92
25-35 Years	31141	2025-01-01	14.59	39.23	4.88	3.49	430
25-35 Years	24043	2025-01-01	26.27	52.21	5.79	2.9	11156
25-35 Years	22121	2025-01-01	32.64	56.69	4.93	2.78	2192
25-35 Years	21079	2025-01-01	33.29	55.61	5.15	2.11	854
25-35 Years	26121	2025-01-01	32.54	52.77	3.58	2.17	16644
25-35 Years	21131	2025-01-01	31.45	59.12	6.52	4.35	322
25-35 Years	22089	2025-01-01	30.78	53.13	3.65	1.44	2847
25-35 Years	28079	2025-01-01	21.28	51.12	5.64	3.66	1365
25-35 Years	21203	2025-01-01	34	59.33	7.19	3.92	459
25-35 Years	36049	2025-01-01	23.56	45.98	6.7	NA	179
25-35 Years	28131	2025-01-01	26.39	58.37	5.59	2.8	751
25-35 Years	22117	2025-01-01	31.41	56.2	7.34	3.67	2533
25-35 Years	29177	2025-01-01	16.47	47.98	5.08	3.95	354
25-35 Years	29037	2025-01-01	21.63	48.97	4.18	2.54	3229
25-35 Years	30065	2025-01-01	22.52	54.05	NA	NA	116
25-35 Years	21119	2025-01-01	36.99	61.56	8.31	NA	349
25-35 Years	36043	2025-01-01	25.33	52.58	4.7	3.07	4174
25-35 Years	29011	2025-01-01	NA	NA	NA	NA	31
25-35 Years	29151	2025-01-01	NA	46.15	NA	NA	28
25-35 Years	21101	2025-01-01	32.02	57.65	4.89	2.97	3433
25-35 Years	29181	2025-01-01	62.93	54.76	6.71	4.36	298
25-35 Years	31001	2025-01-01	29.58	56.33	5.13	3.37	2047
25-35 Years	21041	2025-01-01	35.64	60.24	4.25	2.7	777
25-35 Years	27061	2025-01-01	32.35	54.92	4.13	3.06	3006
25-35 Years	31183	2025-01-01	NA	NA	NA	NA	NA
25-35 Years	35019	2025-01-01	NA	41.18	NA	NA	36
25-35 Years	21233	2025-01-01	37.97	57.26	3.66	NA	519
25-35 Years	37077	2025-01-01	29.93	51.87	6.48	4.89	3007
25-35 Years	26041	2025-01-01	22.44	54.88	3.75	1.64	2133
25-35 Years	22087	2025-01-01	25.05	50.16	4.4	1.33	1956
25-35 Years	22099	2025-01-01	29.24	54.24	4.19	2.26	2696
25-35 Years	29133	2025-01-01	72.63	61.74	6.4	4.73	656
25-35 Years	26105	2025-01-01	31.33	49.72	3.57	2.56	2184
25-35 Years	37007	2025-01-01	36.15	57.58	5.97	2.77	469
25-35 Years	35013	2025-01-01	28.05	46.51	6.29	3.28	731
25-35 Years	36017	2025-01-01	25.4	54.83	4.25	2.68	3651
25-35 Years	37061	2025-01-01	31.99	53.82	5.12	3.02	2852
25-35 Years	31181	2025-01-01	27.84	52.84	NA	NA	178
25-35 Years	26117	2025-01-01	28.02	51.52	3.27	2.35	5139
25-35 Years	35031	2025-01-01	23.32	47.67	7.46	NA	201
25-35 Years	26115	2025-01-01	31.37	49.97	3.83	1.88	10879
25-35 Years	28149	2025-01-01	20.62	50.91	5.27	3.38	1006
25-35 Years	23021	2025-01-01	27.93	48.65	NA	NA	113
25-35 Years	26075	2025-01-01	29.3	51.68	3.65	2.59	13504
25-35 Years	24003	2025-01-01	32.06	44.63	3.93	2.16	18581
25-35 Years	29175	2025-01-01	NA	NA	NA	NA	19
25-35 Years	31037	2025-01-01	13.39	42.86	NA	NA	116
25-35 Years	26133	2025-01-01	28.45	53.91	3.1	2.14	1450
25-35 Years	37165	2025-01-01	22.89	44.78	8.43	4.58	415
25-35 Years	28141	2025-01-01	26.1	57.78	5.13	3.15	1268
25-35 Years	29161	2025-01-01	21.26	51.79	4.43	1.89	2959
25-35 Years	28015	2025-01-01	32.4	62.02	4.53	NA	287
25-35 Years	28135	2025-01-01	26.03	56.2	6.85	4.44	248
25-35 Years	28057	2025-01-01	27.31	56.7	4.29	1.99	1609
25-35 Years	37039	2025-01-01	26.71	53.84	4.82	2.15	975
25-35 Years	21087	2025-01-01	29.95	52.53	4.93	NA	223
25-35 Years	28161	2025-01-01	18.17	50.83	6.38	4.08	564
25-35 Years	36089	2025-01-01	27.39	53.78	4.63	2.62	6610
25-35 Years	24033	2025-01-01	19.67	45.32	3.81	1.9	15844
25-35 Years	29185	2025-01-01	NA	51.35	NA	NA	37
25-35 Years	29223	2025-01-01	71.33	59.56	6.68	4.09	464
25-35 Years	22097	2025-01-01	30.31	54.44	4.45	2.15	2136
25-35 Years	28075	2025-01-01	29.25	55.48	5.16	3	4829
25-35 Years	24025	2025-01-01	32.61	46.28	4.32	2.55	11031
25-35 Years	36053	2025-01-01	24.23	52.57	3.57	2.14	1680
25-35 Years	28059	2025-01-01	22.34	53.37	4.31	1.79	8530
25-35 Years	22067	2025-01-01	30.72	50	8.66	2.89	485
25-35 Years	31013	2025-01-01	27.17	49.13	6.78	NA	177
25-35 Years	24001	2025-01-01	22.94	50.22	5.03	2.33	1372
25-35 Years	36057	2025-01-01	25.69	49.06	4.61	3.66	1149
25-35 Years	31031	2025-01-01	16.47	43.53	NA	NA	85
25-35 Years	22045	2025-01-01	27.91	53.23	4.84	2.85	1858
25-35 Years	22105	2025-01-01	25.45	53.64	4.66	2.19	9939
25-35 Years	23019	2025-01-01	26.54	44.59	3.82	2.45	4164
25-35 Years	31129	2025-01-01	18.07	50.6	NA	NA	84
25-35 Years	28121	2025-01-01	23.22	50.95	4.23	2.69	8601
25-35 Years	27051	2025-01-01	29.94	46.91	NA	NA	325
25-35 Years	29117	2025-01-01	30.42	58.39	4.52	3.59	863
25-35 Years	21073	2025-01-01	38.78	58.25	5.76	3.9	3022
25-35 Years	27097	2025-01-01	29.33	52.77	3.42	2.03	1725
25-35 Years	26067	2025-01-01	29.89	53.24	3.71	2.6	3993
25-35 Years	21055	2025-01-01	33.08	57.52	4.01	NA	274
25-35 Years	29047	2025-01-01	20.47	44.06	4.47	2.76	8142
25-35 Years	36013	2025-01-01	17.68	50.15	4.33	1.2	1338
25-35 Years	29095	2025-01-01	20.4	43.07	3.67	2.34	29229
25-35 Years	36115	2025-01-01	23.39	48.65	4.95	2.98	2386
25-35 Years	26107	2025-01-01	28.79	52.12	3.54	2.67	3111
25-35 Years	27065	2025-01-01	33.18	49.76	5.31	NA	207
25-35 Years	21025	2025-01-01	29.86	54.5	11.21	NA	214
25-35 Years	29053	2025-01-01	NA	45.45	NA	NA	33
25-35 Years	29147	2025-01-01	16.82	50.15	3.55	1.96	1324
25-35 Years	21161	2025-01-01	40.28	59.03	10.03	5.02	299
25-35 Years	31049	2025-01-01	35.09	59.65	NA	NA	58
25-35 Years	31067	2025-01-01	29.1	53.69	4.27	2.79	1615
25-35 Years	37145	2025-01-01	31.74	54.1	6.72	3.57	1876
25-35 Years	26123	2025-01-01	28.99	50.17	2.92	2.01	3830
25-35 Years	28073	2025-01-01	29.26	57.66	3.86	3.05	3808
25-35 Years	36023	2025-01-01	21.52	48.42	3.17	1.94	2994
25-35 Years	29207	2025-01-01	68.79	60.02	5.25	2.28	1182
25-35 Years	37147	2025-01-01	34.13	54.96	6.24	3.9	11126
25-35 Years	22037	2025-01-01	23.86	55.17	4.97	2.14	1026
25-35 Years	21083	2025-01-01	33.78	54.41	4.28	1.83	1751
25-35 Years	37111	2025-01-01	24.85	53.35	4.81	3.37	2079
25-35 Years	28137	2025-01-01	26.74	56.13	4.81	2.94	749
25-35 Years	27091	2025-01-01	34.69	52.62	3.13	1.97	608
25-35 Years	34015	2025-01-01	25.21	46.03	3.23	2.04	17364
25-35 Years	21099	2025-01-01	25.88	49.71	4.6	NA	348
25-35 Years	34031	2025-01-01	27.59	44.16	5.06	2.53	7784
25-35 Years	28115	2025-01-01	22.4	55.75	4.67	2.22	1843
25-35 Years	29079	2025-01-01	27.86	50.26	5.41	2.54	591
25-35 Years	22083	2025-01-01	27.61	50	5.04	NA	476
25-35 Years	27059	2025-01-01	30.74	52.1	4.09	2.8	1248
25-35 Years	31123	2025-01-01	30.89	54.47	NA	NA	127
25-35 Years	27125	2025-01-01	29.81	50.93	3.42	NA	322
25-35 Years	26003	2025-01-01	NA	52.86	NA	NA	70
25-35 Years	27087	2025-01-01	28.37	54.55	3.78	NA	370
25-35 Years	31021	2025-01-01	22.39	40.3	NA	NA	70
25-35 Years	28055	2025-01-01	NA	NA	NA	NA	11
25-35 Years	28117	2025-01-01	27.07	56.43	4.32	2.69	1596
25-35 Years	26025	2025-01-01	22.38	50.9	4.03	2.62	8923
25-35 Years	21211	2025-01-01	32.43	55.68	4.64	3.35	3643
25-35 Years	27107	2025-01-01	29.98	47.14	3.85	2.69	520
25-35 Years	29055	2025-01-01	18.1	55.17	4.25	NA	353
25-35 Years	22073	2025-01-01	29.71	52.39	4.66	2.06	8027
25-35 Years	36037	2025-01-01	22.4	49.91	4.56	2.76	4672
25-35 Years	27153	2025-01-01	26.05	50.7	3.84	2.71	1511
25-35 Years	22019	2025-01-01	18	45.65	4.13	1.86	7090
25-35 Years	37059	2025-01-01	36.14	52.3	4.06	2.5	2119
25-35 Years	24023	2025-01-01	18	48.88	4.35	1.93	1816
25-35 Years	29203	2025-01-01	NA	NA	NA	NA	29
25-35 Years	22111	2025-01-01	29.89	58.62	7.58	NA	356
25-35 Years	21043	2025-01-01	30.94	53.02	3.75	NA	533
25-35 Years	26023	2025-01-01	23.19	48.86	3.92	2.39	2552
25-35 Years	21015	2025-01-01	31.98	52.2	3.8	2.67	12735
25-35 Years	26011	2025-01-01	NA	41.38	NA	NA	32
25-35 Years	21187	2025-01-01	33.33	55.33	4.81	3.5	457
25-35 Years	30083	2025-01-01	29.36	50.69	3.25	2.8	892
25-35 Years	28013	2025-01-01	20.63	54.48	5.15	3.06	718
25-35 Years	31177	2025-01-01	20.56	42.86	3.79	NA	290
25-35 Years	36099	2025-01-01	24.35	52.83	5.02	3.07	1533
25-35 Years	36029	2025-01-01	23.75	47.06	4.31	1.88	24108
25-35 Years	22001	2025-01-01	28.17	55.81	8.44	2.49	2487
25-35 Years	28009	2025-01-01	17.18	54.08	4.1	NA	366
25-35 Years	36121	2025-01-01	22.64	50.98	3.79	2.45	1714
25-35 Years	36083	2025-01-01	24.52	48.29	4.41	2.6	11382
25-35 Years	28087	2025-01-01	22.38	51.96	6.12	3.26	3560
25-35 Years	36011	2025-01-01	19.31	46.47	3.66	1.95	1284
25-35 Years	22107	2025-01-01	32.43	40.54	NA	NA	38
25-35 Years	28151	2025-01-01	29.76	49.6	8.03	5.7	386
25-35 Years	22011	2025-01-01	14.81	46.18	4.03	NA	645
25-35 Years	24019	2025-01-01	23.26	51.48	4.96	2.58	2438
25-35 Years	22041	2025-01-01	30.57	46.04	3.97	NA	277
25-35 Years	37019	2025-01-01	30.92	49.81	3.94	2.37	8192
25-35 Years	21035	2025-01-01	29.26	53.34	4.46	2.35	807
25-35 Years	29129	2025-01-01	24.1	40.96	NA	NA	168
25-35 Years	21117	2025-01-01	30.06	48.78	3.86	2.66	18071
25-35 Years	21021	2025-01-01	28.1	51.83	6.18	4.51	599
25-35 Years	21063	2025-01-01	43.62	63.76	7.79	NA	154
25-35 Years	29023	2025-01-01	66.28	54.82	4.64	2.87	1919
25-35 Years	21145	2025-01-01	36.04	55.33	4.29	2.52	5826
25-35 Years	27115	2025-01-01	27.78	51.63	3.61	1.53	915
25-35 Years	21239	2025-01-01	30.26	46.94	4.3	2.46	977
25-35 Years	37123	2025-01-01	23.29	48.4	6.64	NA	226
25-35 Years	22029	2025-01-01	20.9	47.76	NA	NA	133
25-35 Years	31155	2025-01-01	16.99	46.41	4.5	3.32	422
25-35 Years	30035	2025-01-01	24.48	50.35	NA	NA	146
25-35 Years	34041	2025-01-01	24.56	46.52	3.45	2.17	4556
25-35 Years	26159	2025-01-01	24.64	51.49	3.53	2.69	6093
25-35 Years	36003	2025-01-01	33.29	52.16	4.39	2.63	2394
25-35 Years	36039	2025-01-01	27.85	47.44	3.65	2.29	2494
25-35 Years	36067	2025-01-01	19.98	47	4.12	2.27	13508
25-35 Years	29115	2025-01-01	22.65	53.85	NA	NA	241
25-35 Years	28125	2025-01-01	24.53	47.17	NA	NA	56
25-35 Years	31039	2025-01-01	15	40	NA	NA	142
25-35 Years	37029	2025-01-01	27.75	50.26	3.9	2.89	589
25-35 Years	37053	2025-01-01	21.4	45.81	3.02	1.8	1557
25-35 Years	34011	2025-01-01	21.15	48.95	4.54	2.83	2690
25-35 Years	37141	2025-01-01	28.91	49.1	3.8	1.9	2581
25-35 Years	28035	2025-01-01	25.7	53.85	4.03	2.91	8724
25-35 Years	21013	2025-01-01	31.83	60.42	7.92	4.44	631
25-35 Years	29139	2025-01-01	NA	NA	NA	NA	NA
25-35 Years	21039	2025-01-01	34.68	59.93	NA	NA	298
25-35 Years	24035	2025-01-01	30	44.06	3.08	1.8	2273
25-35 Years	30005	2025-01-01	21.54	47.69	NA	NA	69
25-35 Years	31107	2025-01-01	16.46	46.2	NA	NA	161
25-35 Years	37005	2025-01-01	29.21	47.19	NA	NA	90
25-35 Years	21069	2025-01-01	36.75	56.7	6.44	NA	357
25-35 Years	26063	2025-01-01	15.71	31.43	NA	NA	74
25-35 Years	21045	2025-01-01	24.32	49.1	10.13	NA	227
25-35 Years	22123	2025-01-01	23.49	49.4	NA	NA	169
25-35 Years	21037	2025-01-01	26.75	46.14	3.38	2.34	9611
25-35 Years	31157	2025-01-01	29.58	52.31	5.87	3.42	1754
25-35 Years	27089	2025-01-01	23.76	45.38	3.83	1.84	705
25-35 Years	31167	2025-01-01	10.32	47.1	NA	NA	158
25-35 Years	28083	2025-01-01	42.75	66.11	7.44	5.31	847
25-35 Years	28043	2025-01-01	23.95	54.51	5.3	3.2	1189
25-35 Years	29186	2025-01-01	46.15	47.69	NA	NA	69
25-35 Years	31057	2025-01-01	NA	NA	NA	NA	22
25-35 Years	31095	2025-01-01	22.83	54.02	4.78	3.5	314
25-35 Years	22063	2025-01-01	29.04	54.24	4.2	2.29	12538
25-35 Years	37199	2025-01-01	23.76	50.83	NA	NA	187
25-35 Years	31069	2025-01-01	NA	44.83	NA	NA	31
25-35 Years	28145	2025-01-01	22.18	55.23	4.45	2.48	1933
25-35 Years	22075	2025-01-01	28.78	49.18	3.94	1.87	1015
25-35 Years	27025	2025-01-01	27.28	49.9	3.16	2.58	2912
25-35 Years	29125	2025-01-01	17.83	49.04	3.41	NA	323
25-35 Years	36025	2025-01-01	24.86	49.6	3.54	2.34	2654
25-35 Years	29201	2025-01-01	66.87	59.34	5.84	3.55	1832
25-35 Years	27149	2025-01-01	23.96	43.78	5.88	NA	221
25-35 Years	21011	2025-01-01	32.62	56.03	6.36	3.41	440
25-35 Years	31105	2025-01-01	29.03	48.39	NA	NA	95
25-35 Years	27093	2025-01-01	32.82	46.5	4.79	NA	585
25-35 Years	26147	2025-01-01	21.9	46.31	3.37	1.55	1931
25-35 Years	36035	2025-01-01	22.47	47.6	6.23	3.35	1493
25-35 Years	31111	2025-01-01	21.51	51.7	4.11	1.51	2654
25-35 Years	34007	2025-01-01	23.51	45.69	3.76	2.4	44467
25-35 Years	26021	2025-01-01	28.87	48.85	3.78	2.63	11107
25-35 Years	21135	2025-01-01	32.41	56.48	NA	NA	105
25-35 Years	31055	2025-01-01	19.55	41.57	4.59	3.01	25048
25-35 Years	34033	2025-01-01	23.65	50.44	3.9	2.95	2510
25-35 Years	36065	2025-01-01	20.45	46.91	4.42	2.18	11272
25-35 Years	27167	2025-01-01	29.7	49.38	3.28	2.76	580
25-35 Years	31033	2025-01-01	21.57	52.64	3.1	2.21	678
25-35 Years	30071	2025-01-01	NA	52	NA	NA	29
25-35 Years	27023	2025-01-01	36.36	46.39	5.54	NA	325
25-35 Years	29149	2025-01-01	30.77	36.54	NA	NA	52
25-35 Years	37009	2025-01-01	23.51	50.22	2.13	NA	703
25-35 Years	30073	2025-01-01	20.49	53.28	NA	NA	126
25-35 Years	30091	2025-01-01	27.85	50.63	NA	NA	81
25-35 Years	24029	2025-01-01	24.49	49.2	5.63	3.49	888
25-35 Years	21001	2025-01-01	28.78	46.83	7.69	NA	208
25-35 Years	21053	2025-01-01	23.45	47.59	9.4	NA	149
25-35 Years	27071	2025-01-01	26.97	49.82	3.25	2.77	830
25-35 Years	34005	2025-01-01	20.41	42.91	3.04	2.08	34108
25-35 Years	31161	2025-01-01	23.08	51.92	NA	NA	51
25-35 Years	36031	2025-01-01	15.74	48.25	5.15	2.39	1593
25-35 Years	26043	2025-01-01	19.92	50.94	3.07	1.91	1467
25-35 Years	21149	2025-01-01	35.19	57.41	NA	NA	109
25-35 Years	28011	2025-01-01	20.73	54.07	7.42	NA	256
25-35 Years	37153	2025-01-01	26.85	48.08	8.23	5.24	401
25-35 Years	29007	2025-01-01	NA	NA	NA	NA	28
25-35 Years	37087	2025-01-01	11.74	39.35	4.69	NA	469
25-35 Years	25005	2025-01-01	38.1	48.02	3.62	2.02	29130
25-35 Years	26151	2025-01-01	21.98	50.43	NA	NA	236
25-35 Years	27113	2025-01-01	29.75	48.73	4.24	2.37	1393
25-35 Years	22051	2025-01-01	22.96	45.66	3.09	1.78	20205
25-35 Years	27021	2025-01-01	24.99	48.45	4.6	3.51	1739
25-35 Years	36107	2025-01-01	22.79	47.23	4.11	2.72	3818
25-35 Years	23007	2025-01-01	27.71	50.12	4.49	2.9	1761
25-35 Years	31077	2025-01-01	NA	29.73	NA	NA	41
25-35 Years	28003	2025-01-01	23.19	54.4	3.43	1.18	933
25-35 Years	29169	2025-01-01	19.33	48.52	2.87	1.12	2331
25-35 Years	22113	2025-01-01	25.83	53.43	3.69	1.64	2195
25-35 Years	23025	2025-01-01	20.88	44.86	5.06	2.37	632
25-35 Years	28139	2025-01-01	24.17	57.41	4.63	1.69	712
25-35 Years	27009	2025-01-01	37.2	50.95	3.85	2.89	3354
25-35 Years	23027	2025-01-01	26.53	48.77	3.85	2.41	1949
25-35 Years	37115	2025-01-01	22.76	50.82	3.38	2.13	798
25-35 Years	30015	2025-01-01	17.71	47.4	NA	NA	202
25-35 Years	32027	2025-01-01	12.39	41.59	NA	NA	122
25-35 Years	37121	2025-01-01	20.66	51.64	NA	NA	215
25-35 Years	23029	2025-01-01	22.44	41.03	10.13	NA	158
25-35 Years	36117	2025-01-01	23.68	46.83	4.04	2.32	8269
25-35 Years	21111	2025-01-01	27.29	47.88	4.08	2.81	67965
25-35 Years	36051	2025-01-01	24.87	46.29	3.6	2.66	4662
25-35 Years	26015	2025-01-01	26.43	47.68	2.32	1.64	4444
25-35 Years	31117	2025-01-01	NA	NA	NA	NA	15
25-35 Years	30051	2025-01-01	NA	41.94	NA	NA	32
25-35 Years	28081	2025-01-01	24.55	51.42	4.37	2.59	6912
25-35 Years	22005	2025-01-01	31.07	52.71	4.09	2.57	11208
25-35 Years	26129	2025-01-01	NA	45.61	NA	NA	58
25-35 Years	24013	2025-01-01	22.47	41.55	4.02	1.76	2387
25-35 Years	29035	2025-01-01	67.77	54.5	NA	NA	216
25-35 Years	24037	2025-01-01	19.25	46.17	2.87	NA	522
25-35 Years	36077	2025-01-01	23.73	48.45	4.1	2.95	4175
25-35 Years	27157	2025-01-01	22.95	42.62	NA	NA	188
25-35 Years	26051	2025-01-01	27.27	45.45	NA	NA	60
25-35 Years	37023	2025-01-01	24.87	48.02	4.93	2.77	4832
25-35 Years	26163	2025-01-01	24.67	45.72	4.31	2.3	114323
25-35 Years	22003	2025-01-01	26.16	50.9	6.05	NA	281
25-35 Years	33019	2025-01-01	21.75	46.33	3	1.66	2832
25-35 Years	22021	2025-01-01	21.48	46.98	NA	NA	155
25-35 Years	29131	2025-01-01	NA	52.17	NA	NA	47
25-35 Years	30003	2025-01-01	16.37	50.88	10.45	NA	201
25-35 Years	29199	2025-01-01	NA	NA	NA	NA	NA
25-35 Years	32007	2025-01-01	23.39	49.4	6.28	3.89	1465
25-35 Years	34009	2025-01-01	18.68	38.4	3.33	2.15	2464
25-35 Years	22101	2025-01-01	24.12	53.5	5.8	2.1	1568
25-35 Years	26005	2025-01-01	27.55	49.79	3.19	2.3	6874
25-35 Years	23003	2025-01-01	22.52	48.29	3.68	2.78	1904
25-35 Years	37027	2025-01-01	26.29	49.49	4.98	3	5202
25-35 Years	21169	2025-01-01	33.33	45.45	NA	NA	35
25-35 Years	37067	2025-01-01	28.23	50.33	3.82	2.66	25720
25-35 Years	32015	2025-01-01	30.67	45.33	NA	NA	78
25-35 Years	30037	2025-01-01	NA	43.75	NA	NA	35
25-35 Years	24005	2025-01-01	32.33	46.57	3.88	2.19	28135
25-35 Years	29041	2025-01-01	NA	43.9	NA	NA	41
25-35 Years	36101	2025-01-01	24.73	49.01	3.79	2.47	7597
25-35 Years	37105	2025-01-01	29.36	51.25	6.38	4.07	2258
25-35 Years	27159	2025-01-01	23.37	51.63	2.88	1.96	869
25-35 Years	21113	2025-01-01	30.21	51.29	4.74	2.73	3695
25-35 Years	37133	2025-01-01	26.77	46.71	3.82	1.91	3245
25-35 Years	37137	2025-01-01	26.71	46.58	NA	NA	167
25-35 Years	31179	2025-01-01	7.8	47.56	2.69	NA	520
25-35 Years	29171	2025-01-01	NA	35.29	NA	NA	53
25-35 Years	26103	2025-01-01	8.66	31.5	1.69	NA	650
25-35 Years	27143	2025-01-01	21.15	40.38	NA	NA	54
25-35 Years	29211	2025-01-01	21.88	50	NA	NA	64
25-35 Years	27155	2025-01-01	25.53	41.84	NA	NA	282
25-35 Years	31113	2025-01-01	NA	37.84	NA	NA	37
25-35 Years	23011	2025-01-01	19.49	41.08	4.99	3.51	2224
25-35 Years	36097	2025-01-01	21.58	45.22	4.92	3.21	996
25-35 Years	27005	2025-01-01	28.53	47.07	3.61	2.55	2743
25-35 Years	25013	2025-01-01	27.99	45.94	4.06	2.55	14572
25-35 Years	32019	2025-01-01	17.79	47.35	3.16	2.29	3761
25-35 Years	26099	2025-01-01	21.66	44.08	4.17	2.14	45820
25-35 Years	28045	2025-01-01	20.41	50.53	3.89	1.76	1823
25-35 Years	28089	2025-01-01	19.49	46.71	4.41	2.86	6513
25-35 Years	37081	2025-01-01	25.47	48.6	4.51	2.49	34904
25-35 Years	21017	2025-01-01	35.27	53.62	5.01	3.22	1956
25-35 Years	27035	2025-01-01	23.88	46.84	2.56	2.14	4305
25-35 Years	31119	2025-01-01	13.25	47.07	4.09	2.23	2374
25-35 Years	37167	2025-01-01	30.55	50.4	3.85	2.28	1272
25-35 Years	31109	2025-01-01	16.8	43	3.79	2.04	18338
25-35 Years	35053	2025-01-01	19.23	47.44	NA	NA	81
25-35 Years	22009	2025-01-01	27.8	48.88	6.84	NA	234
25-35 Years	31151	2025-01-01	19.17	51.28	4.19	2.63	836
25-35 Years	26153	2025-01-01	25.83	48.33	NA	NA	118
25-35 Years	37049	2025-01-01	28.06	45.35	4.36	1.98	2020
25-35 Years	31133	2025-01-01	27.16	48.15	NA	NA	82
25-35 Years	29111	2025-01-01	NA	NA	NA	NA	NA
25-35 Years	24510	2025-01-01	24.12	41.14	4.35	2.37	28171
25-35 Years	21219	2025-01-01	NA	NA	NA	NA	19
25-35 Years	29031	2025-01-01	64.11	53.24	4.04	2.36	4236
25-35 Years	37071	2025-01-01	37.14	49.47	6.12	4.9	5964
25-35 Years	30101	2025-01-01	NA	47.06	NA	NA	69
25-35 Years	29165	2025-01-01	17.02	42.02	3.45	2.71	4720
25-35 Years	35005	2025-01-01	26.06	52.98	4.59	2.23	1701
25-35 Years	23017	2025-01-01	26.7	45.98	3.99	2.77	3106
25-35 Years	27011	2025-01-01	28.4	41.36	NA	NA	169
25-35 Years	36041	2025-01-01	15.73	40.45	NA	NA	90
25-35 Years	36093	2025-01-01	19.51	45	4.02	2.46	4428
25-35 Years	27135	2025-01-01	20.15	42.62	3.99	1.27	1178
25-35 Years	27151	2025-01-01	34.94	44.8	3.69	2.21	542
25-35 Years	37173	2025-01-01	20.83	54.17	NA	NA	72
25-35 Years	26045	2025-01-01	23.06	45.71	3.9	2.38	1512
25-35 Years	30107	2025-01-01	NA	58.62	NA	NA	33
