age	county	bmi_30_49.8	obesity_(%)	n_obesity_county	Year
35-44 Years	KENT, MD	52.13%	25.98%	1101	1/1/2025 - 10/30/2025
35-44 Years	ADAIR, KY	55.52%	31.67%	281	1/1/2025 - 10/30/2025
35-44 Years	CLINTON, KY	57.50%	22.50%	160	1/1/2025 - 10/30/2025
35-44 Years	KOOCHICHING, MN	52.64%	33.50%	1003	1/1/2025 - 10/30/2025
35-44 Years	BURLINGTON, NJ	48.88%	24.53%	38726	1/1/2025 - 10/30/2025
35-44 Years	SHERIDAN, NE	30.00%	NA	60	1/1/2025 - 10/30/2025
35-44 Years	ESSEX, NY	50.81%	19.05%	2037	1/1/2025 - 10/30/2025
35-44 Years	DICKINSON, MI	54.22%	25.24%	1660	1/1/2025 - 10/30/2025
35-44 Years	MCLEAN, KY	60.15%	37.59%	133	1/1/2025 - 10/30/2025
35-44 Years	BOLIVAR, MS	53.26%	27.45%	368	1/1/2025 - 10/30/2025
35-44 Years	RICHMOND, NC	56.76%	30.29%	340	1/1/2025 - 10/30/2025
35-44 Years	AUDRAIN, MO	64.71%	NA	17	1/1/2025 - 10/30/2025
35-44 Years	HAYWOOD, NC	48.54%	18.43%	548	1/1/2025 - 10/30/2025
35-44 Years	BRISTOL, MA	53.28%	46.30%	30176	1/1/2025 - 10/30/2025
35-44 Years	SANILAC, MI	52.94%	27.94%	204	1/1/2025 - 10/30/2025
35-44 Years	PENNINGTON, MN	51.94%	40.13%	1575	1/1/2025 - 10/30/2025
35-44 Years	JEFFERSON, LA	52.51%	31.45%	21888	1/1/2025 - 10/30/2025
35-44 Years	CASS, MN	51.54%	33.25%	2117	1/1/2025 - 10/30/2025
35-44 Years	TIOGA, NY	52.00%	27.08%	4342	1/1/2025 - 10/30/2025
35-44 Years	FRANKLIN, ME	48.85%	26.19%	2096	1/1/2025 - 10/30/2025
35-44 Years	GREELEY, NE	41.18%	23.53%	51	1/1/2025 - 10/30/2025
35-44 Years	ALCORN, MS	50.68%	26.01%	961	1/1/2025 - 10/30/2025
35-44 Years	PULASKI, MO	54.42%	23.58%	2332	1/1/2025 - 10/30/2025
35-44 Years	VERMILION, LA	55.84%	30.62%	2498	1/1/2025 - 10/30/2025
35-44 Years	SOMERSET, ME	47.60%	23.56%	624	1/1/2025 - 10/30/2025
35-44 Years	TIPPAH, MS	56.24%	26.18%	825	1/1/2025 - 10/30/2025
35-44 Years	BENTON, MN	52.52%	42.71%	3962	1/1/2025 - 10/30/2025
35-44 Years	WALDO, ME	48.17%	26.87%	2601	1/1/2025 - 10/30/2025
35-44 Years	MADISON, NC	51.58%	25.64%	979	1/1/2025 - 10/30/2025
35-44 Years	CHOUTEAU, MT	53.31%	21.79%	257	1/1/2025 - 10/30/2025
35-44 Years	PERSHING, NV	47.27%	21.82%	110	1/1/2025 - 10/30/2025
35-44 Years	MITCHELL, NC	54.11%	21.65%	231	1/1/2025 - 10/30/2025
35-44 Years	WASHINGTON, ME	47.03%	19.18%	219	1/1/2025 - 10/30/2025
35-44 Years	WAYNE, NY	51.34%	27.76%	9248	1/1/2025 - 10/30/2025
35-44 Years	JEFFERSON, KY	52.02%	32.10%	71917	1/1/2025 - 10/30/2025
35-44 Years	LIVINGSTON, NY	49.42%	26.13%	5664	1/1/2025 - 10/30/2025
35-44 Years	BARRY, MI	50.66%	32.04%	4988	1/1/2025 - 10/30/2025
35-44 Years	MCPHERSON, NE	NA	NA	17	1/1/2025 - 10/30/2025
35-44 Years	LIBERTY, MT	40.82%	NA	49	1/1/2025 - 10/30/2025
35-44 Years	LEE, MS	54.53%	27.87%	7464	1/1/2025 - 10/30/2025
35-44 Years	ASCENSION, LA	55.66%	38.21%	14432	1/1/2025 - 10/30/2025
35-44 Years	OGEMAW, MI	57.14%	NA	35	1/1/2025 - 10/30/2025
35-44 Years	CARROLL, MD	45.96%	25.64%	3253	1/1/2025 - 10/30/2025
35-44 Years	CARTER, MO	56.73%	63.67%	245	1/1/2025 - 10/30/2025
35-44 Years	SAINT MARYS, MD	51.98%	24.27%	581	1/1/2025 - 10/30/2025
35-44 Years	OTSEGO, NY	51.35%	27.90%	4950	1/1/2025 - 10/30/2025
35-44 Years	WABASHA, MN	45.66%	26.48%	219	1/1/2025 - 10/30/2025
35-44 Years	GLADWIN, MI	50.00%	28.21%	78	1/1/2025 - 10/30/2025
35-44 Years	BURKE, NC	49.92%	27.24%	4824	1/1/2025 - 10/30/2025
35-44 Years	WAYNE, MI	51.42%	31.10%	111811	1/1/2025 - 10/30/2025
35-44 Years	ALLEN, LA	49.84%	24.14%	319	1/1/2025 - 10/30/2025
35-44 Years	SULLIVAN, NH	48.05%	25.43%	3334	1/1/2025 - 10/30/2025
35-44 Years	CALDWELL, LA	49.02%	26.80%	153	1/1/2025 - 10/30/2025
35-44 Years	MILLER, MO	46.00%	28.00%	50	1/1/2025 - 10/30/2025
35-44 Years	BIG HORN, MT	48.34%	27.81%	151	1/1/2025 - 10/30/2025
35-44 Years	SCOTLAND, MO	NA	NA	5	1/1/2025 - 10/30/2025
35-44 Years	ELKO, NV	52.89%	26.19%	1611	1/1/2025 - 10/30/2025
35-44 Years	CAPE MAY, NJ	43.66%	23.87%	2916	1/1/2025 - 10/30/2025
35-44 Years	SAINT MARY, LA	55.42%	28.05%	1772	1/1/2025 - 10/30/2025
35-44 Years	ALLEGAN, MI	53.98%	32.90%	7666	1/1/2025 - 10/30/2025
35-44 Years	AROOSTOOK, ME	49.67%	28.31%	2112	1/1/2025 - 10/30/2025
35-44 Years	CALDWELL, NC	54.22%	31.99%	5280	1/1/2025 - 10/30/2025
35-44 Years	METCALFE, KY	50.00%	35.29%	34	1/1/2025 - 10/30/2025
35-44 Years	FORSYTH, NC	54.77%	33.60%	26663	1/1/2025 - 10/30/2025
35-44 Years	LANDER, NV	47.87%	23.40%	94	1/1/2025 - 10/30/2025
35-44 Years	GOLDEN VALLEY, MT	NA	NA	19	1/1/2025 - 10/30/2025
35-44 Years	BALTIMORE, MD	50.25%	37.19%	32673	1/1/2025 - 10/30/2025
35-44 Years	CHARITON, MO	57.50%	NA	40	1/1/2025 - 10/30/2025
35-44 Years	STEUBEN, NY	51.56%	26.28%	8643	1/1/2025 - 10/30/2025
35-44 Years	LEE, NC	53.33%	31.45%	2235	1/1/2025 - 10/30/2025
35-44 Years	WADENA, MN	54.77%	31.38%	975	1/1/2025 - 10/30/2025
35-44 Years	JESSAMINE, KY	53.99%	33.94%	3662	1/1/2025 - 10/30/2025
35-44 Years	ONSLOW, NC	54.94%	29.10%	3220	1/1/2025 - 10/30/2025
35-44 Years	PAMLICO, NC	46.64%	31.62%	253	1/1/2025 - 10/30/2025
35-44 Years	WAYNE, NE	54.33%	14.88%	578	1/1/2025 - 10/30/2025
35-44 Years	PUTNAM, MO	46.43%	19.64%	56	1/1/2025 - 10/30/2025
35-44 Years	MARQUETTE, MI	42.16%	15.69%	529	1/1/2025 - 10/30/2025
35-44 Years	SIBLEY, MN	38.10%	25.40%	63	1/1/2025 - 10/30/2025
35-44 Years	SULLIVAN, MO	46.15%	16.92%	65	1/1/2025 - 10/30/2025
35-44 Years	TRAVERSE, MN	48.78%	28.92%	287	1/1/2025 - 10/30/2025
35-44 Years	LOGAN, NE	48.33%	NA	60	1/1/2025 - 10/30/2025
35-44 Years	KENNEBEC, ME	46.60%	22.41%	2414	1/1/2025 - 10/30/2025
35-44 Years	SCHUYLER, NY	48.55%	25.81%	1240	1/1/2025 - 10/30/2025
35-44 Years	BECKER, MN	48.72%	35.05%	3407	1/1/2025 - 10/30/2025
35-44 Years	HAMPDEN, MA	51.59%	33.65%	16237	1/1/2025 - 10/30/2025
35-44 Years	LYON, NV	54.42%	24.71%	3675	1/1/2025 - 10/30/2025
35-44 Years	MACOMB, MI	48.80%	28.26%	46898	1/1/2025 - 10/30/2025
35-44 Years	HANCOCK, MS	51.23%	23.77%	2120	1/1/2025 - 10/30/2025
35-44 Years	MADISON, MS	50.87%	22.99%	7841	1/1/2025 - 10/30/2025
35-44 Years	GUILFORD, NC	53.09%	30.19%	36801	1/1/2025 - 10/30/2025
35-44 Years	BOURBON, KY	56.09%	36.51%	1972	1/1/2025 - 10/30/2025
35-44 Years	CROW WING, MN	51.23%	31.48%	5204	1/1/2025 - 10/30/2025
35-44 Years	MADISON, NE	48.71%	18.16%	2632	1/1/2025 - 10/30/2025
35-44 Years	STANLY, NC	54.85%	37.75%	1216	1/1/2025 - 10/30/2025
35-44 Years	LANCASTER, NE	49.79%	22.26%	16886	1/1/2025 - 10/30/2025
35-44 Years	SOCORRO, NM	48.72%	16.67%	78	1/1/2025 - 10/30/2025
35-44 Years	AVOYELLES, LA	51.64%	28.28%	244	1/1/2025 - 10/30/2025
35-44 Years	SALINE, NE	52.18%	24.92%	895	1/1/2025 - 10/30/2025
35-44 Years	SCHOOLCRAFT, MI	54.17%	18.75%	96	1/1/2025 - 10/30/2025
35-44 Years	CRAVEN, NC	50.03%	31.63%	1979	1/1/2025 - 10/30/2025
35-44 Years	PAWNEE, NE	61.54%	27.69%	65	1/1/2025 - 10/30/2025
35-44 Years	LEWIS, MO	NA	NA	12	1/1/2025 - 10/30/2025
35-44 Years	BALTIMORE CITY, MD	48.37%	30.53%	26733	1/1/2025 - 10/30/2025
35-44 Years	TODD, KY	52.17%	NA	23	1/1/2025 - 10/30/2025
35-44 Years	CAPE GIRARDEAU, MO	53.19%	68.80%	4247	1/1/2025 - 10/30/2025
35-44 Years	GASTON, NC	55.21%	42.72%	6934	1/1/2025 - 10/30/2025
35-44 Years	TOOLE, MT	41.24%	15.46%	97	1/1/2025 - 10/30/2025
35-44 Years	PLATTE, MO	44.30%	23.05%	5831	1/1/2025 - 10/30/2025
35-44 Years	CHAVES, NM	55.35%	28.81%	1812	1/1/2025 - 10/30/2025
35-44 Years	OXFORD, ME	46.78%	27.86%	3747	1/1/2025 - 10/30/2025
35-44 Years	BIG STONE, MN	51.69%	41.06%	207	1/1/2025 - 10/30/2025
35-44 Years	HAMILTON, NY	48.15%	23.46%	81	1/1/2025 - 10/30/2025
35-44 Years	SCHENECTADY, NY	49.79%	23.52%	4252	1/1/2025 - 10/30/2025
35-44 Years	ROSEAU, MN	48.06%	24.69%	1365	1/1/2025 - 10/30/2025
35-44 Years	SWIFT, MN	47.56%	39.21%	635	1/1/2025 - 10/30/2025
35-44 Years	SWAIN, NC	53.09%	20.99%	81	1/1/2025 - 10/30/2025
35-44 Years	EATON, MI	52.00%	28.39%	1423	1/1/2025 - 10/30/2025
35-44 Years	WHEATLAND, MT	54.17%	NA	24	1/1/2025 - 10/30/2025
35-44 Years	POPE, MN	38.48%	29.78%	356	1/1/2025 - 10/30/2025
35-44 Years	CLAY, NC	53.19%	32.60%	408	1/1/2025 - 10/30/2025
35-44 Years	DIXON, NE	50.15%	19.65%	341	1/1/2025 - 10/30/2025
35-44 Years	HANCOCK, KY	57.97%	25.36%	138	1/1/2025 - 10/30/2025
35-44 Years	YATES, NY	50.42%	23.13%	1297	1/1/2025 - 10/30/2025
35-44 Years	OLDHAM, KY	48.81%	28.93%	5890	1/1/2025 - 10/30/2025
35-44 Years	CEDAR, NE	48.89%	16.19%	315	1/1/2025 - 10/30/2025
35-44 Years	BROOME, NY	50.81%	25.88%	18352	1/1/2025 - 10/30/2025
35-44 Years	EAST CARROLL, LA	40.63%	NA	64	1/1/2025 - 10/30/2025
35-44 Years	BAY, MI	44.64%	28.41%	345	1/1/2025 - 10/30/2025
35-44 Years	SAINT LOUIS, MN	49.99%	32.83%	16990	1/1/2025 - 10/30/2025
35-44 Years	WINN, LA	55.88%	32.35%	34	1/1/2025 - 10/30/2025
35-44 Years	CLARE, MI	46.98%	26.17%	149	1/1/2025 - 10/30/2025
35-44 Years	CATAHOULA, LA	54.17%	25.00%	48	1/1/2025 - 10/30/2025
35-44 Years	SAINT TAMMANY, LA	48.99%	28.76%	17025	1/1/2025 - 10/30/2025
35-44 Years	EVANGELINE, LA	47.87%	24.73%	376	1/1/2025 - 10/30/2025
35-44 Years	JASPER, MO	42.51%	19.27%	327	1/1/2025 - 10/30/2025
35-44 Years	EAST BATON ROUGE, LA	53.76%	32.63%	37219	1/1/2025 - 10/30/2025
35-44 Years	SHERBURNE, MN	52.05%	33.56%	6857	1/1/2025 - 10/30/2025
35-44 Years	HOPKINS, KY	53.28%	38.30%	1068	1/1/2025 - 10/30/2025
35-44 Years	CALVERT, MD	48.84%	26.45%	518	1/1/2025 - 10/30/2025
35-44 Years	ANDROSCOGGIN, ME	48.42%	26.16%	7639	1/1/2025 - 10/30/2025
35-44 Years	TUSCOLA, MI	46.49%	23.24%	185	1/1/2025 - 10/30/2025
35-44 Years	ALEXANDER, NC	48.36%	26.87%	428	1/1/2025 - 10/30/2025
35-44 Years	CHRISTIAN, KY	49.32%	37.26%	365	1/1/2025 - 10/30/2025
35-44 Years	MINERAL, NV	47.62%	15.24%	105	1/1/2025 - 10/30/2025
35-44 Years	LAFAYETTE, LA	52.49%	30.68%	17659	1/1/2025 - 10/30/2025
35-44 Years	KANDIYOHI, MN	51.04%	45.73%	4054	1/1/2025 - 10/30/2025
35-44 Years	COLUMBIA, NY	46.48%	25.49%	3550	1/1/2025 - 10/30/2025
35-44 Years	FAYETTE, KY	48.90%	31.99%	23849	1/1/2025 - 10/30/2025
35-44 Years	SARATOGA, NY	45.34%	24.67%	15895	1/1/2025 - 10/30/2025
35-44 Years	TERREBONNE, LA	52.70%	20.06%	2467	1/1/2025 - 10/30/2025
35-44 Years	SUSSEX, NJ	49.58%	26.41%	708	1/1/2025 - 10/30/2025
35-44 Years	POLK, MN	47.74%	33.42%	3312	1/1/2025 - 10/30/2025
35-44 Years	HARRISON, MS	55.41%	24.84%	7972	1/1/2025 - 10/30/2025
35-44 Years	JACKSON, MN	49.79%	32.67%	701	1/1/2025 - 10/30/2025
35-44 Years	KALAMAZOO, MI	50.46%	25.83%	23598	1/1/2025 - 10/30/2025
35-44 Years	JACKSON, LA	47.37%	23.68%	114	1/1/2025 - 10/30/2025
35-44 Years	FREDERICK, MD	45.60%	17.74%	3636	1/1/2025 - 10/30/2025
35-44 Years	INGHAM, MI	50.67%	28.46%	2751	1/1/2025 - 10/30/2025
35-44 Years	HANCOCK, ME	45.23%	24.86%	692	1/1/2025 - 10/30/2025
35-44 Years	CHEMUNG, NY	51.67%	31.33%	7347	1/1/2025 - 10/30/2025
35-44 Years	HUBBARD, MN	46.69%	30.59%	1765	1/1/2025 - 10/30/2025
35-44 Years	ATLANTIC, NJ	48.93%	21.69%	7327	1/1/2025 - 10/30/2025
35-44 Years	STILLWATER, MT	44.60%	15.96%	213	1/1/2025 - 10/30/2025
35-44 Years	RENVILLE, MN	48.53%	39.69%	509	1/1/2025 - 10/30/2025
35-44 Years	ANOKA, MN	50.54%	31.36%	14639	1/1/2025 - 10/30/2025
35-44 Years	WARREN, NY	43.96%	21.10%	2664	1/1/2025 - 10/30/2025
35-44 Years	OTTER TAIL, MN	46.95%	34.95%	4978	1/1/2025 - 10/30/2025
35-44 Years	KITTSON, MN	47.25%	26.92%	364	1/1/2025 - 10/30/2025
35-44 Years	ALBANY, NY	48.51%	24.59%	22878	1/1/2025 - 10/30/2025
35-44 Years	OHIO, KY	53.89%	26.67%	180	1/1/2025 - 10/30/2025
35-44 Years	BANNER, NE	NA	NA	17	1/1/2025 - 10/30/2025
35-44 Years	CASCADE, MT	49.20%	18.53%	6034	1/1/2025 - 10/30/2025
35-44 Years	WRIGHT, MN	49.04%	29.08%	5612	1/1/2025 - 10/30/2025
35-44 Years	NEW MADRID, MO	41.14%	47.30%	649	1/1/2025 - 10/30/2025
35-44 Years	CARLTON, MN	51.75%	35.17%	2539	1/1/2025 - 10/30/2025
35-44 Years	YELLOWSTONE, MT	47.31%	23.49%	6859	1/1/2025 - 10/30/2025
35-44 Years	QUAY, NM	50.00%	NA	56	1/1/2025 - 10/30/2025
35-44 Years	HENDERSON, NC	47.12%	23.36%	7608	1/1/2025 - 10/30/2025
35-44 Years	DAWSON, MT	40.58%	23.19%	138	1/1/2025 - 10/30/2025
35-44 Years	CALLAWAY, MO	NA	NA	20	1/1/2025 - 10/30/2025
35-44 Years	CECIL, MD	55.83%	30.98%	1759	1/1/2025 - 10/30/2025
35-44 Years	MONROE, NY	47.42%	25.79%	86193	1/1/2025 - 10/30/2025
35-44 Years	DAVIESS, KY	53.04%	26.96%	1925	1/1/2025 - 10/30/2025
35-44 Years	LUNA, NM	45.45%	28.79%	66	1/1/2025 - 10/30/2025
35-44 Years	CLARK, KY	52.89%	34.04%	2112	1/1/2025 - 10/30/2025
35-44 Years	RALLS, MO	NA	NA	5	1/1/2025 - 10/30/2025
35-44 Years	LE SUEUR, MN	56.72%	42.54%	134	1/1/2025 - 10/30/2025
35-44 Years	ALCONA, MI	NA	42.86%	28	1/1/2025 - 10/30/2025
35-44 Years	AVERY, NC	47.19%	22.19%	924	1/1/2025 - 10/30/2025
35-44 Years	MANISTEE, MI	45.61%	21.64%	342	1/1/2025 - 10/30/2025
35-44 Years	COTTONWOOD, MN	46.06%	28.16%	838	1/1/2025 - 10/30/2025
35-44 Years	LAFAYETTE, MS	46.40%	21.67%	2580	1/1/2025 - 10/30/2025
35-44 Years	CLEARWATER, MN	48.58%	32.75%	916	1/1/2025 - 10/30/2025
35-44 Years	CHASE, NE	45.36%	19.59%	97	1/1/2025 - 10/30/2025
35-44 Years	OSCODA, MI	46.15%	NA	26	1/1/2025 - 10/30/2025
35-44 Years	ONTARIO, NY	46.48%	24.87%	10579	1/1/2025 - 10/30/2025
35-44 Years	LEWIS AND CLARK, MT	44.47%	17.78%	6249	1/1/2025 - 10/30/2025
35-44 Years	HUMBOLDT, NV	47.76%	20.90%	335	1/1/2025 - 10/30/2025
35-44 Years	DAKOTA, NE	51.73%	25.59%	1270	1/1/2025 - 10/30/2025
35-44 Years	BERNALILLO, NM	43.93%	21.84%	13075	1/1/2025 - 10/30/2025
35-44 Years	MACON, MO	52.00%	NA	25	1/1/2025 - 10/30/2025
35-44 Years	THOMAS, NE	37.50%	NA	40	1/1/2025 - 10/30/2025
35-44 Years	ESSEX, NJ	50.05%	24.47%	29004	1/1/2025 - 10/30/2025
35-44 Years	ROSCOMMON, MI	41.57%	17.98%	89	1/1/2025 - 10/30/2025
35-44 Years	FILLMORE, MN	42.18%	21.49%	377	1/1/2025 - 10/30/2025
35-44 Years	STEARNS, MN	49.44%	37.83%	14466	1/1/2025 - 10/30/2025
35-44 Years	KEITH, NE	50.00%	21.48%	270	1/1/2025 - 10/30/2025
35-44 Years	BLAINE, NE	NA	NA	16	1/1/2025 - 10/30/2025
35-44 Years	ORLEANS, LA	43.79%	25.39%	20644	1/1/2025 - 10/30/2025
35-44 Years	CUSTER, MT	53.49%	19.76%	501	1/1/2025 - 10/30/2025
35-44 Years	HOOKER, NE	40.00%	NA	50	1/1/2025 - 10/30/2025
35-44 Years	OCEAN, NJ	44.59%	16.21%	15039	1/1/2025 - 10/30/2025
35-44 Years	REDWOOD, MN	48.07%	32.96%	986	1/1/2025 - 10/30/2025
35-44 Years	KENT, MI	47.18%	31.51%	75605	1/1/2025 - 10/30/2025
35-44 Years	BRONX, NY	46.98%	27.23%	12787	1/1/2025 - 10/30/2025
35-44 Years	SUFFOLK, NY	46.22%	27.62%	47161	1/1/2025 - 10/30/2025
35-44 Years	CUMBERLAND, KY	48.28%	NA	29	1/1/2025 - 10/30/2025
35-44 Years	COLFAX, NM	48.57%	37.14%	35	1/1/2025 - 10/30/2025
35-44 Years	YELLOW MEDICINE, MN	45.89%	31.42%	401	1/1/2025 - 10/30/2025
35-44 Years	NEW HANOVER, NC	42.14%	26.17%	11672	1/1/2025 - 10/30/2025
35-44 Years	ROSEBUD, MT	49.28%	28.99%	138	1/1/2025 - 10/30/2025
35-44 Years	YORK, ME	44.71%	22.99%	12204	1/1/2025 - 10/30/2025
35-44 Years	DAKOTA, MN	48.85%	32.68%	16288	1/1/2025 - 10/30/2025
35-44 Years	MISSAUKEE, MI	43.01%	22.58%	93	1/1/2025 - 10/30/2025
35-44 Years	KNOX, ME	46.08%	21.99%	3657	1/1/2025 - 10/30/2025
35-44 Years	HAYES, NE	61.54%	NA	26	1/1/2025 - 10/30/2025
35-44 Years	FERGUS, MT	50.97%	27.10%	155	1/1/2025 - 10/30/2025
35-44 Years	PERKINS, NE	41.35%	18.27%	104	1/1/2025 - 10/30/2025
35-44 Years	HICKORY, MO	NA	NA	14	1/1/2025 - 10/30/2025
35-44 Years	LYON, MN	53.39%	31.01%	487	1/1/2025 - 10/30/2025
35-44 Years	IRON, MI	47.55%	21.08%	204	1/1/2025 - 10/30/2025
35-44 Years	COLE, MO	52.94%	23.53%	85	1/1/2025 - 10/30/2025
35-44 Years	EUREKA, NV	NA	NA	22	1/1/2025 - 10/30/2025
35-44 Years	MCLEOD, MN	43.82%	28.69%	251	1/1/2025 - 10/30/2025
35-44 Years	VERNON, LA	50.96%	21.07%	261	1/1/2025 - 10/30/2025
35-44 Years	IOSCO, MI	42.03%	23.19%	69	1/1/2025 - 10/30/2025
35-44 Years	DOUGLAS, MN	41.39%	34.12%	1981	1/1/2025 - 10/30/2025
35-44 Years	PIERCE, NE	49.02%	17.32%	410	1/1/2025 - 10/30/2025
35-44 Years	BROADWATER, MT	42.45%	13.80%	384	1/1/2025 - 10/30/2025
35-44 Years	ONTONAGON, MI	NA	NA	18	1/1/2025 - 10/30/2025
35-44 Years	CHESHIRE, NH	44.75%	22.77%	5730	1/1/2025 - 10/30/2025
35-44 Years	POLK, NC	43.04%	20.11%	920	1/1/2025 - 10/30/2025
35-44 Years	GOGEBIC, MI	47.60%	18.27%	208	1/1/2025 - 10/30/2025
35-44 Years	RICE, MN	48.08%	31.04%	364	1/1/2025 - 10/30/2025
35-44 Years	PIKE, MO	NA	NA	13	1/1/2025 - 10/30/2025
35-44 Years	TETON, MT	40.65%	15.11%	278	1/1/2025 - 10/30/2025
35-44 Years	MACON, NC	41.90%	29.05%	210	1/1/2025 - 10/30/2025
35-44 Years	CLAY, MN	48.88%	41.41%	8269	1/1/2025 - 10/30/2025
35-44 Years	POWELL, MT	35.37%	14.63%	82	1/1/2025 - 10/30/2025
35-44 Years	HUDSON, NJ	39.85%	22.12%	27151	1/1/2025 - 10/30/2025
35-44 Years	SAGADAHOC, ME	44.42%	23.24%	2814	1/1/2025 - 10/30/2025
35-44 Years	LINCOLN, ME	45.97%	24.95%	2782	1/1/2025 - 10/30/2025
35-44 Years	CATAWBA, NC	49.58%	31.62%	2767	1/1/2025 - 10/30/2025
35-44 Years	CEDAR, MO	44.90%	NA	49	1/1/2025 - 10/30/2025
35-44 Years	MORA, NM	NA	NA	13	1/1/2025 - 10/30/2025
35-44 Years	WEST FELICIANA, LA	51.64%	24.44%	581	1/1/2025 - 10/30/2025
35-44 Years	GASCONADE, MO	49.35%	27.27%	77	1/1/2025 - 10/30/2025
35-44 Years	LAPEER, MI	47.20%	24.65%	1623	1/1/2025 - 10/30/2025
35-44 Years	OTTAWA, MI	47.52%	31.94%	25133	1/1/2025 - 10/30/2025
35-44 Years	CARSON CITY, NV	46.06%	17.47%	2295	1/1/2025 - 10/30/2025
35-44 Years	CABARRUS, NC	49.62%	36.36%	8064	1/1/2025 - 10/30/2025
35-44 Years	SULLIVAN, NY	48.56%	23.70%	3832	1/1/2025 - 10/30/2025
35-44 Years	JUDITH BASIN, MT	32.65%	NA	49	1/1/2025 - 10/30/2025
35-44 Years	SAGINAW, MI	45.00%	24.83%	580	1/1/2025 - 10/30/2025
35-44 Years	TRANSYLVANIA, NC	41.14%	18.51%	1750	1/1/2025 - 10/30/2025
35-44 Years	STEELE, MN	41.18%	26.47%	68	1/1/2025 - 10/30/2025
35-44 Years	HILLSBOROUGH, NH	46.89%	22.86%	18310	1/1/2025 - 10/30/2025
35-44 Years	HARDING, NM	NA	NA	5	1/1/2025 - 10/30/2025
35-44 Years	HOUSTON, MN	42.24%	24.32%	1283	1/1/2025 - 10/30/2025
35-44 Years	SHIAWASSEE, MI	45.24%	20.30%	473	1/1/2025 - 10/30/2025
35-44 Years	TALBOT, MD	48.52%	21.95%	2428	1/1/2025 - 10/30/2025
35-44 Years	CHURCHILL, NV	48.93%	17.92%	1680	1/1/2025 - 10/30/2025
35-44 Years	EDDY, NM	41.98%	18.32%	131	1/1/2025 - 10/30/2025
35-44 Years	MIDDLESEX, NJ	44.75%	23.18%	19689	1/1/2025 - 10/30/2025
35-44 Years	MOWER, MN	51.28%	NA	39	1/1/2025 - 10/30/2025
35-44 Years	LIVINGSTON, MI	44.43%	30.18%	11737	1/1/2025 - 10/30/2025
35-44 Years	WHITE PINE, NV	47.67%	17.44%	86	1/1/2025 - 10/30/2025
35-44 Years	CHATHAM, NC	44.96%	28.06%	5047	1/1/2025 - 10/30/2025
35-44 Years	BUNCOMBE, NC	42.85%	20.23%	8688	1/1/2025 - 10/30/2025
35-44 Years	ROCKINGHAM, NH	42.26%	23.27%	4598	1/1/2025 - 10/30/2025
35-44 Years	NEWTON, MO	43.75%	13.75%	80	1/1/2025 - 10/30/2025
35-44 Years	EDMONSON, KY	50.67%	33.33%	75	1/1/2025 - 10/30/2025
35-44 Years	LAKE OF THE WOODS, MN	40.91%	21.90%	242	1/1/2025 - 10/30/2025
35-44 Years	MERCER, NJ	42.58%	21.03%	13455	1/1/2025 - 10/30/2025
35-44 Years	CATRON, NM	NA	NA	12	1/1/2025 - 10/30/2025
35-44 Years	SHELBY, MO	NA	NA	5	1/1/2025 - 10/30/2025
35-44 Years	SANDOVAL, NM	44.17%	20.84%	2692	1/1/2025 - 10/30/2025
35-44 Years	ROOSEVELT, MT	51.72%	20.20%	203	1/1/2025 - 10/30/2025
35-44 Years	WAKE, NC	44.52%	24.14%	104944	1/1/2025 - 10/30/2025
35-44 Years	NYE, NV	45.13%	21.43%	308	1/1/2025 - 10/30/2025
35-44 Years	GOODHUE, MN	46.34%	29.88%	164	1/1/2025 - 10/30/2025
35-44 Years	DARE, NC	39.38%	20.47%	3151	1/1/2025 - 10/30/2025
35-44 Years	SCOTT, MN	46.58%	28.73%	3272	1/1/2025 - 10/30/2025
35-44 Years	GRATIOT, MI	50.70%	29.11%	213	1/1/2025 - 10/30/2025
35-44 Years	SOMERSET, NJ	43.28%	21.24%	10153	1/1/2025 - 10/30/2025
35-44 Years	HIDALGO, NM	NA	NA	5	1/1/2025 - 10/30/2025
35-44 Years	FRANKLIN, MO	46.34%	26.83%	82	1/1/2025 - 10/30/2025
35-44 Years	ISABELLA, MI	48.04%	27.94%	383	1/1/2025 - 10/30/2025
35-44 Years	COOS, NH	41.57%	16.48%	522	1/1/2025 - 10/30/2025
35-44 Years	MUHLENBERG, KY	50.00%	32.24%	214	1/1/2025 - 10/30/2025
35-44 Years	WATONWAN, MN	43.08%	18.46%	65	1/1/2025 - 10/30/2025
35-44 Years	MONROE, MO	NA	NA	5	1/1/2025 - 10/30/2025
35-44 Years	UNION, NJ	46.42%	22.28%	12310	1/1/2025 - 10/30/2025
35-44 Years	WEXFORD, MI	46.10%	19.48%	308	1/1/2025 - 10/30/2025
35-44 Years	NOBLES, MN	47.24%	35.91%	1668	1/1/2025 - 10/30/2025
35-44 Years	TREASURE, MT	NA	NA	13	1/1/2025 - 10/30/2025
35-44 Years	CAMDEN, MO	36.84%	NA	76	1/1/2025 - 10/30/2025
35-44 Years	IREDELL, NC	48.81%	33.67%	6591	1/1/2025 - 10/30/2025
35-44 Years	LINCOLN, NC	47.82%	37.08%	2133	1/1/2025 - 10/30/2025
35-44 Years	MURRAY, MN	41.90%	29.84%	506	1/1/2025 - 10/30/2025
