age	county	bmi_30_49.8	obesity_(%)	n_obesity_county	Year
35-44 Years	SILVER BOW, MT	45.58%	18.49%	2536	1/1/2025 - 10/30/2025
35-44 Years	LINCOLN, LA	41.68%	16.83%	511	1/1/2025 - 10/30/2025
35-44 Years	POWDER RIVER, MT	NA	NA	19	1/1/2025 - 10/30/2025
35-44 Years	CARTERET, NC	42.17%	21.71%	645	1/1/2025 - 10/30/2025
35-44 Years	GENESEE, MI	48.25%	19.93%	9640	1/1/2025 - 10/30/2025
35-44 Years	CARBON, MT	36.77%	15.70%	223	1/1/2025 - 10/30/2025
35-44 Years	ORANGE, NY	46.05%	22.19%	8095	1/1/2025 - 10/30/2025
35-44 Years	DAWES, NE	43.16%	17.89%	95	1/1/2025 - 10/30/2025
35-44 Years	LINCOLN, MN	44.14%	29.73%	111	1/1/2025 - 10/30/2025
35-44 Years	PLYMOUTH, MA	46.50%	36.09%	16130	1/1/2025 - 10/30/2025
35-44 Years	BARNSTABLE, MA	40.75%	36.14%	8755	1/1/2025 - 10/30/2025
35-44 Years	ULSTER, NY	42.42%	24.90%	4345	1/1/2025 - 10/30/2025
35-44 Years	WORCESTER, MA	44.08%	31.41%	57980	1/1/2025 - 10/30/2025
35-44 Years	HILL, MT	41.46%	14.02%	328	1/1/2025 - 10/30/2025
35-44 Years	GRAHAM, NC	53.55%	27.10%	155	1/1/2025 - 10/30/2025
35-44 Years	RAMSEY, MN	46.64%	31.21%	21391	1/1/2025 - 10/30/2025
35-44 Years	SAINT LOUIS CITY, MO	43.25%	22.17%	2111	1/1/2025 - 10/30/2025
35-44 Years	NASSAU, NY	42.25%	27.63%	46414	1/1/2025 - 10/30/2025
35-44 Years	LA SALLE, LA	37.70%	NA	61	1/1/2025 - 10/30/2025
35-44 Years	WASHINGTON, MN	45.82%	31.24%	10129	1/1/2025 - 10/30/2025
35-44 Years	MONTMORENCY, MI	52.38%	NA	21	1/1/2025 - 10/30/2025
35-44 Years	JEFFERSON, MT	39.80%	15.05%	784	1/1/2025 - 10/30/2025
35-44 Years	BARREN, KY	54.61%	26.20%	271	1/1/2025 - 10/30/2025
35-44 Years	FALLON, MT	47.46%	25.42%	59	1/1/2025 - 10/30/2025
35-44 Years	LAC QUI PARLE, MN	42.50%	31.67%	120	1/1/2025 - 10/30/2025
35-44 Years	LAKE, MN	50.34%	30.11%	435	1/1/2025 - 10/30/2025
35-44 Years	BELTRAMI, MN	43.24%	33.98%	4711	1/1/2025 - 10/30/2025
35-44 Years	BLUE EARTH, MN	44.85%	26.67%	165	1/1/2025 - 10/30/2025
35-44 Years	JACKSON, NC	48.55%	17.92%	173	1/1/2025 - 10/30/2025
35-44 Years	ARTHUR, NE	NA	NA	5	1/1/2025 - 10/30/2025
35-44 Years	PRESQUE ISLE, MI	41.67%	NA	36	1/1/2025 - 10/30/2025
35-44 Years	COOK, MN	38.89%	24.31%	144	1/1/2025 - 10/30/2025
35-44 Years	TOMPKINS, NY	37.47%	16.02%	6103	1/1/2025 - 10/30/2025
35-44 Years	DURHAM, NC	43.72%	24.87%	32723	1/1/2025 - 10/30/2025
35-44 Years	MACKINAC, MI	45.16%	NA	31	1/1/2025 - 10/30/2025
35-44 Years	SCHUYLER, MO	NA	NA	14	1/1/2025 - 10/30/2025
35-44 Years	SAN JUAN, NM	47.50%	23.75%	160	1/1/2025 - 10/30/2025
35-44 Years	WATAUGA, NC	39.20%	17.80%	2579	1/1/2025 - 10/30/2025
35-44 Years	GREENUP, KY	51.27%	26.91%	275	1/1/2025 - 10/30/2025
35-44 Years	WIBAUX, MT	NA	NA	11	1/1/2025 - 10/30/2025
35-44 Years	HUNTERDON, NJ	41.29%	18.59%	2286	1/1/2025 - 10/30/2025
35-44 Years	DEER LODGE, MT	41.34%	15.08%	179	1/1/2025 - 10/30/2025
35-44 Years	MEAGHER, MT	32.35%	NA	68	1/1/2025 - 10/30/2025
35-44 Years	LAWRENCE, KY	58.48%	31.83%	289	1/1/2025 - 10/30/2025
35-44 Years	MERRIMACK, NH	43.50%	20.66%	5053	1/1/2025 - 10/30/2025
35-44 Years	DUTCHESS, NY	41.41%	23.12%	1635	1/1/2025 - 10/30/2025
35-44 Years	RAPIDES, LA	41.43%	17.55%	490	1/1/2025 - 10/30/2025
35-44 Years	PETROLEUM, MT	NA	NA	5	1/1/2025 - 10/30/2025
35-44 Years	PRAIRIE, MT	NA	NA	18	1/1/2025 - 10/30/2025
35-44 Years	WINONA, MN	41.61%	25.85%	1930	1/1/2025 - 10/30/2025
35-44 Years	UNION, NC	46.03%	33.48%	12858	1/1/2025 - 10/30/2025
35-44 Years	WASHTENAW, MI	39.74%	25.64%	22492	1/1/2025 - 10/30/2025
35-44 Years	WASECA, MN	46.43%	42.86%	28	1/1/2025 - 10/30/2025
35-44 Years	LEA, NM	45.00%	NA	40	1/1/2025 - 10/30/2025
35-44 Years	HENNEPIN, MN	40.55%	23.56%	54658	1/1/2025 - 10/30/2025
35-44 Years	HOWARD, MD	40.27%	25.08%	7976	1/1/2025 - 10/30/2025
35-44 Years	HOUGHTON, MI	44.23%	16.35%	104	1/1/2025 - 10/30/2025
35-44 Years	ESSEX, MA	40.81%	27.54%	24497	1/1/2025 - 10/30/2025
35-44 Years	BERGEN, NJ	35.92%	22.80%	28663	1/1/2025 - 10/30/2025
35-44 Years	MIDLAND, MI	41.37%	26.90%	684	1/1/2025 - 10/30/2025
35-44 Years	BARAGA, MI	NA	NA	33	1/1/2025 - 10/30/2025
35-44 Years	ADAIR, MO	NA	NA	31	1/1/2025 - 10/30/2025
35-44 Years	GRANT, LA	40.58%	NA	69	1/1/2025 - 10/30/2025
35-44 Years	MECKLENBURG, NC	44.40%	29.28%	67667	1/1/2025 - 10/30/2025
35-44 Years	SABINE, LA	40.38%	25.00%	52	1/1/2025 - 10/30/2025
35-44 Years	OAKLAND, MI	38.53%	24.04%	67907	1/1/2025 - 10/30/2025
35-44 Years	ROCK, MN	38.88%	26.61%	872	1/1/2025 - 10/30/2025
35-44 Years	CURRY, NM	51.14%	29.36%	528	1/1/2025 - 10/30/2025
35-44 Years	MONMOUTH, NJ	40.27%	18.96%	11943	1/1/2025 - 10/30/2025
35-44 Years	GARFIELD, MT	NA	NA	16	1/1/2025 - 10/30/2025
35-44 Years	SANDERS, MT	NA	NA	18	1/1/2025 - 10/30/2025
35-44 Years	SIOUX, NE	NA	NA	5	1/1/2025 - 10/30/2025
35-44 Years	KINGS, NY	35.81%	25.03%	76696	1/1/2025 - 10/30/2025
35-44 Years	QUEENS, NY	38.51%	23.74%	48312	1/1/2025 - 10/30/2025
35-44 Years	OZARK, MO	NA	NA	17	1/1/2025 - 10/30/2025
35-44 Years	CHIPPEWA, MI	36.04%	17.12%	111	1/1/2025 - 10/30/2025
35-44 Years	CLINTON, MI	37.40%	15.99%	369	1/1/2025 - 10/30/2025
35-44 Years	MONROE, KY	51.35%	NA	37	1/1/2025 - 10/30/2025
35-44 Years	GREENE, MO	49.66%	18.78%	3824	1/1/2025 - 10/30/2025
35-44 Years	CRAWFORD, MI	32.00%	NA	50	1/1/2025 - 10/30/2025
35-44 Years	NICOLLET, MN	48.65%	27.03%	74	1/1/2025 - 10/30/2025
35-44 Years	WASHOE, NV	41.02%	20.37%	39781	1/1/2025 - 10/30/2025
35-44 Years	SWEET GRASS, MT	37.50%	18.75%	80	1/1/2025 - 10/30/2025
35-44 Years	CARTER, MT	NA	NA	26	1/1/2025 - 10/30/2025
35-44 Years	SAN MIGUEL, NM	44.05%	20.24%	84	1/1/2025 - 10/30/2025
35-44 Years	CLARK, MO	53.19%	34.04%	47	1/1/2025 - 10/30/2025
35-44 Years	BOONE, MO	35.19%	12.02%	233	1/1/2025 - 10/30/2025
35-44 Years	MCCONE, MT	46.43%	39.29%	28	1/1/2025 - 10/30/2025
35-44 Years	DANIELS, MT	NA	NA	19	1/1/2025 - 10/30/2025
35-44 Years	GRAFTON, NH	36.78%	17.54%	4516	1/1/2025 - 10/30/2025
35-44 Years	STOREY, NV	40.35%	20.18%	114	1/1/2025 - 10/30/2025
35-44 Years	MONITEAU, MO	NA	NA	11	1/1/2025 - 10/30/2025
35-44 Years	HOWELL, MO	36.90%	17.86%	84	1/1/2025 - 10/30/2025
35-44 Years	SIERRA, NM	45.53%	32.52%	123	1/1/2025 - 10/30/2025
35-44 Years	DOUGLAS, MO	28.57%	NA	49	1/1/2025 - 10/30/2025
35-44 Years	LINCOLN, MT	NA	NA	22	1/1/2025 - 10/30/2025
35-44 Years	DODGE, MN	51.85%	NA	27	1/1/2025 - 10/30/2025
35-44 Years	MISSOULA, MT	36.79%	17.42%	1177	1/1/2025 - 10/30/2025
35-44 Years	BELKNAP, NH	41.89%	18.65%	1153	1/1/2025 - 10/30/2025
35-44 Years	MINERAL, MT	NA	NA	12	1/1/2025 - 10/30/2025
35-44 Years	SUFFOLK, MA	40.37%	28.40%	47149	1/1/2025 - 10/30/2025
35-44 Years	ALPENA, MI	38.20%	15.73%	89	1/1/2025 - 10/30/2025
35-44 Years	BOYD, KY	41.68%	21.80%	523	1/1/2025 - 10/30/2025
35-44 Years	OTERO, NM	44.13%	20.66%	213	1/1/2025 - 10/30/2025
35-44 Years	CLARK, NV	37.68%	21.60%	42308	1/1/2025 - 10/30/2025
35-44 Years	CUMBERLAND, ME	36.54%	18.57%	18871	1/1/2025 - 10/30/2025
35-44 Years	ROCKLAND, NY	39.47%	16.65%	2270	1/1/2025 - 10/30/2025
35-44 Years	VALLEY, MT	36.36%	NA	44	1/1/2025 - 10/30/2025
35-44 Years	BIENVILLE, LA	40.91%	NA	44	1/1/2025 - 10/30/2025
35-44 Years	MORRIS, NJ	35.22%	19.87%	4052	1/1/2025 - 10/30/2025
35-44 Years	KALKASKA, MI	45.45%	20.78%	77	1/1/2025 - 10/30/2025
35-44 Years	FRANKLIN, MA	36.33%	25.32%	1236	1/1/2025 - 10/30/2025
35-44 Years	KEWEENAW, MI	NA	NA	5	1/1/2025 - 10/30/2025
35-44 Years	MIDDLESEX, MA	35.28%	24.96%	80904	1/1/2025 - 10/30/2025
35-44 Years	BROWN, MN	47.71%	26.61%	109	1/1/2025 - 10/30/2025
35-44 Years	LAKE, MT	NA	NA	34	1/1/2025 - 10/30/2025
35-44 Years	PIPESTONE, MN	42.74%	29.46%	241	1/1/2025 - 10/30/2025
35-44 Years	CARVER, MN	35.29%	22.87%	1360	1/1/2025 - 10/30/2025
35-44 Years	MOORE, NC	37.12%	17.05%	1460	1/1/2025 - 10/30/2025
35-44 Years	UNION, NM	NA	NA	30	1/1/2025 - 10/30/2025
35-44 Years	CHEBOYGAN, MI	32.99%	14.43%	97	1/1/2025 - 10/30/2025
35-44 Years	BEAVERHEAD, MT	33.22%	16.44%	298	1/1/2025 - 10/30/2025
35-44 Years	MONTGOMERY, MD	37.42%	15.81%	13600	1/1/2025 - 10/30/2025
35-44 Years	RIO ARRIBA, NM	39.44%	19.72%	71	1/1/2025 - 10/30/2025
35-44 Years	HAMPSHIRE, MA	38.15%	23.70%	1612	1/1/2025 - 10/30/2025
35-44 Years	CARROLL, NH	37.99%	17.79%	2074	1/1/2025 - 10/30/2025
35-44 Years	DADE, MO	59.09%	NA	22	1/1/2025 - 10/30/2025
35-44 Years	OLMSTED, MN	38.40%	24.00%	250	1/1/2025 - 10/30/2025
35-44 Years	OTSEGO, MI	37.04%	15.74%	108	1/1/2025 - 10/30/2025
35-44 Years	STRAFFORD, NH	37.88%	19.02%	652	1/1/2025 - 10/30/2025
35-44 Years	GRANT, NE	NA	NA	31	1/1/2025 - 10/30/2025
35-44 Years	WARREN, MO	NA	NA	26	1/1/2025 - 10/30/2025
35-44 Years	ESMERALDA, NV	NA	NA	5	1/1/2025 - 10/30/2025
35-44 Years	ORANGE, NC	35.89%	21.28%	11935	1/1/2025 - 10/30/2025
35-44 Years	NATCHITOCHES, LA	44.62%	24.62%	65	1/1/2025 - 10/30/2025
35-44 Years	DOUGLAS, NV	36.95%	18.63%	1004	1/1/2025 - 10/30/2025
35-44 Years	ANTRIM, MI	27.00%	NA	100	1/1/2025 - 10/30/2025
35-44 Years	ROOSEVELT, NM	49.47%	24.74%	190	1/1/2025 - 10/30/2025
35-44 Years	WEBSTER, MO	38.41%	12.80%	414	1/1/2025 - 10/30/2025
35-44 Years	LINCOLN, NM	31.65%	NA	79	1/1/2025 - 10/30/2025
35-44 Years	MADISON, MT	32.20%	13.64%	264	1/1/2025 - 10/30/2025
35-44 Years	DALLAS, MO	37.80%	17.32%	127	1/1/2025 - 10/30/2025
35-44 Years	NORFOLK, MA	35.57%	25.86%	18402	1/1/2025 - 10/30/2025
35-44 Years	BENZIE, MI	28.13%	NA	96	1/1/2025 - 10/30/2025
35-44 Years	CLAIBORNE, LA	NA	NA	31	1/1/2025 - 10/30/2025
35-44 Years	STONE, MO	32.45%	9.93%	151	1/1/2025 - 10/30/2025
35-44 Years	GRANITE, MT	NA	NA	28	1/1/2025 - 10/30/2025
35-44 Years	LINCOLN, MO	30.65%	17.74%	62	1/1/2025 - 10/30/2025
35-44 Years	CHRISTIAN, MO	40.23%	14.06%	512	1/1/2025 - 10/30/2025
35-44 Years	DUKES, MA	33.75%	37.22%	317	1/1/2025 - 10/30/2025
35-44 Years	PARK, MT	26.07%	10.70%	748	1/1/2025 - 10/30/2025
35-44 Years	MCDONALD, MO	46.34%	NA	41	1/1/2025 - 10/30/2025
35-44 Years	PUTNAM, NY	30.95%	14.88%	336	1/1/2025 - 10/30/2025
35-44 Years	LACLEDE, MO	47.70%	14.75%	522	1/1/2025 - 10/30/2025
35-44 Years	BARRY, MO	35.35%	12.12%	99	1/1/2025 - 10/30/2025
35-44 Years	POLK, MO	34.69%	NA	98	1/1/2025 - 10/30/2025
35-44 Years	WRIGHT, MO	35.79%	NA	95	1/1/2025 - 10/30/2025
35-44 Years	BUTLER, KY	58.16%	24.82%	141	1/1/2025 - 10/30/2025
35-44 Years	BERKSHIRE, MA	34.43%	16.05%	517	1/1/2025 - 10/30/2025
35-44 Years	RAVALLI, MT	34.62%	17.31%	104	1/1/2025 - 10/30/2025
35-44 Years	CHARLEVOIX, MI	28.07%	NA	114	1/1/2025 - 10/30/2025
35-44 Years	GRANT, NM	NA	NA	23	1/1/2025 - 10/30/2025
35-44 Years	WARREN, KY	43.20%	23.14%	618	1/1/2025 - 10/30/2025
35-44 Years	LOGAN, KY	29.63%	NA	54	1/1/2025 - 10/30/2025
35-44 Years	SAINT LOUIS, MO	31.72%	14.63%	2809	1/1/2025 - 10/30/2025
35-44 Years	RICHMOND, NY	26.87%	13.72%	8879	1/1/2025 - 10/30/2025
35-44 Years	TAOS, NM	26.88%	NA	93	1/1/2025 - 10/30/2025
35-44 Years	GRAND TRAVERSE, MI	30.12%	8.55%	737	1/1/2025 - 10/30/2025
35-44 Years	LAWRENCE, MO	35.96%	14.61%	178	1/1/2025 - 10/30/2025
35-44 Years	LOS ALAMOS, NM	31.76%	15.29%	85	1/1/2025 - 10/30/2025
35-44 Years	LEELANAU, MI	25.30%	NA	83	1/1/2025 - 10/30/2025
35-44 Years	WEBSTER, LA	33.85%	20.00%	65	1/1/2025 - 10/30/2025
35-44 Years	EMMET, MI	28.92%	10.24%	166	1/1/2025 - 10/30/2025
35-44 Years	DE SOTO, LA	40.35%	24.56%	57	1/1/2025 - 10/30/2025
35-44 Years	FLATHEAD, MT	18.63%	NA	102	1/1/2025 - 10/30/2025
35-44 Years	GALLATIN, MT	25.91%	11.81%	10177	1/1/2025 - 10/30/2025
35-44 Years	WESTCHESTER, NY	29.63%	15.49%	9569	1/1/2025 - 10/30/2025
35-44 Years	ALLEN, KY	51.14%	26.14%	88	1/1/2025 - 10/30/2025
35-44 Years	TANEY, MO	36.28%	11.63%	430	1/1/2025 - 10/30/2025
35-44 Years	RED RIVER, LA	NA	NA	15	1/1/2025 - 10/30/2025
35-44 Years	NEW YORK, NY	22.88%	14.27%	35361	1/1/2025 - 10/30/2025
35-44 Years	NANTUCKET, MA	23.33%	NA	60	1/1/2025 - 10/30/2025
35-44 Years	SIMPSON, KY	46.67%	21.33%	75	1/1/2025 - 10/30/2025
35-44 Years	BOSSIER, LA	23.28%	18.21%	335	1/1/2025 - 10/30/2025
35-44 Years	LINCOLN, NV	NA	NA	20	1/1/2025 - 10/30/2025
35-44 Years	SANTA FE, NM	21.51%	12.16%	781	1/1/2025 - 10/30/2025
35-44 Years	CADDO, LA	25.69%	21.88%	864	1/1/2025 - 10/30/2025
35-44 Years	SAINT CHARLES, MO	20.48%	10.10%	1040	1/1/2025 - 10/30/2025
35-44 Years	JEFFERSON, MO	21.24%	14.16%	565	1/1/2025 - 10/30/2025
45-54 Years	BERTIE, NC	68.53%	49.90%	1519	1/1/2025 - 10/30/2025
45-54 Years	IRON, MO	69.84%	72.49%	189	1/1/2025 - 10/30/2025
45-54 Years	HOLT, NE	60.51%	21.66%	314	1/1/2025 - 10/30/2025
45-54 Years	SOMERSET, MD	65.12%	42.54%	1448	1/1/2025 - 10/30/2025
45-54 Years	MARTIN, NC	68.13%	48.81%	1682	1/1/2025 - 10/30/2025
45-54 Years	JASPER, MS	72.03%	36.91%	783	1/1/2025 - 10/30/2025
45-54 Years	POWELL, KY	64.46%	34.38%	605	1/1/2025 - 10/30/2025
45-54 Years	MADISON, MO	60.00%	76.76%	185	1/1/2025 - 10/30/2025
45-54 Years	SHERMAN, NE	63.04%	31.52%	92	1/1/2025 - 10/30/2025
45-54 Years	JEFFERSON, MS	66.07%	26.79%	168	1/1/2025 - 10/30/2025
45-54 Years	DEKALB, MO	64.26%	28.91%	512	1/1/2025 - 10/30/2025
45-54 Years	WASHINGTON, NC	69.01%	49.77%	852	1/1/2025 - 10/30/2025
45-54 Years	GATES, NC	63.70%	43.80%	774	1/1/2025 - 10/30/2025
45-54 Years	LAWRENCE, MS	69.47%	33.13%	999	1/1/2025 - 10/30/2025
45-54 Years	PIKE, MS	67.90%	33.68%	2277	1/1/2025 - 10/30/2025
45-54 Years	WALTHALL, MS	65.97%	33.51%	961	1/1/2025 - 10/30/2025
45-54 Years	NANCE, NE	65.22%	30.43%	115	1/1/2025 - 10/30/2025
45-54 Years	HARLAN, NE	59.38%	20.31%	64	1/1/2025 - 10/30/2025
45-54 Years	CLINTON, MO	60.30%	31.30%	869	1/1/2025 - 10/30/2025
45-54 Years	LENOIR, NC	65.29%	43.63%	4834	1/1/2025 - 10/30/2025
45-54 Years	WILSON, NC	65.38%	49.35%	4800	1/1/2025 - 10/30/2025
45-54 Years	YAZOO, MS	68.34%	35.94%	1917	1/1/2025 - 10/30/2025
45-54 Years	OSWEGO, NY	60.04%	30.53%	1782	1/1/2025 - 10/30/2025
45-54 Years	PHELPS, NE	57.47%	23.98%	221	1/1/2025 - 10/30/2025
45-54 Years	HARRISON, MO	63.93%	25.41%	244	1/1/2025 - 10/30/2025
45-54 Years	WASHINGTON, KY	65.10%	37.14%	490	1/1/2025 - 10/30/2025
45-54 Years	FLOYD, KY	67.66%	42.02%	2056	1/1/2025 - 10/30/2025
45-54 Years	FRANKLIN, NE	54.81%	28.85%	104	1/1/2025 - 10/30/2025
45-54 Years	HUMPHREYS, MS	65.40%	32.38%	315	1/1/2025 - 10/30/2025
45-54 Years	SCOTT, KY	60.82%	40.20%	4010	1/1/2025 - 10/30/2025
45-54 Years	KEARNEY, NE	60.38%	26.15%	260	1/1/2025 - 10/30/2025
45-54 Years	TUNICA, MS	64.50%	36.00%	400	1/1/2025 - 10/30/2025
45-54 Years	NICHOLAS, KY	66.82%	43.50%	223	1/1/2025 - 10/30/2025
45-54 Years	SAMPSON, NC	63.09%	34.36%	3303	1/1/2025 - 10/30/2025
45-54 Years	SALINE, MO	60.98%	26.83%	82	1/1/2025 - 10/30/2025
45-54 Years	SAINT FRANCOIS, MO	66.64%	82.19%	1151	1/1/2025 - 10/30/2025
45-54 Years	WAYNE, MS	68.53%	33.18%	645	1/1/2025 - 10/30/2025
45-54 Years	NEMAHA, NE	65.18%	30.36%	112	1/1/2025 - 10/30/2025
45-54 Years	WAYNE, KY	60.95%	20.51%	507	1/1/2025 - 10/30/2025
45-54 Years	GENTRY, MO	62.81%	22.72%	449	1/1/2025 - 10/30/2025
45-54 Years	NELSON, KY	60.52%	41.06%	4184	1/1/2025 - 10/30/2025
45-54 Years	SPENCER, KY	65.34%	42.11%	2040	1/1/2025 - 10/30/2025
45-54 Years	FURNAS, NE	65.93%	32.59%	135	1/1/2025 - 10/30/2025
45-54 Years	ST JOHN THE BAPTIST, LA	66.04%	44.80%	3065	1/1/2025 - 10/30/2025
45-54 Years	WASHINGTON, MO	72.07%	68.47%	111	1/1/2025 - 10/30/2025
45-54 Years	PIKE, KY	64.40%	43.96%	5084	1/1/2025 - 10/30/2025
45-54 Years	LARUE, KY	65.45%	55.51%	1288	1/1/2025 - 10/30/2025
45-54 Years	BUTLER, NE	56.20%	21.90%	137	1/1/2025 - 10/30/2025
45-54 Years	KEMPER, MS	69.89%	47.49%	558	1/1/2025 - 10/30/2025
45-54 Years	NEWTON, MS	69.62%	41.43%	1511	1/1/2025 - 10/30/2025
45-54 Years	AMITE, MS	63.80%	29.75%	511	1/1/2025 - 10/30/2025
45-54 Years	LAUREL, KY	61.35%	32.64%	3630	1/1/2025 - 10/30/2025
45-54 Years	HALL, NE	57.94%	31.54%	2394	1/1/2025 - 10/30/2025
45-54 Years	HOLMES, MS	72.91%	34.12%	1266	1/1/2025 - 10/30/2025
45-54 Years	GOSPER, NE	40.48%	NA	42	1/1/2025 - 10/30/2025
45-54 Years	JEFFERSON DAVIS, MS	67.18%	38.93%	917	1/1/2025 - 10/30/2025
45-54 Years	ANDREW, MO	62.91%	34.39%	1518	1/1/2025 - 10/30/2025
45-54 Years	BUCHANAN, MO	63.17%	30.38%	6956	1/1/2025 - 10/30/2025
45-54 Years	WAYNE, NC	63.03%	38.48%	8826	1/1/2025 - 10/30/2025
45-54 Years	COLUMBUS, NC	61.14%	34.82%	2527	1/1/2025 - 10/30/2025
45-54 Years	HALIFAX, NC	64.10%	36.00%	4125	1/1/2025 - 10/30/2025
45-54 Years	HERTFORD, NC	64.52%	50.65%	1773	1/1/2025 - 10/30/2025
45-54 Years	THURSTON, NE	57.74%	33.93%	168	1/1/2025 - 10/30/2025
45-54 Years	BLADEN, NC	66.57%	40.81%	2845	1/1/2025 - 10/30/2025
45-54 Years	HOWARD, NE	55.32%	19.68%	188	1/1/2025 - 10/30/2025
45-54 Years	JACKSON, KY	67.32%	40.76%	817	1/1/2025 - 10/30/2025
45-54 Years	HOLT, MO	62.89%	29.69%	256	1/1/2025 - 10/30/2025
45-54 Years	MORGAN, KY	57.94%	24.77%	214	1/1/2025 - 10/30/2025
45-54 Years	BENTON, MO	52.35%	26.17%	149	1/1/2025 - 10/30/2025
45-54 Years	MEADE, KY	62.67%	47.41%	2242	1/1/2025 - 10/30/2025
45-54 Years	EDGECOMBE, NC	67.90%	53.22%	4265	1/1/2025 - 10/30/2025
45-54 Years	TRIMBLE, KY	65.09%	38.83%	613	1/1/2025 - 10/30/2025
45-54 Years	TYRRELL, NC	63.57%	41.09%	258	1/1/2025 - 10/30/2025
45-54 Years	LETCHER, KY	63.60%	37.87%	816	1/1/2025 - 10/30/2025
45-54 Years	JONES, MS	66.75%	31.94%	3062	1/1/2025 - 10/30/2025
45-54 Years	PERRY, MS	67.28%	39.54%	1186	1/1/2025 - 10/30/2025
45-54 Years	HARRISON, KY	61.48%	37.66%	701	1/1/2025 - 10/30/2025
45-54 Years	YORK, NE	62.06%	32.02%	253	1/1/2025 - 10/30/2025
45-54 Years	FRANKLIN, NY	62.72%	38.44%	3525	1/1/2025 - 10/30/2025
45-54 Years	PERRY, KY	61.85%	34.83%	692	1/1/2025 - 10/30/2025
45-54 Years	ROWAN, KY	61.07%	35.73%	375	1/1/2025 - 10/30/2025
45-54 Years	FILLMORE, NE	56.39%	30.83%	133	1/1/2025 - 10/30/2025
45-54 Years	FRANKLIN, MS	65.78%	31.56%	225	1/1/2025 - 10/30/2025
45-54 Years	HITCHCOCK, NE	60.19%	23.30%	103	1/1/2025 - 10/30/2025
45-54 Years	NORTHAMPTON, NC	63.17%	37.46%	1276	1/1/2025 - 10/30/2025
45-54 Years	ROCK, NE	64.00%	NA	25	1/1/2025 - 10/30/2025
45-54 Years	ANDERSON, KY	65.82%	41.15%	2165	1/1/2025 - 10/30/2025
45-54 Years	COVINGTON, MS	67.34%	35.85%	1537	1/1/2025 - 10/30/2025
45-54 Years	WORTH, MO	65.19%	22.22%	135	1/1/2025 - 10/30/2025
45-54 Years	CHARLES, MD	61.60%	37.22%	5123	1/1/2025 - 10/30/2025
45-54 Years	CLAIBORNE, MS	70.87%	29.13%	230	1/1/2025 - 10/30/2025
45-54 Years	MONTGOMERY, KY	61.73%	31.29%	831	1/1/2025 - 10/30/2025
45-54 Years	CUSTER, NE	59.31%	22.08%	317	1/1/2025 - 10/30/2025
45-54 Years	DENT, MO	65.67%	40.20%	1005	1/1/2025 - 10/30/2025
45-54 Years	JOHNSON, KY	63.89%	34.20%	576	1/1/2025 - 10/30/2025
45-54 Years	WARREN, NC	62.67%	39.15%	659	1/1/2025 - 10/30/2025
45-54 Years	TAYLOR, KY	60.86%	30.13%	677	1/1/2025 - 10/30/2025
45-54 Years	CLAY, MS	68.24%	35.55%	1713	1/1/2025 - 10/30/2025
45-54 Years	KNOX, MO	NA	NA	5	1/1/2025 - 10/30/2025
45-54 Years	MADISON, KY	61.71%	42.74%	7459	1/1/2025 - 10/30/2025
45-54 Years	KEYA PAHA, NE	65.38%	NA	26	1/1/2025 - 10/30/2025
45-54 Years	ROBERTSON, KY	65.22%	44.93%	69	1/1/2025 - 10/30/2025
45-54 Years	SMITH, MS	66.98%	34.76%	630	1/1/2025 - 10/30/2025
45-54 Years	SAINT HELENA, LA	62.02%	39.76%	337	1/1/2025 - 10/30/2025
45-54 Years	LAFAYETTE, MO	56.74%	29.94%	668	1/1/2025 - 10/30/2025
45-54 Years	BUFFALO, NE	57.97%	25.06%	2015	1/1/2025 - 10/30/2025
45-54 Years	GALLATIN, KY	68.53%	44.41%	734	1/1/2025 - 10/30/2025
45-54 Years	MARION, MS	64.08%	35.24%	2191	1/1/2025 - 10/30/2025
45-54 Years	LOUP, NE	NA	NA	5	1/1/2025 - 10/30/2025
45-54 Years	GRAYSON, KY	58.29%	34.77%	1297	1/1/2025 - 10/30/2025
45-54 Years	CASS, NE	57.21%	28.51%	1561	1/1/2025 - 10/30/2025
45-54 Years	WILKINSON, MS	64.42%	34.08%	267	1/1/2025 - 10/30/2025
45-54 Years	QUITMAN, MS	59.57%	28.72%	188	1/1/2025 - 10/30/2025
45-54 Years	CLARKE, MS	68.45%	40.93%	1141	1/1/2025 - 10/30/2025
45-54 Years	HAMILTON, NE	59.03%	30.95%	349	1/1/2025 - 10/30/2025
45-54 Years	MARTIN, KY	67.12%	40.09%	222	1/1/2025 - 10/30/2025
45-54 Years	LINCOLN, KY	61.17%	36.54%	613	1/1/2025 - 10/30/2025
45-54 Years	OWSLEY, KY	56.92%	27.69%	130	1/1/2025 - 10/30/2025
45-54 Years	WICOMICO, MD	60.47%	36.34%	7210	1/1/2025 - 10/30/2025
45-54 Years	PENDLETON, KY	66.60%	47.37%	1446	1/1/2025 - 10/30/2025
45-54 Years	GREENE, MS	58.24%	25.49%	510	1/1/2025 - 10/30/2025
45-54 Years	MENOMINEE, MI	63.73%	40.60%	1825	1/1/2025 - 10/30/2025
45-54 Years	CLAY, KY	66.06%	35.55%	1927	1/1/2025 - 10/30/2025
45-54 Years	MONROE, MS	62.37%	30.03%	2987	1/1/2025 - 10/30/2025
