Session Title,Heat only KYNC county year 2018-2025,,
Session ID,2792485,,
Data Model,Patients,,
Population Base,All Patients,,
Population Criteria Filters: These criteria are a summary and do not fully reflect the content of the exported session.,State of Residence: STATES_KY_NC,"Encounter Type: Emergency, Emergency to Inpatient",
Session Date Range,1/1/2018 - 12/31/2025,,
Measure,Number of Patients,,
Export User,Stephanie Perniciaro,,
Date of Export,1/22/2026,,
,,,
,,,
,Diagnosis (Encounter),Heat,"Total: Total includes all data, including data from columns not currently displayed."
Year,County of Residence,,
,"MARION, MS",16,7445
,"CASCADE, MT",10 or fewer,487
,"TERREBONNE, LA",10 or fewer,3917
,"MORRIS, NJ",10 or fewer,1538
,"CASS, MI",10 or fewer,4846
,"CARROLL, MD",10 or fewer,3159
,"MADISON, NE",10 or fewer,460
,"PENDER, NC",10 or fewer,1169
,"ADAMS, NE",10 or fewer,4995
,"TOMPKINS, NY",10 or fewer,843
,"SCHOHARIE, NY",15,5705
,"PANOLA, MS",11,5076
,"LAUREL, KY",10 or fewer,4575
,"CURRITUCK, NC",10 or fewer,5416
,"FRANKLIN, ME",10 or fewer,665
,"YAZOO, MS",22,5962
,"CUMBERLAND, NJ",10 or fewer,2672
,"PIKE, MS",10 or fewer,1943
,"CARROLL, NH",10 or fewer,1325
,"JONES, MS",10 or fewer,4652
,"SHELBY, KY",11,4362
,"PERSON, NC",10 or fewer,4374
,"ROCKLAND, NY",10 or fewer,2165
,"INGHAM, MI",10 or fewer,2819
,"ALLEGANY, NY",10 or fewer,665
,"KNOX, KY",10 or fewer,5007
,"SILVER BOW, MT",10 or fewer,4321
,"WEST BATON ROUGE, LA",10 or fewer,4909
,"SULLIVAN, NH",10 or fewer,2517
,"SAINT LOUIS, MO",10 or fewer,2417
,"MILLE LACS, MN",10 or fewer,5091
,"LEAKE, MS",10 or fewer,4613
,"LYON, NV",10 or fewer,3749
,"SCHENECTADY, NY",10 or fewer,705
,"SAGADAHOC, ME",10 or fewer,1011
,"CASS, MN",10 or fewer,4672
,"OSCEOLA, MI",10 or fewer,4581
,"GRENADA, MS",15,6062
,"SOMERSET, MD",10 or fewer,4675
,"YADKIN, NC",10 or fewer,3309
,"HERTFORD, NC",18,4966
,"MONROE, MS",10 or fewer,1718
,"BERTIE, NC",11,5132
,"ESSEX, NY",10 or fewer,110
,"ANSON, NC",10 or fewer,614
,"PONTOTOC, MS",10 or fewer,2974
,"ULSTER, NY",10 or fewer,2620
,"SCOTT, MO",10 or fewer,4274
,"VALENCIA, NM",10 or fewer,3927
,"PLAQUEMINES, LA",10 or fewer,3786
