Session Title,Number of Patients by Diagnosis (Encounter) and County of Residence,,
Session ID,2792481,,
Data Model,Patients,,
Population Base,All Patients,,
Population Criteria Filters: These criteria are a summary and do not fully reflect the content of the exported session.,State of Residence: STATES_AL_DE,"Encounter Type: Emergency, Emergency to Inpatient",
Session Date Range,1/1/2018 - 12/31/2025,,
Measure,Number of Patients,,
Export User,Stephanie Perniciaro,,
Date of Export,1/22/2026,,
,,,
,,,
,Diagnosis (Encounter),Heat,"Total: Total includes all data, including data from columns not currently displayed."
Year,County of Residence,,
,"MORGAN, CO",10 or fewer,850
,"SAN BENITO, CA",10 or fewer,661
,"PERRY, AR",10 or fewer,1099
,"LAWRENCE, AR",10 or fewer,897
,"PRAIRIE, AR",10 or fewer,1167
,"YUMA, AZ",10 or fewer,641
,"OUACHITA, AR",10 or fewer,735
,"CROSS, AR",10 or fewer,786
,"BARBOUR, AL",10 or fewer,60
,"ASHLEY, AR",10 or fewer,509
,"DELTA, CO",10 or fewer,573
,"EAGLE, CO",10 or fewer,456
,"PHILLIPS, AR",10 or fewer,689
,"MONTGOMERY, AL",10 or fewer,503
,"PARK, CO",10 or fewer,840
,"LEE, AL",10 or fewer,598
,"RANDOLPH, AL",10 or fewer,919
,"INDEPENDENCE, AR",10 or fewer,680
,"COCONINO, AZ",10 or fewer,574
,"NEVADA, AR",10 or fewer,911
,"YOLO, CA",10 or fewer,631
,"GRAND, CO",10 or fewer,588
,"OTERO, CO",10 or fewer,305
,"WASHINGTON, AL",10 or fewer,98
,"GILA, AZ",10 or fewer,554
,"NEVADA, CA",10 or fewer,579
,"TUSCALOOSA, AL",10 or fewer,480
,"SANTA CRUZ, AZ",10 or fewer,531
,"MONTROSE, CO",10 or fewer,454
,"NAVAJO, AZ",10 or fewer,507
,"SHELBY, AL",10 or fewer,457
,"BUTTE, CA",10 or fewer,543
,"LOGAN, AR",10 or fewer,564
,"FRANKLIN, AR",10 or fewer,599
,"SHASTA, CA",10 or fewer,518
,"JOHNSON, AR",10 or fewer,497
,"GUNNISON, CO",10 or fewer,188
,"RANDOLPH, AR",10 or fewer,574
,"YELL, AR",10 or fewer,397
,"JACKSON, AR",10 or fewer,572
,"CLAY, AR",10 or fewer,550
,"PLUMAS, CA",10 or fewer,497
,"MADISON, AR",10 or fewer,524
,"NAPA, CA",10 or fewer,396
,"HEMPSTEAD, AR",10 or fewer,509
,"LINCOLN, AR",10 or fewer,336
,"SUMTER, AL",10 or fewer,53
,"MILLER, AR",10 or fewer,393
,"DESHA, AR",10 or fewer,414
,"ETOWAH, AL",10 or fewer,305
,"BRADLEY, AR",10 or fewer,336
,"DALLAS, AR",10 or fewer,527
,"PIKE, AR",10 or fewer,456
,"SHARP, AR",10 or fewer,407
,"MARIPOSA, CA",10 or fewer,224
,"APACHE, AZ",10 or fewer,313
,"SUMMIT, CO",10 or fewer,316
,"CLARKE, AL",10 or fewer,88
,"LOGAN, CO",10 or fewer,391
,"LA PLATA, CO",10 or fewer,328
,"RUSSELL, AL",10 or fewer,321
,"BAXTER, AR",10 or fewer,371
,"CLEVELAND, AR",10 or fewer,322
,"LAS ANIMAS, CO",10 or fewer,247
,"COLUMBIA, AR",10 or fewer,306
,"CARROLL, AR",10 or fewer,232
,"CHAFFEE, CO",10 or fewer,253
,"FAIRBANKS NORTH STAR, AK",10 or fewer,250
,"CHICOT, AR",10 or fewer,297
,"LEE, AR",10 or fewer,331
,"SCOTT, AR",10 or fewer,336
,"POLK, AR",10 or fewer,305
,"BOONE, AR",10 or fewer,254
,"MATANUSKA SUSITNA, AK",10 or fewer,254
,"COVINGTON, AL",10 or fewer,91
,"TUOLUMNE, CA",10 or fewer,271
,"MENDOCINO, CA",10 or fewer,249
,"MORGAN, AL",10 or fewer,258
,"GILPIN, CO",10 or fewer,243
,"INYO, CA",10 or fewer,285
,"LIMESTONE, AL",10 or fewer,213
,"MONROE, AL",10 or fewer,179
,"MARSHALL, AL",10 or fewer,237
,"GRAHAM, AZ",10 or fewer,268
,"PROWERS, CO",10 or fewer,208
,"PIKE, AL",10 or fewer,66
,"STONE, AR",10 or fewer,240
,"CLEAR CREEK, CO",10 or fewer,233
,"HUERFANO, CO",10 or fewer,152
,"HOWARD, AR",10 or fewer,270
,"ELMORE, AL",10 or fewer,161
,"MARENGO, AL",10 or fewer,53
,"LAUDERDALE, AL",10 or fewer,144
,"SAINT CLAIR, AL",10 or fewer,159
,"MONTEZUMA, CO",10 or fewer,159
,"WOODRUFF, AR",10 or fewer,264
,"SUTTER, CA",10 or fewer,201
,"TALLADEGA, AL",10 or fewer,206
,"LAKE, CA",10 or fewer,198
,"KENAI PENINSULA, AK",10 or fewer,162
,"CALAVERAS, CA",10 or fewer,203
,"SEVIER, AR",10 or fewer,169
,"CUSTER, CO",10 or fewer,96
,"SEARCY, AR",10 or fewer,178
,"YUBA, CA",10 or fewer,190
,"CULLMAN, AL",10 or fewer,146
,"RIO GRANDE, CO",10 or fewer,136
,"CROWLEY, CO",10 or fewer,86
,"IZARD, AR",10 or fewer,161
,"ALAMOSA, CO",10 or fewer,151
,"COLBERT, AL",10 or fewer,129
,"CLEBURNE, AL",10 or fewer,164
,"AUTAUGA, AL",10 or fewer,130
,"SISKIYOU, CA",10 or fewer,157
,"FRANKLIN, AL",10 or fewer,72
,"CALHOUN, AR",10 or fewer,157
,"LINCOLN, CO",10 or fewer,168
,"MONO, CA",10 or fewer,146
,"YUMA, CO",10 or fewer,131
,"MONTGOMERY, AR",10 or fewer,125
,"KIT CARSON, CO",10 or fewer,126
,"LA PAZ, AZ",10 or fewer,126
,"WALKER, AL",10 or fewer,125
,"BENT, CO",10 or fewer,107
,"ARCHULETA, CO",10 or fewer,124
,"AMADOR, CA",10 or fewer,146
,"MODOC, CA",10 or fewer,154
,"LITTLE RIVER, AR",10 or fewer,119
,"JUNEAU, AK",10 or fewer,114
,"FULTON, AR",10 or fewer,133
,"TEHAMA, CA",10 or fewer,126
,"RIO BLANCO, CO",10 or fewer,114
,"MARION, AR",10 or fewer,114
,"JACKSON, CO",10 or fewer,131
,"BLOUNT, AL",10 or fewer,66
,"DALLAS, AL",10 or fewer,83
,"CONECUH, AL",10 or fewer,55
,"DEL NORTE, CA",10 or fewer,119
,"TALLAPOOSA, AL",10 or fewer,76
,"WILCOX, AL",10 or fewer,46
,"GREENLEE, AZ",10 or fewer,118
,"SAN MIGUEL, CO",10 or fewer,74
,"CHILTON, AL",10 or fewer,78
,"FAYETTE, AL",10 or fewer,81
,"SIERRA, CA",10 or fewer,129
,"WASHINGTON, CO",10 or fewer,85
,"LAKE, CO",10 or fewer,71
,"PHILLIPS, CO",10 or fewer,70
,"CONEJOS, CO",10 or fewer,75
,"BACA, CO",10 or fewer,56
,"CRENSHAW, AL",10 or fewer,29
,"LAFAYETTE, AR",10 or fewer,84
,"BUTLER, AL",10 or fewer,30
,"NEWTON, AR",10 or fewer,62
,"WINSTON, AL",10 or fewer,36
,"COSTILLA, CO",10 or fewer,65
,"LAWRENCE, AL",10 or fewer,48
,"KODIAK ISLAND, AK",10 or fewer,69
,"SAGUACHE, CO",10 or fewer,41
,"GLENN, CA",10 or fewer,45
,"HALE, AL",10 or fewer,37
,"CLAY, AL",10 or fewer,62
,"MACON, AL",10 or fewer,59
,"SEDGWICK, CO",10 or fewer,46
,"KETCHIKAN GATEWAY, AK",10 or fewer,47
,"OURAY, CO",10 or fewer,30
,"BIBB, AL",10 or fewer,34
,"COLUSA, CA",10 or fewer,21
,"TRINITY, CA",10 or fewer,28
,"KIOWA, CO",10 or fewer,27
,"GREENE, AL",10 or fewer,24
,"CHEYENNE, CO",10 or fewer,39
