,"JEFFERSON, AR",7.79%,6.14%,6959
,"FAYETTE, AL",-,-,63
,"CLEBURNE, AR",9.61%,2.86%,2269
,"COFFEE, AL",5.74%,1.87%,4270
,"MARION, AL",8.94%,8.50%,1364
,"LOGAN, CO",5.03%,4.23%,497
,"MIDDLESEX, CT",6.88%,12.84%,16731
,"PRINCE OF WALES HYDER, AK",-,-,10 or fewer
,"RUSSELL, AL",10.59%,4.66%,236
,"CONWAY, AR",6.42%,4.22%,1137
,"LITCHFIELD, CT",6.86%,5.01%,11367
,"IMPERIAL, CA",6.85%,3.88%,438
,"UNION, AR",9.15%,5.20%,1289
,"NEW HAVEN, CT",7.86%,11.03%,32009
,"FULTON, AR",6.57%,-,274
,"FRESNO, CA",6.63%,6.17%,116472
,"TALLAPOOSA, AL",-,-,10 or fewer
,"DENALI, AK",-,-,10 or fewer
,"NEW LONDON, CT",8.01%,9.61%,22333
,"MONTGOMERY, AL",-,-,116
,"CRENSHAW, AL",-,-,58
,"GILA, AZ",-,-,126
,"GENEVA, AL",4.24%,1.38%,943
,"WHITE, AR",7.61%,4.55%,3756
,"PROWERS, CO",12.84%,8.26%,436
,"CALHOUN, AR",8.39%,3.73%,322
,"COLUMBIA, AR",9.00%,5.31%,1055
,"NAVAJO, AZ",-,-,80
,"FAULKNER, AR",5.99%,5.25%,9833
,"GRANT, AR",6.10%,3.71%,1589
,"WOODRUFF, AR",7.35%,4.49%,245
,"CHICOT, AR",9.21%,5.40%,315
,"KIOWA, CO",-,-,72
,"MOFFAT, CO",6.94%,3.75%,1974
,"LA PAZ, AZ",-,-,49
,"PULASKI, AR",6.45%,8.85%,48224
,"ELMORE, AL",-,-,47
,"LAUDERDALE, AL",-,-,32
,"HOWARD, AR",7.55%,4.17%,384
,"WASHINGTON, CO",-,-,122
,"ASHLEY, AR",7.63%,3.29%,668
,"MODOC, CA",20.83%,-,192
,"TOLLAND, CT",6.32%,10.78%,13280
,"CHEYENNE, CO",-,-,69
,"MORGAN, CO",6.68%,6.52%,1227
,"PIKE, AR",7.67%,3.01%,365
,"LINCOLN, AR",8.33%,5.77%,468
,"MOHAVE, AZ",6.71%,-,164
,"LAS ANIMAS, CO",6.05%,5.79%,397
,"SEARCY, AR",8.94%,-,179
,"HARTFORD, CT",7.73%,10.43%,104125
,"GRAHAM, AZ",-,-,157
,"LEE, AL",5.79%,-,380
,"YELL, AR",9.97%,5.81%,602
,"MADERA, CA",4.87%,4.79%,15232
,"DEL NORTE, CA",7.95%,2.76%,1812
,"SHASTA, CA",15.65%,3.93%,1553
,"IZARD, AR",4.75%,-,295
,"GREENLEE, AZ",-,-,58
,"POPE, AR",8.71%,4.35%,2205
,"DESHA, AR",9.53%,5.76%,451
,"HUERFANO, CO",7.78%,-,180
,"LIMESTONE, AL",-,-,67
,"BRISTOL BAY, AK",-,-,10 or fewer
,"HAINES, AK",-,-,10 or fewer
,"BRADLEY, AR",8.21%,3.54%,536
,"KERN, CA",8.53%,8.44%,50099
,"KINGS, CA",6.71%,6.01%,6019
,"NAPA, CA",8.24%,20.87%,5083
,"APACHE, AZ",-,-,44
,"MARICOPA, AZ",4.43%,2.09%,96115
,"FREMONT, CO",5.91%,4.24%,1202
,"CLEVELAND, AR",8.17%,3.72%,698
,"NOME, AK",-,-,10 or fewer
,"BETHEL, AK",-,-,10 or fewer
,"PETERSBURG, AK",-,-,10 or fewer
,"WELD, CO",4.46%,3.40%,46032
,"COCHISE, AZ",5.13%,5.50%,1346
,"PLUMAS, CA",-,-,217
,"FAIRFIELD, CT",6.95%,8.67%,29689
,"SAN BENITO, CA",8.12%,6.26%,2364
,"MESA, CO",5.05%,3.65%,8626
,"SHELBY, AL",-,-,130
,"PHILLIPS, CO",-,-,137
,"MONTEREY, CA",8.85%,10.25%,48334
,"HUMBOLDT, CA",6.86%,5.05%,14662
,"KODIAK ISLAND, AK",3.77%,1.81%,1273
,"STONE, AR",7.53%,4.30%,279
,"POLK, AR",6.69%,3.04%,493
,"DREW, AR",6.95%,2.76%,1051
,"DELTA, CO",6.71%,4.17%,432
,"MADISON, AL",-,-,233
,"PIMA, AZ",6.53%,13.93%,71325
,"YUBA, CA",7.21%,2.77%,902
,"SANTA BARBARA, CA",7.91%,13.63%,8366
,"BACA, CO",-,-,102
,"SAN JOAQUIN, CA",6.04%,7.10%,20042
,"KETCHIKAN GATEWAY, AK",-,-,10 or fewer
,"LAKE, CA",6.33%,8.66%,1675
,"RIVERSIDE, CA",6.37%,4.53%,105570
,"TULARE, CA",7.90%,6.76%,15942
,"LINCOLN, CO",5.39%,-,204
,"JEFFERSON, AL",4.44%,3.13%,383
,"MONTGOMERY, AR",10.24%,-,205
,"GARLAND, AR",8.11%,5.02%,2886
,"JACKSON, CO",-,-,69
,"YUMA, CO",-,5.09%,275
,"TRINITY, CA",-,-,106
,"KENAI PENINSULA, AK",-,-,42
,"SKAGWAY, AK",-,-,10 or fewer
,"SOLANO, CA",6.85%,10.70%,13941
,"SANTA CRUZ, AZ",5.08%,6.21%,708
,"CALAVERAS, CA",5.30%,3.64%,302
,"SONOMA, CA",8.86%,7.95%,32390
,"SEVIER, AR",7.34%,4.83%,518
,"SAN DIEGO, CA",3.47%,4.86%,139794
,"INYO, CA",16.09%,-,87
,"SAN BERNARDINO, CA",5.84%,7.62%,75699
,"SIERRA, CA",-,-,60
,"TEHAMA, CA",9.09%,-,143
,"LOS ANGELES, CA",7.97%,16.25%,106103
,"ADAMS, CO",5.15%,4.20%,52880
,"TELLER, CO",3.43%,2.22%,1805
,"ELBERT, CO",3.81%,2.30%,2127
,"BAXTER, AR",6.47%,3.23%,711
,"CONEJOS, CO",-,-,159
,"NORTH SLOPE, AK",-,-,10 or fewer
,"LOWNDES, AL",-,-,10 or fewer
,"RIO BLANCO, CO",-,-,158
,"RIO GRANDE, CO",9.97%,8.50%,341
,"MENDOCINO, CA",5.38%,10.38%,6361
,"HOONAH ANGOON, AK",-,-,10 or fewer
,"MONTROSE, CO",5.71%,4.60%,543
,"MARION, AR",7.73%,-,233
,"EL PASO, CO",3.58%,2.76%,82577
,"CHILTON, AL",-,-,17
,"COSTILLA, CO",-,-,68
,"GLENN, CA",-,-,83
,"DOLORES, CO",-,-,25
,"MARIPOSA, CA",3.14%,3.36%,446
,"LARIMER, CO",3.38%,2.71%,39816
,"MATANUSKA SUSITNA, AK",-,-,62
,"ALAMOSA, CO",5.56%,4.55%,396
,"FAIRBANKS NORTH STAR, AK",-,-,59
,"SANTA CRUZ, CA",9.12%,14.25%,10027
,"JUNEAU, AK",-,-,23
,"AMADOR, CA",-,-,238
,"KIT CARSON, CO",4.65%,4.26%,258
,"WRANGELL, AK",-,-,10 or fewer
,"PARK, CO",3.04%,-,494
,"NEWTON, AR",8.55%,-,152
,"CUSTER, CO",-,-,108
,"ALAMEDA, CA",6.14%,8.48%,95278
,"ARAPAHOE, CO",4.11%,4.30%,71012
,"CONTRA COSTA, CA",6.82%,7.62%,79442
,"NEW CASTLE, DE",6.52%,10.60%,68131
,"PINAL, AZ",2.45%,1.75%,11703
,"MERCED, CA",7.54%,6.79%,14790
,"YAVAPAI, AZ",-,-,529
,"VALDEZ CORDOVA, AK",-,-,10 or fewer
,"MONTEZUMA, CO",6.27%,4.80%,271
,"BOONE, AR",6.46%,3.94%,913
,"DENVER, CO",5.61%,3.46%,84009
,"ORANGE, CA",4.00%,8.08%,83396
,"SACRAMENTO, CA",4.49%,9.36%,43373
,"SUTTER, CA",3.68%,2.21%,543
,"JEFFERSON, CO",3.47%,2.41%,39071
,"BROOMFIELD, CO",2.46%,1.98%,6474
,"HINSDALE, CO",-,-,10 or fewer
,"MARIN, CA",6.11%,18.09%,15723
,"SAGUACHE, CO",-,-,46
,"YOLO, CA",4.82%,5.03%,7839
,"COLUSA, CA",-,-,256
,"DOUGLAS, CO",2.07%,1.57%,38398
,"MONO, CA",-,-,79
,"TUOLUMNE, CA",7.17%,3.04%,460
,"GILPIN, CO",-,-,217
,"SANTA CLARA, CA",4.84%,5.67%,93511
,"BUTTE, CA",6.69%,1.84%,598
,"GARFIELD, CO",4.55%,5.02%,1056
,"MINERAL, CO",-,-,19
,"SITKA, AK",-,-,13
,"ARCHULETA, CO",-,-,120
,"ANCHORAGE, AK",-,-,165
,"EL DORADO, CA",2.77%,1.00%,2708
,"CHAFFEE, CO",3.96%,-,379
,"CLEAR CREEK, CO",-,-,194
,"SAN LUIS OBISPO, CA",5.58%,5.14%,1596
,"BOULDER, CO",2.63%,1.97%,31657
,"SAN MATEO, CA",4.01%,6.16%,46757
,"CARROLL, AR",5.97%,3.58%,921
,"LAKE, CO",-,-,128
,"SAN JUAN, CO",-,-,10 or fewer
,"SAN FRANCISCO, CA",5.37%,14.30%,38610
,"PLACER, CA",2.11%,1.99%,4027
,"STANISLAUS, CA",8.78%,6.94%,11168
,"GRAND, CO",-,-,437
,"WASHINGTON, AR",5.80%,5.86%,19203
,"ROUTT, CO",2.33%,1.56%,3086
,"LA PLATA, CO",7.11%,5.56%,647
,"OURAY, CO",-,-,32
,"GUNNISON, CO",-,-,235
,"YAKUTAT, AK",-,-,10 or fewer
,"NEVADA, CA",-,-,472
,"MADISON, AR",5.52%,4.48%,1249
,"SUMMIT, CO",2.31%,3.66%,519
,"BENTON, AR",4.62%,3.93%,19410
,"COCONINO, AZ",-,-,246
,"LAKE AND PENINSULA, AK",-,-,10 or fewer
,"EAGLE, CO",2.45%,2.71%,774
,"VENTURA, CA",1.35%,1.50%,3260
,"PITKIN, CO",1.88%,-,638
,"SAN MIGUEL, CO",-,-,140
,None of the above,4.85%,5.22%,372847
,Total,5.80%,6.83%,3061211
≥ 18 and < 25 Years,"KUSILVAK, AK",-,-,10 or fewer
,"COOSA, AL",-,-,10 or fewer
,"WALKER, AL",-,-,31
,"CLEBURNE, AL",44.44%,-,54
,"PERRY, AL",-,-,10 or fewer
,"WILCOX, AL",-,-,20
,"CHOCTAW, AL",44.19%,12.75%,353
,"ALEUTIANS EAST, AK",-,-,10 or fewer
,"TALLADEGA, AL",37.14%,-,70
,"BLOUNT, AL",33.96%,-,53
,"CLARKE, AL",33.81%,20.86%,139
,"ALPINE, CA",-,-,17
,"DALLAS, AL",-,-,10 or fewer
,"CLAY, AL",42.31%,-,26
,"MARENGO, AL",24.49%,-,49
,"CALHOUN, AL",39.46%,18.77%,261
,"GREENE, AL",42.55%,-,47
,"WASHINGTON, AL",33.18%,14.35%,223
,"CHAMBERS, AL",37.79%,14.75%,217
,"MISSISSIPPI, AR",43.02%,21.58%,723
,"SUMTER, AL",39.33%,16.74%,239
,"MOBILE, AL",34.92%,16.79%,6392
,"PIKE, AL",46.15%,-,52
,"MONROE, AL",32.12%,13.14%,137
,"MARSHALL, AL",33.70%,21.74%,92
,"CHEROKEE, AL",30.59%,22.35%,85
,"RANDOLPH, AL",37.50%,15.63%,128
,"HALE, AL",43.14%,27.45%,51
,"KENT, DE",37.17%,18.11%,7570
,"ETOWAH, AL",42.06%,19.38%,485
,"POINSETT, AR",45.76%,23.47%,1027
,"BUTLER, AL",-,-,16
,"LAWRENCE, AR",41.26%,20.82%,269
,"CONECUH, AL",43.48%,17.39%,69
,"PICKENS, AL",36.25%,10.76%,251
,"MACON, AL",31.48%,-,54
,"JACKSON, AR",38.38%,18.92%,185
,"RANDOLPH, AR",39.66%,19.55%,179
,"DILLINGHAM, AK",-,-,10 or fewer
,"NEVADA, AR",36.21%,13.36%,232
,"OUACHITA, AR",41.03%,15.13%,780
,"JACKSON, AL",27.69%,-,130
,"BARBOUR, AL",43.42%,7.89%,152
,"ALEUTIANS WEST, AK",-,-,10 or fewer
,"SAINT CLAIR, AL",22.86%,-,70
,"CROSS, AR",43.79%,31.60%,443
,"PHILLIPS, AR",38.16%,19.74%,152
,"SHARP, AR",39.58%,16.67%,144
,"SAINT FRANCIS, AR",39.32%,26.50%,234
,"LAWRENCE, AL",-,-,10 or fewer
,"PERRY, AR",32.69%,12.69%,260
,"YUKON KOYUKUK, AK",-,-,10 or fewer
,"SUSSEX, DE",36.42%,18.41%,8173
,"CRAIGHEAD, AR",36.45%,15.51%,5087
,"MONROE, AR",41.52%,15.79%,171
,"GREENE, AR",36.22%,16.46%,1154
,"CLARK, AR",37.49%,14.41%,923
,"WINSTON, AL",-,-,29
,"AUTAUGA, AL",-,-,35
,"DALLAS, AR",36.52%,20.87%,115
,"CROWLEY, CO",35.59%,25.42%,59
,"LASSEN, CA",30.77%,11.54%,208
,"SCOTT, AR",39.02%,-,123
,"CULLMAN, AL",-,-,43
,"CRITTENDEN, AR",32.81%,10.82%,2042
,"BULLOCK, AL",-,-,10 or fewer
,"JOHNSON, AR",38.44%,12.14%,346
,"DALE, AL",37.69%,10.38%,520
,"VAN BUREN, AR",29.38%,9.79%,194
,"SOUTHEAST FAIRBANKS, AK",-,-,10 or fewer
,"LEE, AR",39.44%,16.90%,71
,"MILLER, AR",32.91%,15.61%,474
,"LAFAYETTE, AR",31.43%,-,35
,"TUSCALOOSA, AL",35.75%,14.96%,1116
,"ARKANSAS, AR",37.55%,16.81%,815
,"NORTHWEST ARCTIC, AK",-,-,10 or fewer
,"HOUSTON, AL",38.00%,9.45%,2137
,"LITTLE RIVER, AR",37.76%,17.35%,98
,"CLAY, AR",39.88%,19.65%,173
,"MORGAN, AL",26.09%,-,46
,"SEDGWICK, CO",-,-,21
,"BENT, CO",43.14%,27.45%,51
,"SISKIYOU, CA",36.80%,13.01%,269
,"CRAWFORD, AR",37.44%,13.14%,1819
,"SALINE, AR",34.72%,16.47%,3085
,"HENRY, AL",25.91%,7.27%,220
,"HOT SPRING, AR",37.39%,14.74%,821
,"SEBASTIAN, AR",36.27%,14.01%,3761
,"PRAIRIE, AR",33.76%,15.61%,237
,"BALDWIN, AL",30.79%,14.19%,4504
,"OTERO, CO",34.04%,24.68%,235
,"LOGAN, AR",33.81%,11.51%,278
,"BIBB, AL",48.00%,-,25
,"ESCAMBIA, AL",45.30%,20.91%,287
,"COLBERT, AL",-,-,34
,"PUEBLO, CO",33.20%,15.90%,4289
,"COVINGTON, AL",41.94%,-,62
,"FRANKLIN, AL",29.87%,-,77
,"LONOKE, AR",37.75%,15.91%,2175
,"FRANKLIN, AR",31.92%,12.69%,260
,"HEMPSTEAD, AR",38.51%,21.26%,174
,"LAMAR, AL",33.19%,14.04%,235
,"YUMA, AZ",27.83%,6.52%,230
,"WINDHAM, CT",29.82%,20.50%,4273
,"INDEPENDENCE, AR",35.65%,14.80%,446
,"JEFFERSON, AR",39.03%,18.77%,1417
,"FAYETTE, AL",-,-,22
,"CLEBURNE, AR",28.55%,9.99%,781
,"COFFEE, AL",34.26%,11.32%,680
,"MARION, AL",33.19%,15.50%,458
,"LOGAN, CO",28.67%,14.69%,143
,"MIDDLESEX, CT",24.85%,19.62%,6576
,"PRINCE OF WALES HYDER, AK",-,-,10 or fewer
,"RUSSELL, AL",33.75%,18.75%,80
,"CONWAY, AR",34.62%,13.85%,260
,"LITCHFIELD, CT",22.57%,9.63%,4953
,"IMPERIAL, CA",25.78%,5.32%,1466
,"UNION, AR",35.49%,16.98%,324
,"NEW HAVEN, CT",24.87%,15.19%,15495
,"FULTON, AR",-,-,48
,"FRESNO, CA",33.51%,13.59%,33233
,"TALLAPOOSA, AL",-,-,17
,"DENALI, AK",-,-,10 or fewer
,"NEW LONDON, CT",25.83%,16.10%,9358
,"MONTGOMERY, AL",24.36%,-,156
,"CRENSHAW, AL",-,-,13
,"GILA, AZ",22.62%,-,84
,"GENEVA, AL",36.89%,10.37%,347
,"WHITE, AR",32.69%,12.75%,988
,"PROWERS, CO",34.15%,16.26%,123
,"CALHOUN, AR",29.51%,-,61
,"COLUMBIA, AR",39.02%,16.26%,246
,"NAVAJO, AZ",23.14%,-,121
,"FAULKNER, AR",31.40%,12.27%,2869
,"GRANT, AR",36.26%,14.84%,364
,"WOODRUFF, AR",28.89%,24.44%,45
,"CHICOT, AR",46.46%,19.19%,99
,"KIOWA, CO",-,-,16
,"MOFFAT, CO",27.53%,10.10%,683
,"LA PAZ, AZ",-,-,22
,"PULASKI, AR",33.48%,15.37%,14892
,"ELMORE, AL",-,-,47
,"LAUDERDALE, AL",-,-,44
,"HOWARD, AR",29.21%,14.61%,89
,"WASHINGTON, CO",41.38%,-,29
,"ASHLEY, AR",37.16%,16.06%,218
,"MODOC, CA",32.50%,-,40
,"TOLLAND, CT",22.60%,15.99%,4623
,"CHEYENNE, CO",-,-,16
,"MORGAN, CO",27.36%,11.01%,318
,"PIKE, AR",37.61%,16.51%,109
,"LINCOLN, AR",39.20%,17.60%,125
,"MOHAVE, AZ",16.79%,-,137
,"LAS ANIMAS, CO",34.62%,19.23%,130
,"SEARCY, AR",42.11%,-,38
,"HARTFORD, CT",25.69%,16.67%,35135
,"GRAHAM, AZ",25.00%,21.43%,112
,"LEE, AL",26.05%,8.40%,238
,"YELL, AR",40.30%,17.91%,134
,"MADERA, CA",32.36%,14.72%,3770
,"DEL NORTE, CA",29.03%,8.69%,472
,"SHASTA, CA",25.04%,4.68%,1238
,"IZARD, AR",24.68%,-,77
,"GREENLEE, AZ",-,-,23
,"POPE, AR",30.07%,11.19%,572
,"DESHA, AR",34.62%,18.27%,104
,"HUERFANO, CO",26.42%,-,53
,"LIMESTONE, AL",16.00%,-,75
,"BRISTOL BAY, AK",-,-,10 or fewer
,"HAINES, AK",-,-,10 or fewer
,"BRADLEY, AR",40.41%,12.33%,146
,"KERN, CA",35.34%,20.38%,14977
,"KINGS, CA",34.95%,20.56%,1216
,"NAPA, CA",27.56%,20.39%,1756
,"APACHE, AZ",33.33%,-,48
,"MARICOPA, AZ",20.53%,6.55%,61825
,"FREMONT, CO",26.60%,12.77%,376
,"CLEVELAND, AR",33.90%,14.41%,118
,"NOME, AK",-,-,10 or fewer
,"BETHEL, AK",-,-,10 or fewer
,"PETERSBURG, AK",-,-,10 or fewer
,"WELD, CO",26.25%,9.75%,13981
,"COCHISE, AZ",28.73%,15.16%,442
,"PLUMAS, CA",19.19%,-,99
,"FAIRFIELD, CT",20.21%,11.60%,16545
,"SAN BENITO, CA",25.90%,10.83%,637
,"MESA, CO",25.48%,9.25%,3720
,"SHELBY, AL",20.00%,6.50%,200
,"PHILLIPS, CO",-,-,48
,"MONTEREY, CA",28.66%,19.52%,15120
,"HUMBOLDT, CA",25.63%,7.56%,4947
,"KODIAK ISLAND, AK",33.33%,7.33%,273
,"STONE, AR",25.00%,-,56
,"POLK, AR",29.82%,11.40%,114
,"DREW, AR",32.29%,14.06%,384
,"DELTA, CO",29.38%,14.69%,177
,"MADISON, AL",11.56%,4.76%,294
,"PIMA, AZ",29.32%,20.05%,22847
,"YUBA, CA",32.54%,9.33%,418
,"SANTA BARBARA, CA",26.74%,13.39%,3040
,"BACA, CO",-,-,29
,"SAN JOAQUIN, CA",22.19%,11.93%,6053
,"KETCHIKAN GATEWAY, AK",-,-,10 or fewer
,"LAKE, CA",27.02%,9.05%,729
,"RIVERSIDE, CA",25.88%,10.08%,45942
,"TULARE, CA",34.62%,22.90%,3703
,"LINCOLN, CO",39.22%,-,51
,"JEFFERSON, AL",19.23%,4.81%,520
,"MONTGOMERY, AR",-,-,37
,"GARLAND, AR",32.97%,11.56%,640
,"JACKSON, CO",-,-,26
,"YUMA, CO",20.90%,-,67
,"TRINITY, CA",-,-,30
,"KENAI PENINSULA, AK",-,-,40
,"SKAGWAY, AK",-,-,10 or fewer
,"SOLANO, CA",25.87%,10.82%,4924
,"SANTA CRUZ, AZ",20.49%,19.43%,283
,"CALAVERAS, CA",21.82%,12.73%,110
,"SONOMA, CA",25.90%,9.81%,10459
,"SEVIER, AR",27.55%,15.31%,98
,"SAN DIEGO, CA",19.06%,7.59%,104009
,"INYO, CA",25.58%,-,43
,"SAN BERNARDINO, CA",24.56%,14.10%,24113
,"SIERRA, CA",-,-,12
,"TEHAMA, CA",21.55%,-,283
,"LOS ANGELES, CA",26.53%,15.98%,42269
,"ADAMS, CO",26.01%,9.76%,15354
,"TELLER, CO",19.02%,6.40%,594
,"ELBERT, CO",22.44%,7.79%,655
,"BAXTER, AR",19.05%,10.32%,126
,"CONEJOS, CO",-,-,31
,"NORTH SLOPE, AK",-,-,10 or fewer
,"LOWNDES, AL",-,-,10 or fewer
,"RIO BLANCO, CO",-,-,55
,"RIO GRANDE, CO",21.92%,-,73
,"MENDOCINO, CA",29.56%,13.90%,2057
,"HOONAH ANGOON, AK",-,-,10 or fewer
,"MONTROSE, CO",27.09%,11.33%,203
,"MARION, AR",-,-,29
,"EL PASO, CO",21.58%,8.09%,29300
,"CHILTON, AL",-,-,16
,"COSTILLA, CO",-,-,11
,"GLENN, CA",21.46%,-,205
,"DOLORES, CO",-,-,10 or fewer
,"MARIPOSA, CA",23.29%,-,73
,"LARIMER, CO",17.57%,6.04%,16780
,"MATANUSKA SUSITNA, AK",-,-,78
,"ALAMOSA, CO",28.09%,12.36%,89
,"FAIRBANKS NORTH STAR, AK",16.79%,-,131
,"SANTA CRUZ, CA",22.38%,13.08%,4214
,"JUNEAU, AK",-,-,35
,"AMADOR, CA",14.29%,-,91
,"KIT CARSON, CO",29.82%,-,57
,"WRANGELL, AK",-,-,10 or fewer
,"PARK, CO",15.74%,-,108
,"NEWTON, AR",-,-,23
,"CUSTER, CO",-,-,28
,"ALAMEDA, CA",22.28%,10.22%,32647
,"ARAPAHOE, CO",21.76%,8.28%,21552
,"CONTRA COSTA, CA",23.38%,10.05%,26009
,"NEW CASTLE, DE",27.46%,15.08%,11812
,"PINAL, AZ",18.20%,6.84%,2835
,"MERCED, CA",28.27%,14.13%,2059
,"YAVAPAI, AZ",10.89%,2.76%,615
,"VALDEZ CORDOVA, AK",-,-,10 or fewer
,"MONTEZUMA, CO",31.48%,-,54
,"BOONE, AR",27.52%,13.76%,109
,"DENVER, CO",21.81%,7.36%,30782
,"ORANGE, CA",18.07%,10.39%,36381
,"SACRAMENTO, CA",18.18%,10.11%,16146
,"SUTTER, CA",21.65%,6.55%,351
,"JEFFERSON, CO",19.59%,6.56%,11880
,"BROOMFIELD, CO",15.43%,6.04%,2333
,"HINSDALE, CO",-,-,10 or fewer
,"MARIN, CA",19.32%,12.19%,5662
,"SAGUACHE, CO",-,-,16
,"YOLO, CA",17.51%,5.08%,3169
,"COLUSA, CA",18.67%,-,75
,"DOUGLAS, CO",13.05%,4.79%,12122
,"MONO, CA",-,-,36
,"TUOLUMNE, CA",11.11%,7.84%,153
,"GILPIN, CO",-,-,61
