,"Total: Total includes all data under the Ohio bucket, including data from rows not currently displayed.",Jan 1 – Dec 31 2018,6383,1611,1903,1756142
,,Jan 1 – Dec 31 2019,5947,1336,1968,1798036
,,Jan 1 – Dec 31 2020,5783,943,2705,1571018
,,Jan 1 – Dec 31 2021,5414,1193,2800,1840656
Pennsylvania,Less than 15 Years,Jan 1 – Dec 31 2018,11,84,13,201297
,,Jan 1 – Dec 31 2019,19,72,26,216787
,,Jan 1 – Dec 31 2020,14,45,34,157493
,,Jan 1 – Dec 31 2021,15,78,55,218756
,≥ 15 and < 25 Years,Jan 1 – Dec 31 2018,322,146,462,143543
,,Jan 1 – Dec 31 2019,288,164,530,154388
,,Jan 1 – Dec 31 2020,324,105,762,137512
,,Jan 1 – Dec 31 2021,271,167,771,171875
,≥ 25 and < 45 Years,Jan 1 – Dec 31 2018,1625,267,543,283047
,,Jan 1 – Dec 31 2019,1596,238,634,311239
,,Jan 1 – Dec 31 2020,1801,180,968,298152
,,Jan 1 – Dec 31 2021,1709,277,1139,367502
,≥ 45 and < 65 Years,Jan 1 – Dec 31 2018,603,264,149,251697
,,Jan 1 – Dec 31 2019,604,205,158,279143
,,Jan 1 – Dec 31 2020,704,208,221,268286
,,Jan 1 – Dec 31 2021,776,247,262,335466
,65 Years or more,Jan 1 – Dec 31 2018,95,217,70,225928
,,Jan 1 – Dec 31 2019,126,196,68,260499
,,Jan 1 – Dec 31 2020,128,165,106,253809
,,Jan 1 – Dec 31 2021,194,253,108,328940
,No value,Jan 1 – Dec 31 2018,10 or fewer,10 or fewer,10 or fewer,1834
,,Jan 1 – Dec 31 2019,10 or fewer,10 or fewer,10 or fewer,2209
,,Jan 1 – Dec 31 2020,10 or fewer,10 or fewer,10 or fewer,2716
,,Jan 1 – Dec 31 2021,10 or fewer,10 or fewer,10 or fewer,3312
,"Total: Total includes all data under the Pennsylvania bucket, including data from rows not currently displayed.",Jan 1 – Dec 31 2018,2620,969,1232,1102329
,,Jan 1 – Dec 31 2019,2604,867,1410,1218609
,,Jan 1 – Dec 31 2020,2937,700,2084,1113114
,,Jan 1 – Dec 31 2021,2927,1010,2328,1419845
North Carolina,Less than 15 Years,Jan 1 – Dec 31 2018,10 or fewer,70,23,160386
,,Jan 1 – Dec 31 2019,10 or fewer,86,40,190885
,,Jan 1 – Dec 31 2020,10 or fewer,20,64,142694
,,Jan 1 – Dec 31 2021,15,49,60,171030
,≥ 15 and < 25 Years,Jan 1 – Dec 31 2018,229,210,351,125311
,,Jan 1 – Dec 31 2019,225,246,400,143070
,,Jan 1 – Dec 31 2020,272,158,732,132960
,,Jan 1 – Dec 31 2021,318,168,624,148776
,≥ 25 and < 45 Years,Jan 1 – Dec 31 2018,787,374,425,254485
,,Jan 1 – Dec 31 2019,928,512,502,291978
,,Jan 1 – Dec 31 2020,1293,364,864,289502
,,Jan 1 – Dec 31 2021,1437,322,839,314714
,≥ 45 and < 65 Years,Jan 1 – Dec 31 2018,333,324,117,220015
,,Jan 1 – Dec 31 2019,369,432,159,247298
,,Jan 1 – Dec 31 2020,564,290,236,244215
,,Jan 1 – Dec 31 2021,626,322,221,267144
,65 Years or more,Jan 1 – Dec 31 2018,98,239,38,185498
,,Jan 1 – Dec 31 2019,118,290,46,211347
,,Jan 1 – Dec 31 2020,139,206,56,208977
,,Jan 1 – Dec 31 2021,154,251,53,236651
,No value,Jan 1 – Dec 31 2018,10 or fewer,10 or fewer,10 or fewer,1450
,,Jan 1 – Dec 31 2019,10 or fewer,10 or fewer,10 or fewer,1746
,,Jan 1 – Dec 31 2020,10 or fewer,10 or fewer,10 or fewer,2137
,,Jan 1 – Dec 31 2021,10 or fewer,10 or fewer,10 or fewer,2799
,"Total: Total includes all data under the North Carolina bucket, including data from rows not currently displayed.",Jan 1 – Dec 31 2018,1429,1204,949,942422
,,Jan 1 – Dec 31 2019,1617,1555,1141,1080742
,,Jan 1 – Dec 31 2020,2244,1030,1929,1015410
,,Jan 1 – Dec 31 2021,2519,1105,1786,1135662
New York,Less than 15 Years,Jan 1 – Dec 31 2018,10 or fewer,45,10 or fewer,130889
,,Jan 1 – Dec 31 2019,10 or fewer,33,10 or fewer,137544
,,Jan 1 – Dec 31 2020,10 or fewer,14,10 or fewer,96631
,,Jan 1 – Dec 31 2021,10 or fewer,33,14,137747
,≥ 15 and < 25 Years,Jan 1 – Dec 31 2018,158,80,150,108056
,,Jan 1 – Dec 31 2019,118,61,138,113999
,,Jan 1 – Dec 31 2020,171,55,300,102735
,,Jan 1 – Dec 31 2021,172,91,306,142536
,≥ 25 and < 45 Years,Jan 1 – Dec 31 2018,697,117,206,213065
,,Jan 1 – Dec 31 2019,720,97,258,228754
,,Jan 1 – Dec 31 2020,757,94,482,229229
,,Jan 1 – Dec 31 2021,1026,138,498,308402
,≥ 45 and < 65 Years,Jan 1 – Dec 31 2018,310,131,45,189533
,,Jan 1 – Dec 31 2019,359,113,54,203530
,,Jan 1 – Dec 31 2020,485,96,76,207174
,,Jan 1 – Dec 31 2021,627,160,121,278141
,65 Years or more,Jan 1 – Dec 31 2018,67,156,12,162306
,,Jan 1 – Dec 31 2019,79,127,14,182976
,,Jan 1 – Dec 31 2020,92,122,29,189015
,,Jan 1 – Dec 31 2021,122,177,29,256604
,No value,Jan 1 – Dec 31 2018,10 or fewer,10 or fewer,10 or fewer,1619
,,Jan 1 – Dec 31 2019,10 or fewer,10 or fewer,10 or fewer,1823
,,Jan 1 – Dec 31 2020,10 or fewer,10 or fewer,10 or fewer,2361
,,Jan 1 – Dec 31 2021,10 or fewer,10 or fewer,10 or fewer,3087
,"Total: Total includes all data under the New York bucket, including data from rows not currently displayed.",Jan 1 – Dec 31 2018,1217,525,417,802203
,,Jan 1 – Dec 31 2019,1265,428,468,865007
,,Jan 1 – Dec 31 2020,1494,379,892,824171
,,Jan 1 – Dec 31 2021,1932,594,968,1122112
Virginia,Less than 15 Years,Jan 1 – Dec 31 2018,10 or fewer,73,10 or fewer,167655
,,Jan 1 – Dec 31 2019,10 or fewer,66,15,171039
,,Jan 1 – Dec 31 2020,13,31,15,107314
,,Jan 1 – Dec 31 2021,15,47,15,140628
,≥ 15 and < 25 Years,Jan 1 – Dec 31 2018,143,193,215,124700
,,Jan 1 – Dec 31 2019,126,175,235,125908
,,Jan 1 – Dec 31 2020,218,134,340,108596
,,Jan 1 – Dec 31 2021,237,161,435,130382
,≥ 25 and < 45 Years,Jan 1 – Dec 31 2018,570,370,288,264456
,,Jan 1 – Dec 31 2019,622,395,319,273887
,,Jan 1 – Dec 31 2020,920,286,370,253112
,,Jan 1 – Dec 31 2021,1011,381,443,291223
,≥ 45 and < 65 Years,Jan 1 – Dec 31 2018,396,324,96,230825
,,Jan 1 – Dec 31 2019,378,358,99,236257
,,Jan 1 – Dec 31 2020,556,283,92,220328
,,Jan 1 – Dec 31 2021,727,324,147,252924
,65 Years or more,Jan 1 – Dec 31 2018,109,217,32,197616
,,Jan 1 – Dec 31 2019,109,260,31,208657
,,Jan 1 – Dec 31 2020,126,189,31,193102
,,Jan 1 – Dec 31 2021,178,280,32,230153
,No value,Jan 1 – Dec 31 2018,10 or fewer,10 or fewer,10 or fewer,1434
,,Jan 1 – Dec 31 2019,10 or fewer,10 or fewer,10 or fewer,1598
,,Jan 1 – Dec 31 2020,10 or fewer,10 or fewer,10 or fewer,1788
,,Jan 1 – Dec 31 2021,10 or fewer,10 or fewer,10 or fewer,2224
,"Total: Total includes all data under the Virginia bucket, including data from rows not currently displayed.",Jan 1 – Dec 31 2018,1213,1165,633,981676
,,Jan 1 – Dec 31 2019,1233,1242,689,1012148
,,Jan 1 – Dec 31 2020,1806,914,843,880094
,,Jan 1 – Dec 31 2021,2137,1184,1063,1042544
Florida,Less than 15 Years,Jan 1 – Dec 31 2018,10 or fewer,64,31,188593
,,Jan 1 – Dec 31 2019,10 or fewer,54,24,184879
,,Jan 1 – Dec 31 2020,10 or fewer,25,28,122323
,,Jan 1 – Dec 31 2021,12,60,55,202749
,≥ 15 and < 25 Years,Jan 1 – Dec 31 2018,66,115,321,98048
,,Jan 1 – Dec 31 2019,64,133,320,97857
,,Jan 1 – Dec 31 2020,75,78,412,82763
,,Jan 1 – Dec 31 2021,115,109,493,125573
,≥ 25 and < 45 Years,Jan 1 – Dec 31 2018,426,142,377,193334
,,Jan 1 – Dec 31 2019,452,214,402,196238
,,Jan 1 – Dec 31 2020,509,168,544,177197
,,Jan 1 – Dec 31 2021,934,194,639,269509
,≥ 45 and < 65 Years,Jan 1 – Dec 31 2018,176,146,130,180524
,,Jan 1 – Dec 31 2019,214,173,102,183245
,,Jan 1 – Dec 31 2020,240,125,154,165322
,,Jan 1 – Dec 31 2021,457,167,182,231820
,65 Years or more,Jan 1 – Dec 31 2018,42,110,44,137444
,,Jan 1 – Dec 31 2019,51,137,46,147155
,,Jan 1 – Dec 31 2020,50,114,43,128268
,,Jan 1 – Dec 31 2021,106,144,59,189995
,No value,Jan 1 – Dec 31 2018,10 or fewer,10 or fewer,10 or fewer,1476
,,Jan 1 – Dec 31 2019,10 or fewer,10 or fewer,10 or fewer,1627
,,Jan 1 – Dec 31 2020,10 or fewer,10 or fewer,10 or fewer,1809
,,Jan 1 – Dec 31 2021,10 or fewer,10 or fewer,10 or fewer,1885
,"Total: Total includes all data under the Florida bucket, including data from rows not currently displayed.",Jan 1 – Dec 31 2018,712,574,892,796045
,,Jan 1 – Dec 31 2019,777,707,894,807542
,,Jan 1 – Dec 31 2020,865,507,1185,675091
,,Jan 1 – Dec 31 2021,1608,673,1431,1017854
Illinois,Less than 15 Years,Jan 1 – Dec 31 2018,10 or fewer,57,21,137344
,,Jan 1 – Dec 31 2019,10 or fewer,51,22,161979
,,Jan 1 – Dec 31 2020,10 or fewer,15,26,137361
,,Jan 1 – Dec 31 2021,10 or fewer,60,57,188488
,≥ 15 and < 25 Years,Jan 1 – Dec 31 2018,87,134,185,86628
,,Jan 1 – Dec 31 2019,101,123,198,102826
,,Jan 1 – Dec 31 2020,120,75,399,109277
,,Jan 1 – Dec 31 2021,126,138,627,141055
,≥ 25 and < 45 Years,Jan 1 – Dec 31 2018,444,207,210,155900
,,Jan 1 – Dec 31 2019,572,233,278,186117
,,Jan 1 – Dec 31 2020,767,195,463,218223
,,Jan 1 – Dec 31 2021,826,221,833,270071
,≥ 45 and < 65 Years,Jan 1 – Dec 31 2018,271,182,39,135661
,,Jan 1 – Dec 31 2019,392,202,54,161792
,,Jan 1 – Dec 31 2020,626,164,98,194690
,,Jan 1 – Dec 31 2021,681,201,173,239864
,65 Years or more,Jan 1 – Dec 31 2018,47,151,17,122637
,,Jan 1 – Dec 31 2019,78,139,20,150748
,,Jan 1 – Dec 31 2020,132,119,36,183035
,,Jan 1 – Dec 31 2021,169,188,46,231823
,No value,Jan 1 – Dec 31 2018,10 or fewer,10 or fewer,10 or fewer,938
,,Jan 1 – Dec 31 2019,10 or fewer,10 or fewer,10 or fewer,1109
,,Jan 1 – Dec 31 2020,10 or fewer,10 or fewer,10 or fewer,1572
,,Jan 1 – Dec 31 2021,10 or fewer,10 or fewer,10 or fewer,2354
,"Total: Total includes all data under the Illinois bucket, including data from rows not currently displayed.",Jan 1 – Dec 31 2018,844,722,468,636197
,,Jan 1 – Dec 31 2019,1133,744,568,760967
,,Jan 1 – Dec 31 2020,1624,567,1017,840625
,,Jan 1 – Dec 31 2021,1793,797,1738,1069088
Michigan,Less than 15 Years,Jan 1 – Dec 31 2018,10 or fewer,48,10 or fewer,138476
,,Jan 1 – Dec 31 2019,10 or fewer,30,26,140270
,,Jan 1 – Dec 31 2020,14,22,27,111346
,,Jan 1 – Dec 31 2021,10 or fewer,30,38,133936
,≥ 15 and < 25 Years,Jan 1 – Dec 31 2018,196,122,197,104174
,,Jan 1 – Dec 31 2019,124,94,226,104869
,,Jan 1 – Dec 31 2020,159,80,386,108965
,,Jan 1 – Dec 31 2021,136,103,368,121899
,≥ 25 and < 45 Years,Jan 1 – Dec 31 2018,1056,168,261,194799
,,Jan 1 – Dec 31 2019,869,159,307,199881
,,Jan 1 – Dec 31 2020,1257,182,515,228586
,,Jan 1 – Dec 31 2021,1050,171,571,251443
,≥ 45 and < 65 Years,Jan 1 – Dec 31 2018,528,152,95,165473
,,Jan 1 – Dec 31 2019,421,121,93,170092
,,Jan 1 – Dec 31 2020,581,148,165,204721
,,Jan 1 – Dec 31 2021,555,160,171,227423
,65 Years or more,Jan 1 – Dec 31 2018,175,124,21,137705
,,Jan 1 – Dec 31 2019,155,101,26,148462
,,Jan 1 – Dec 31 2020,187,136,42,189008
,,Jan 1 – Dec 31 2021,243,156,37,215644
,No value,Jan 1 – Dec 31 2018,10 or fewer,10 or fewer,10 or fewer,992
,,Jan 1 – Dec 31 2019,10 or fewer,10 or fewer,10 or fewer,1072
,,Jan 1 – Dec 31 2020,10 or fewer,10 or fewer,10 or fewer,1175
,,Jan 1 – Dec 31 2021,10 or fewer,10 or fewer,10 or fewer,1598
,"Total: Total includes all data under the Michigan bucket, including data from rows not currently displayed.",Jan 1 – Dec 31 2018,1933,609,576,737745
,,Jan 1 – Dec 31 2019,1558,502,674,760769
,,Jan 1 – Dec 31 2020,2178,564,1125,839953
,,Jan 1 – Dec 31 2021,1961,618,1181,947421
California,Less than 15 Years,Jan 1 – Dec 31 2018,10 or fewer,33,13,85598
,,Jan 1 – Dec 31 2019,10 or fewer,36,23,96372
,,Jan 1 – Dec 31 2020,10 or fewer,18,28,89555
,,Jan 1 – Dec 31 2021,10 or fewer,38,31,130133
,≥ 15 and < 25 Years,Jan 1 – Dec 31 2018,46,97,157,80218
,,Jan 1 – Dec 31 2019,98,63,213,94839
,,Jan 1 – Dec 31 2020,198,60,392,89640
,,Jan 1 – Dec 31 2021,200,96,384,103331
,≥ 25 and < 45 Years,Jan 1 – Dec 31 2018,195,146,232,163510
,,Jan 1 – Dec 31 2019,331,171,345,202756
,,Jan 1 – Dec 31 2020,552,125,579,202999
,,Jan 1 – Dec 31 2021,804,139,691,224656
,≥ 45 and < 65 Years,Jan 1 – Dec 31 2018,111,110,67,142976
,,Jan 1 – Dec 31 2019,209,129,87,174120
,,Jan 1 – Dec 31 2020,297,143,170,169568
,,Jan 1 – Dec 31 2021,341,142,161,186025
,65 Years or more,Jan 1 – Dec 31 2018,52,122,20,122233
,,Jan 1 – Dec 31 2019,73,136,23,152285
,,Jan 1 – Dec 31 2020,93,119,33,141252
,,Jan 1 – Dec 31 2021,107,134,39,163562
,No value,Jan 1 – Dec 31 2018,10 or fewer,10 or fewer,10 or fewer,1290
,,Jan 1 – Dec 31 2019,10 or fewer,10 or fewer,10 or fewer,1450
,,Jan 1 – Dec 31 2020,10 or fewer,10 or fewer,10 or fewer,1873
,,Jan 1 – Dec 31 2021,10 or fewer,10 or fewer,10 or fewer,2558
,"Total: Total includes all data under the California bucket, including data from rows not currently displayed.",Jan 1 – Dec 31 2018,405,505,486,593841
,,Jan 1 – Dec 31 2019,700,528,692,719280
,,Jan 1 – Dec 31 2020,1135,461,1195,692411
,,Jan 1 – Dec 31 2021,1448,546,1304,807472
Georgia,Less than 15 Years,Jan 1 – Dec 31 2018,16,82,43,216640
,,Jan 1 – Dec 31 2019,10 or fewer,95,44,217745
,,Jan 1 – Dec 31 2020,10 or fewer,20,52,143126
,,Jan 1 – Dec 31 2021,10 or fewer,45,76,187231
,≥ 15 and < 25 Years,Jan 1 – Dec 31 2018,68,140,386,97845
,,Jan 1 – Dec 31 2019,64,173,490,100963
,,Jan 1 – Dec 31 2020,119,72,612,84366
,,Jan 1 – Dec 31 2021,116,85,669,96142
,≥ 25 and < 45 Years,Jan 1 – Dec 31 2018,338,229,645,176967
,,Jan 1 – Dec 31 2019,368,267,683,185626
,,Jan 1 – Dec 31 2020,517,144,897,160467
,,Jan 1 – Dec 31 2021,640,118,905,173966
,≥ 45 and < 65 Years,Jan 1 – Dec 31 2018,175,173,174,137380
,,Jan 1 – Dec 31 2019,215,235,210,144147
,,Jan 1 – Dec 31 2020,243,105,218,126144
,,Jan 1 – Dec 31 2021,326,93,237,136905
,65 Years or more,Jan 1 – Dec 31 2018,104,96,34,90154
,,Jan 1 – Dec 31 2019,97,132,50,97125
,,Jan 1 – Dec 31 2020,97,78,42,87013
,,Jan 1 – Dec 31 2021,99,63,54,98211
,No value,Jan 1 – Dec 31 2018,10 or fewer,10 or fewer,10 or fewer,987
,,Jan 1 – Dec 31 2019,10 or fewer,10 or fewer,10 or fewer,1374
,,Jan 1 – Dec 31 2020,10 or fewer,10 or fewer,10 or fewer,1416
,,Jan 1 – Dec 31 2021,10 or fewer,10 or fewer,10 or fewer,1746
,"Total: Total includes all data under the Georgia bucket, including data from rows not currently displayed.",Jan 1 – Dec 31 2018,695,712,1274,716606
,,Jan 1 – Dec 31 2019,740,897,1476,743407
,,Jan 1 – Dec 31 2020,977,415,1816,599864
,,Jan 1 – Dec 31 2021,1181,401,1926,691263
Colorado,Less than 15 Years,Jan 1 – Dec 31 2018,10 or fewer,31,17,147043
,,Jan 1 – Dec 31 2019,10 or fewer,19,11,149585
,,Jan 1 – Dec 31 2020,10 or fewer,13,13,107554
,,Jan 1 – Dec 31 2021,10 or fewer,25,21,134147
,≥ 15 and < 25 Years,Jan 1 – Dec 31 2018,61,29,148,72311
,,Jan 1 – Dec 31 2019,87,39,134,75157
,,Jan 1 – Dec 31 2020,148,16,203,66980
,,Jan 1 – Dec 31 2021,194,58,212,79941
,≥ 25 and < 45 Years,Jan 1 – Dec 31 2018,261,58,180,127546
,,Jan 1 – Dec 31 2019,290,65,161,132183
,,Jan 1 – Dec 31 2020,435,49,224,126088
,,Jan 1 – Dec 31 2021,629,82,259,144144
,≥ 45 and < 65 Years,Jan 1 – Dec 31 2018,105,38,64,84876
,,Jan 1 – Dec 31 2019,104,55,46,89332
,,Jan 1 – Dec 31 2020,151,35,63,87773
,,Jan 1 – Dec 31 2021,186,52,60,99189
,65 Years or more,Jan 1 – Dec 31 2018,31,39,16,60048
,,Jan 1 – Dec 31 2019,34,38,15,67403
,,Jan 1 – Dec 31 2020,41,30,18,68537
,,Jan 1 – Dec 31 2021,66,56,10 or fewer,83334
,No value,Jan 1 – Dec 31 2018,10 or fewer,10 or fewer,10 or fewer,554
,,Jan 1 – Dec 31 2019,10 or fewer,10 or fewer,10 or fewer,580
,,Jan 1 – Dec 31 2020,10 or fewer,10 or fewer,10 or fewer,721
,,Jan 1 – Dec 31 2021,10 or fewer,10 or fewer,10 or fewer,764
,"Total: Total includes all data under the Colorado bucket, including data from rows not currently displayed.",Jan 1 – Dec 31 2018,462,194,427,490257
,,Jan 1 – Dec 31 2019,516,215,366,512151
,,Jan 1 – Dec 31 2020,770,143,521,455959
,,Jan 1 – Dec 31 2021,1066,269,561,539401
Indiana,Less than 15 Years,Jan 1 – Dec 31 2018,10 or fewer,28,13,76710
,,Jan 1 – Dec 31 2019,10 or fewer,42,13,83946
,,Jan 1 – Dec 31 2020,10 or fewer,17,18,60964
,,Jan 1 – Dec 31 2021,10 or fewer,22,14,82859
,≥ 15 and < 25 Years,Jan 1 – Dec 31 2018,163,81,192,59157
,,Jan 1 – Dec 31 2019,145,76,202,62791
,,Jan 1 – Dec 31 2020,225,48,236,57242
,,Jan 1 – Dec 31 2021,203,78,223,71241
,≥ 25 and < 45 Years,Jan 1 – Dec 31 2018,726,151,229,119602
,,Jan 1 – Dec 31 2019,877,139,230,127924
,,Jan 1 – Dec 31 2020,1381,73,321,123542
,,Jan 1 – Dec 31 2021,1357,138,312,151190
,≥ 45 and < 65 Years,Jan 1 – Dec 31 2018,208,128,67,98070
,,Jan 1 – Dec 31 2019,274,114,76,107117
,,Jan 1 – Dec 31 2020,417,94,74,104239
,,Jan 1 – Dec 31 2021,497,125,98,131060
,65 Years or more,Jan 1 – Dec 31 2018,40,98,17,77849
,,Jan 1 – Dec 31 2019,61,80,17,88686
,,Jan 1 – Dec 31 2020,59,67,23,88823
,,Jan 1 – Dec 31 2021,92,67,37,114432
,No value,Jan 1 – Dec 31 2018,10 or fewer,10 or fewer,10 or fewer,683
,,Jan 1 – Dec 31 2019,10 or fewer,10 or fewer,10 or fewer,697
,,Jan 1 – Dec 31 2020,10 or fewer,10 or fewer,10 or fewer,921
,,Jan 1 – Dec 31 2021,10 or fewer,10 or fewer,10 or fewer,973
,"Total: Total includes all data under the Indiana bucket, including data from rows not currently displayed.",Jan 1 – Dec 31 2018,1129,485,515,429874
,,Jan 1 – Dec 31 2019,1339,447,534,468810
,,Jan 1 – Dec 31 2020,2061,299,670,433740
,,Jan 1 – Dec 31 2021,2131,424,685,549250
Wisconsin,Less than 15 Years,Jan 1 – Dec 31 2018,10 or fewer,39,16,104329
,,Jan 1 – Dec 31 2019,10 or fewer,24,15,105034
,,Jan 1 – Dec 31 2020,10 or fewer,11,28,76564
,,Jan 1 – Dec 31 2021,12,28,49,92332
,≥ 15 and < 25 Years,Jan 1 – Dec 31 2018,55,71,74,63819
,,Jan 1 – Dec 31 2019,61,52,71,64045
,,Jan 1 – Dec 31 2020,70,40,119,54985
,,Jan 1 – Dec 31 2021,84,63,148,63623
,≥ 25 and < 45 Years,Jan 1 – Dec 31 2018,284,176,86,119688
,,Jan 1 – Dec 31 2019,309,107,72,120191
,,Jan 1 – Dec 31 2020,376,91,111,110076
,,Jan 1 – Dec 31 2021,408,112,153,120642
,≥ 45 and < 65 Years,Jan 1 – Dec 31 2018,110,147,46,107207
,,Jan 1 – Dec 31 2019,124,81,34,109594
,,Jan 1 – Dec 31 2020,132,91,36,100556
,,Jan 1 – Dec 31 2021,142,110,53,109706
,65 Years or more,Jan 1 – Dec 31 2018,26,107,10 or fewer,93947
,,Jan 1 – Dec 31 2019,30,63,10 or fewer,98044
,,Jan 1 – Dec 31 2020,36,73,10 or fewer,91219
,,Jan 1 – Dec 31 2021,38,98,15,102111
,No value,Jan 1 – Dec 31 2018,10 or fewer,10 or fewer,10 or fewer,690
,,Jan 1 – Dec 31 2019,10 or fewer,10 or fewer,10 or fewer,721
,,Jan 1 – Dec 31 2020,10 or fewer,10 or fewer,10 or fewer,844
,,Jan 1 – Dec 31 2021,10 or fewer,10 or fewer,10 or fewer,769
,"Total: Total includes all data under the Wisconsin bucket, including data from rows not currently displayed.",Jan 1 – Dec 31 2018,474,532,230,487259
,,Jan 1 – Dec 31 2019,520,327,201,495303
,,Jan 1 – Dec 31 2020,608,302,297,432305
,,Jan 1 – Dec 31 2021,671,405,416,486934
Connecticut,Less than 15 Years,Jan 1 – Dec 31 2018,10 or fewer,22,10 or fewer,91518
,,Jan 1 – Dec 31 2019,10 or fewer,27,10 or fewer,91144
,,Jan 1 – Dec 31 2020,10 or fewer,10 or fewer,10 or fewer,64888
,,Jan 1 – Dec 31 2021,10 or fewer,28,11,80719
,≥ 15 and < 25 Years,Jan 1 – Dec 31 2018,90,52,79,57240
,,Jan 1 – Dec 31 2019,76,39,95,58190
,,Jan 1 – Dec 31 2020,96,25,145,50775
,,Jan 1 – Dec 31 2021,97,55,128,63370
,≥ 25 and < 45 Years,Jan 1 – Dec 31 2018,528,85,112,108453
,,Jan 1 – Dec 31 2019,487,70,150,111132
,,Jan 1 – Dec 31 2020,592,63,205,105153
,,Jan 1 – Dec 31 2021,599,102,229,128427
,≥ 45 and < 65 Years,Jan 1 – Dec 31 2018,317,93,35,98151
,,Jan 1 – Dec 31 2019,337,87,27,102696
,,Jan 1 – Dec 31 2020,371,63,34,101043
,,Jan 1 – Dec 31 2021,430,86,69,120968
,65 Years or more,Jan 1 – Dec 31 2018,44,55,10 or fewer,82824
,,Jan 1 – Dec 31 2019,41,55,12,89672
,,Jan 1 – Dec 31 2020,48,54,14,92544
