Session Title,Heat only Yearly by County 2018-2025 FLKS,,
Session ID,2792484,,
Data Model,Patients,,
Population Base,All Patients,,
Population Criteria Filters: These criteria are a summary and do not fully reflect the content of the exported session.,State of Residence: STATES_FL_KS,"Encounter Type: Emergency, Emergency to Inpatient",
Session Date Range,1/1/2018 - 12/31/2025,,
Measure,Number of Patients,,
Export User,Stephanie Perniciaro,,
Date of Export,1/22/2026,,
,,,
,,,
,Diagnosis (Encounter),Heat,"Total: Total includes all data, including data from columns not currently displayed."
Year,County of Residence,,
,"VAN BUREN, IA",10 or fewer,184
,"PULASKI, GA",10 or fewer,52
,"CLAY, IA",10 or fewer,201
,"WORTH, IA",10 or fewer,56
,"WILKES, GA",10 or fewer,62
,"MONTGOMERY, IA",10 or fewer,169
,"FREMONT, IA",10 or fewer,157
,"MONROE, IA",10 or fewer,106
,"MARSHALL, KS",10 or fewer,121
,"NEMAHA, KS",10 or fewer,148
,"SAC, IA",10 or fewer,131
,"JEFFERSON, ID",10 or fewer,95
,"SHELBY, IA",10 or fewer,160
,"HANCOCK, IA",10 or fewer,80
,"WARREN, IN",10 or fewer,184
,"FRANKLIN, IA",10 or fewer,96
,"PERRY, IL",10 or fewer,98
,"PIKE, IL",10 or fewer,123
,"CALHOUN, FL",10 or fewer,54
,"PULASKI, IN",10 or fewer,114
,"HOWARD, IA",10 or fewer,135
,"CLAY, IN",10 or fewer,126
,"OWEN, IN",10 or fewer,149
,"DAVIS, IA",10 or fewer,106
,"FRANKLIN, FL",10 or fewer,61
,"MITCHELL, GA",10 or fewer,102
,"FRANKLIN, ID",10 or fewer,43
,"NEOSHO, KS",10 or fewer,99
,"IDA, IA",10 or fewer,113
,"DOOLY, GA",10 or fewer,38
,"WORTH, GA",10 or fewer,71
,"STAFFORD, KS",10 or fewer,10 or fewer
,"TAYLOR, IA",10 or fewer,74
,"SCHUYLER, IL",10 or fewer,113
,"FINNEY, KS",10 or fewer,108
,"HAMILTON, IL",10 or fewer,92
,"ONEIDA, ID",10 or fewer,21
,"WHITE, IN",10 or fewer,112
,"APPLING, GA",10 or fewer,46
,"CUSTER, ID",10 or fewer,132
,"BENTON, IN",10 or fewer,82
,"BEAR LAKE, ID",10 or fewer,34
,"LIBERTY, FL",10 or fewer,29
,"ELLIS, KS",10 or fewer,92
,"LONG, GA",10 or fewer,74
,"HARVEY, KS",10 or fewer,90
,"GULF, FL",10 or fewer,86
,"WAYNE, IA",10 or fewer,75
,"MCINTOSH, GA",10 or fewer,72
,"LINCOLN, GA",10 or fewer,45
,"COWLEY, KS",10 or fewer,68
,"TATTNALL, GA",10 or fewer,52
,"HARDIN, IL",10 or fewer,82
,"LABETTE, KS",10 or fewer,88
,"MORRIS, KS",10 or fewer,64
,"TALBOT, GA",10 or fewer,101
,"WOODSON, KS",10 or fewer,25
,"MCPHERSON, KS",10 or fewer,78
,"MILLER, GA",10 or fewer,10 or fewer
,"WILCOX, GA",10 or fewer,28
,"IRWIN, GA",10 or fewer,52
,"TELFAIR, GA",10 or fewer,41
,"CLAY, KS",10 or fewer,52
,"RICE, KS",10 or fewer,28
,"FORD, KS",10 or fewer,71
,"SCREVEN, GA",10 or fewer,46
,"JEFF DAVIS, GA",10 or fewer,29
,"SHERMAN, KS",10 or fewer,40
,"CAMAS, ID",10 or fewer,102
,"SEWARD, KS",10 or fewer,52
,"TURNER, GA",10 or fewer,48
,"CALHOUN, IL",10 or fewer,113
,"EMMET, IA",10 or fewer,68
,"MITCHELL, IA",10 or fewer,51
,"PARKE, IN",10 or fewer,86
,"RINGGOLD, IA",10 or fewer,91
,"FREMONT, ID",10 or fewer,57
,"CALHOUN, GA",10 or fewer,17
,"CHEROKEE, KS",10 or fewer,62
,"BACON, GA",10 or fewer,42
,"PALO ALTO, IA",10 or fewer,75
,"TETON, ID",10 or fewer,47
,"LEMHI, ID",10 or fewer,56
,"JENKINS, GA",10 or fewer,33
,"AUDUBON, IA",10 or fewer,62
,"JOHNSON, GA",10 or fewer,29
,"BENEWAH, ID",10 or fewer,38
,"SCOTT, IL",10 or fewer,46
,"RUSH, KS",10 or fewer,12
,"TALIAFERRO, GA",10 or fewer,18
,"MARION, GA",10 or fewer,22
,"BROWN, IL",10 or fewer,45
,"WARREN, GA",10 or fewer,26
,"CLEARWATER, ID",10 or fewer,47
,"LOGAN, KS",10 or fewer,17
,"CANDLER, GA",10 or fewer,28
,"EVANS, GA",10 or fewer,13
,"RANDOLPH, GA",10 or fewer,25
,"WASHINGTON, KS",10 or fewer,38
,"ADAMS, IA",10 or fewer,52
,"BAKER, GA",10 or fewer,10 or fewer
,"SUMNER, KS",10 or fewer,36
,"MONTGOMERY, GA",10 or fewer,27
,"TERRELL, GA",10 or fewer,23
,"RAWLINS, KS",10 or fewer,22
